"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Ji Y.; Bals J.","Ji, Yang (24724647500); Bals, Johann (6602311134)","24724647500; 6602311134","Health monitoring for the electrical network of more electric aircraft","2010","AIP Conference Proceedings","1247","","","86","99","13","0","10.1063/1.3460257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955787934&doi=10.1063%2f1.3460257&partnerID=40&md5=2db70183c8dd48c453f99885e58b14a3","In this paper, a health monitoring problem for the electrical network of more electric aircraft is addressed. To undertake the health monitoring task, the multi-model detection technique is applied. Multi-model based approach associates to each health status a corresponding linear time invariant model which is derived by adjusting appropriately the non-faulty system model to a particular fault situation. The original health monitoring problem can be therefore formulated as a model detection problem. Besides the introduction of the theoretical preliminary of multi-model based approach, the computer-aided design process, right-sized modelling and realtime simulation based validation for residual generator with Dymola and Matlab are also discussed. Health monitoring for an input filter of an DC motor drive serves as an application case to illustrate the proposed scheme. The designed residual generators are validated on the original nonlinear system with time-domain simulation. © 2010 American Institute of Physics.","Health Monitoring; Model Detection; More Electric Aircraft","","Conference paper","Final","","Scopus","2-s2.0-77955787934"
"","","","32nd International Convention Proceedings: Computers in Education","2009","MIPRO 2009 - 32nd International Convention Proceedings: Computers in Education","4","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897638712&partnerID=40&md5=59fab819c4a3e533c5e5f1c19cab24a0","The proceedings contain 315 papers. The special focus in this conference is on Information and Communication Technology, Electronics and Microelectronics. The topics include: Croatian semiconductor industry cluster; rare-earth-activated nano-structures fabricated by sol-gel route; applications and recent developments in THz research; electrical activation of phosphorus by rapid thermal annealing of doped amorphous silicon films; resonant optical absorption in molecular nanofilms; Raman scattering on porous silicon; modeling of the effect of radicals on plasmas used for etching in micro-electronics; a method of slow-switching interface traps identification in silicon carbide MOS structures; strain and deformation measurement using intrinsic fiber optic low coherence interferometric sensor; modeling of gate leakage current in high-K dielectrics; compact capacitance model for drain-induced barrier-lowering of vertical SONFET; stress effect in ultra-narrow finFET structures; quantum confinement and scaling effects in ultra-thin body double-gate finFETs; optofiber-and-LED device for study of non-phototoxic photosensitizers biodistributions in bio-objects; design and characterization of soil moisture sensor using PCB technology; characterization of temperature sensor using Vt extractor device; an integrated thin film Pt/Ti heater; synthesis of DC power converters without galvanic insulation; microcontroller controlled capacitance decade box; part average analysis in multilayer ceramic manufacturing for automotive industry; improved linearity active resistors using MOS and FGMOS transistors; possibilities of current measurement in CMOS design using current mirrors and comparators; advantages and limitations of the SCW charge pump; tunable gm-C filter using FGMOS based operational transconductance amplifier; a charge-sensitive amplifier associated with APD or PMT for positron emission tomography scanners; efficient and reusable offset cancellation method implemented in CMOS design; kernighan-lin algorithm for n-way circuit partitioning; measuring and modelling of a PCB via structure; analog to digital conversion, synchronization and control and algorithm for hardware realization; AI - look over hardware design - agent with state; fault diagnosis and isolation of the marine diesel engine turbocharger system; UML modeling in design of error detection and correction circuits; the impact of multi-core processor on web server performance; the UK particle physics grid; enabling numerical modeling of mantle convection on the grid; a lightweight specialized meta-scheduler for 3D image rendering applications; the virtualization of computing cluster resources for integration in grid environment; transactional distributed memory management for cluster operating systems; a grid portal for genetic analysis of complex traits; error analysis of quasirandom walks on balls; using sobol sequence in grid environment; towards china's railway freight transportation information grid; fast system matrix generation on a GPU cluster; visualization as a sequence application for grid-based parametric studies; remote graphical visualization of interactive virtual geographical space; a data management and visualization system towards online microscopic imaging; protein data bank graphics generator on grid; real-time evaluation of L-system scene models in online multiplayer games; parallel formulation of 3D implicit function visualization; displaying large amounts of spatial data in GIS; intelligent algorithm for smoke extraction in autonomous forest fire detection; correction of digital images by arbitrary degree Bezier polynomial; wide-view visual systems for flight simulation; visualization of voltage profile and power flow in Croatian power system; network architecture evolution strategy in fixed networks; fireflies synchronization in small overlay networks; capabilities and impacts of EDGE evolution toward seamless wireless networks; adaptable architecture of provisioning system; selecting technology for interactive web application development; objective assessment of speech and audio quality; queue length influence in RED congestion avoidance algorithm; network problems frequency detection using apriori algorithm; radio over fiber technology for wireless access; reliability and scalability of DHCP access model in broadband network; success model of information system implementation; implementation of a GSM-based remotely controlled and monitored machine system; information management to reduce uncertainty in military systems; system for remote supervision and control of power electronics devices; adapting agile practices in globally distributed large scale software development; using static code analysis tools to increase source code maintainability; first time right in AXE using one track and stream line development; collecting of content enterprise knowledge by using metadata; realizacija slozenih procesa uklju_enja kroz sustave za podrsku; problems and possible solutions in offering netphone packages service; specificities of the new complex software based services implementation at mobile operators; dijagnosticiranje i rjesavanje problema u prijenosu audio signala internet protokolom; simulation of DVB-T transmission in matlab; simulators for solving traveling salesman problem variations with various graph search methods; a survey of software quality assessment; identification of persons and business subjects in text documents based on lexical analysis and scoring system; implementation of agent tehnology in web portals for data analysis and consulting; process entropy and informational macrodynamics in a ceramic tile plant; control of single-input-single-output systems with actuator saturation; design space exploration of a multi-core JPEG; 3D optoelectronic method for the steel strip flatness measurement; voltage control of a DC/DC boost converter powered by fuel cell stack; control of a standalone DC voltage source with fuel cell stack; earth fault location in medium voltage distribution networks; review of active vibration control; active control of periodic vibrations based on synchronous averaging of residual signal; energy efficient sensor based control of a greenhouse; electric power distribution protective devices allocation with genetic algorithms; upravljanje jednostavnim procesima putem GSM uredaja; upravljanje sustavom distribucije cementa; upravljanje kvalitetom vazduha u urbano - industrijskim centrima; intelligent control system, data acquisition system and data output system; tagging multimedia stimuli with ontologies; automatic generation of part-whole hierarchies for domain ontologies using web search data; a storage algorithm for a kanerva-like memory model; managing electromagnetic field pollution using genetic algorithm; evolutionary algorithm aided design of multi-switch controller; automatic diagnosis of power transformers based on dissolved gas analysis first level of diagnosis using VAC and VEV inference methods; building an expert system module for world ocean thermocline analysis; precision static and dynamic optical measurement and 3D imaging of reflective surfaces; agent based intelligent forest fire monitoring system; false alarms reduction in forest fire video monitoring system; automatic adjustment of detection parameters in forest fire video monitoring system; vehicle following control considering relative sensor information only; hidden Markov models and convolutional neural network approaches to face recognition tasks solution; digital system of textile fibers identification; exploring string and word kernels on Croatian-English parallel corpus; memetic algorithm for grammatical inference; grapheme-to-phoneme conversion for Croatian speech synthesis; uniform modified method for handwritten text reference line detection; peer assessment system for modern learning settings; semantic metadata for e-learning content; computers in education of children with intellectual and related developmental disorders; avatars and identification in online communication; research regarding introduction of electronic information at the university of jurja dobrile in pula; employment system and needs for ICT labour in the republic of Croatia; parameters estimation according to Engels law in excel; integration of business processes modelling into education; experience with the distance learning bachelor study in the field of finance, banking and investment; combining e-material and data acquisition module to support the educational process; digital repositories and possibilities of their integration into higher education; econometric analysis of the public sector economy in SPSS and excel; integrating protein visualization in the classroom with starbiochem; using web content management systems in university e-commerce courses; computer classroom management and virtualization and visualization in education; teaching, correcting and improving your language competences by means of the internet; an application of excel and VBA in comparison of lattice based option pricing models; implementation of distance learning materials; aesthetic principle in design of distance learning material; capacity testing/planning for successful implementation of LMS/CMS; using multiple-choice tests at university level courses preparation and supporting infrastructure; conceptualisation of learning context in e-learning; how digital immigrants learned to make games for digital natives; document management and exchange system - supporting education process; development of the computer aided system for controlled strikes exercises; adaption in IS integration and enterprise migration; demographic characteristics and internet access of high school teachers and their ICT competencies; advantages and disadvantages of distance learning.","","","Conference review","Final","","Scopus","2-s2.0-84897638712"
"Ungar L.Y.","Ungar, Louis Y. (7006123339)","7006123339","Economic evaluation of testability and diagnosability for commercial off the shelf equipment","2010","AUTOTESTCON (Proceedings)","","","5613593","272","276","4","5","10.1109/AUTEST.2010.5613593","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649596253&doi=10.1109%2fAUTEST.2010.5613593&partnerID=40&md5=4cb438d2b9293a0f59bb6bb8dc130aca","Commercial off the shelf (COTS) equipment is generally preferred because of its low acquisition costs, wider user base and implied support from the vendor. Because it is treated as a black box, however, it is often complicated to measure the testability and diagnosability of the COTS equipment and therefore its supportability is difficult to predict. While some metrics for testability, diagnosability and supportability exist, they usually require examination of schematic details - and require design changes to improve these attributes. This is not practical for COTS. The best that a designer of COTS based systems can expect is to evaluate various competing COTS and assess their testability attributes. We propose a set of scoring attributes and a methodology to achieve this goal without the need for schematic level information. © 2010 IEEE.","Automatic test equipment (ATE); Built-in self test (BIST); Commercial off the shelf (COTS); Design for testability (DFT); Diagnosis; Fault detection; Fault isolation; Supportability","Automatic testing; Design for testability; Equipment; Fault detection; High energy physics; Light velocity; Automatic test equipment; Commercial off-the shelves; Design for testability (DFT); Fault isolation; Supportability; Built-in self test","Conference paper","Final","","Scopus","2-s2.0-78649596253"
"Qu Y.; Zhu J.; He D.; Bechhoefer E.","Qu, Yongzhi (55842117500); Zhu, Junda (55652947900); He, David (7403045891); Bechhoefer, Eric (59454517500)","55842117500; 55652947900; 7403045891; 59454517500","Gear fault detection using acoustic emission spectrum kurtosis","2013","Proceedings for the Joint Conference: MFPT 2013 and ISA's 59th International Instrumentation Symposium, ISA 2013: Sensors and Systems for Reliability, Safety and Affordability","","","","","","49","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884378031&partnerID=40&md5=6e21ae7c06b4bb7ec5ace0429b12d1e1","Even though acoustic emission (AE) has been studied as a potential information source for machine fault diagnosis over many years, applications of AE sensors to gear fault diagnosis have been limited due to the lack of effective and efficient AE data analysis techniques. In this paper, a frequency reduction technique is proposed to preprocess the AE signals. Heterodyne technique commonly used in communication is first employed to preprocess the AE signals before sampling. By heterodyning, the AE signal frequency is down shifted from several hundred kHz to below 50 kHz. This reduced AE signal sampling rate is comparable to that of vibration signals. After preprocessing, time synchronous average (TSA) is calculated and spectrum kurtosis (SK) is estimated for the calculated TSA signals as AE features for gear fault detection. An optimal band pass filter based on SK is designed to filter the signals and to extract features for fault detection. The presented method is validated using seeded gear fault tests on a notational split torque gearbox. The method presented in this paper is physics based and the validation results have showed that it could effectively detect the gear faults.","Acoustic emission; Diagnosis; Gear fault; Kurtogram; Spectrum kurtosis; T-statistics; Time synchronous average","Acoustic emissions; Diagnosis; Electric fault currents; Emission spectroscopy; Heterodyning; Higher order statistics; Machinery; Sensors; Signal sampling; Gear faults; Kurtogram; Spectrum kurtosis; T-statistics; Time synchronous average; Fault detection","Conference paper","Final","","Scopus","2-s2.0-84884378031"
"Jin X.; Guo Y.; Sarkar S.; Ray A.; Edwards R.M.","Jin, Xin (57192545142); Guo, Yin (56137527400); Sarkar, Soumik (55066244300); Ray, Asok (7401641510); Edwards, Robert M. (57215066211)","57192545142; 56137527400; 55066244300; 7401641510; 57215066211","Anomaly detection in nuclear power plants via symbolic dynamic filtering","2011","IEEE Transactions on Nuclear Science","58","1 PART 2","5654618","277","288","11","47","10.1109/TNS.2010.2088138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951682530&doi=10.1109%2fTNS.2010.2088138&partnerID=40&md5=13cb8cdbbff546e98d24f27a28ac7694","Tools of sensor-data-driven anomaly detection facilitate condition monitoring of dynamical systems especially if the physics-based models are either inadequate or unavailable. Along this line, symbolic dynamic filtering (SDF) has been reported in literature as a real-time data-driven tool of feature extraction for pattern identification from sensor time series. However, an inherent difficulty for a data-driven tool is that the quality of detection may drastically suffer in the event of sensor degradation. This paper proposes an anomaly detection algorithm for condition monitoring of nuclear power plants, where symbolic feature extraction and the associated pattern classification are optimized by appropriate partitioning of (possibly noise-contaminated) sensor time series. In this process, the system anomaly signatures are identified by masking the sensor degradation signatures. The proposed anomaly detection methodology is validated on the International Reactor Innovative & Secure (IRIS) simulator of nuclear power plants, and its performance is evaluated by comparison with that of principal component analysis (PCA). © 2011 IEEE.","Data-driven fault detection; feature extraction; pattern classification; symbolic dynamics; time series analysis","Condition monitoring; Degradation; Dynamical systems; Fault detection; Feature extraction; Nuclear energy; Nuclear power plants; Principal component analysis; Sensors; Time series; Pattern recognition; Time series analysis; Anomaly detection; Anomaly-detection algorithms; Data-driven; Data-driven fault detection; Pattern classification; Pattern identification; Physics-based models; Real-time data; Sensor degradation; Symbolic Dynamic Filtering; Symbolic Dynamics; Time series analysis; Sensors","Article","Final","","Scopus","2-s2.0-79951682530"
"Peng Z.","Peng, Zebo (55504457900)","55504457900","Building reliable embedded systems with unreliable components","2010","International Conference on Signals and Electronic Systems, ICSES'10 - Conference Proceeding","","","5595269","9","13","4","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649239435&partnerID=40&md5=eaec50686b100b9cc2817d944ccd99f5","This paper deals with the design of embedded systems for safety-critical applications, where both fault-tolerance and real-time requirements should be taken into account at the same time. With silicon technology scaling, integrated circuits are implemented with smaller transistors, operate at higher clock frequency, and run at lower voltage levels. As a result, they are subject to more faults, in particular, transient faults. Additionally, in nano-scale technology, physics-based random variations play an important role in many device performance metrics, and have led to many new defects. We are therefore facing the challenge of how to build reliable and predictable embedded systems for safety-critical applications with unreliable components. This paper describes several key challenges and presents several emerging solutions to the design and optimization of such systems. In particular, it discusses the advantages of using time-redundancy based fault-tolerance techniques that are triggered by fault occurrences to handle transient faults and the hardware/software trade-offs related to fault detection and fault tolerance. Copyright © 2010 by Institute of Electronics, Silesian University of Technology.","","Electronics engineering; Fault detection; Fault tolerance; Fault tolerant computer systems; Quality assurance; Real time systems; Safety engineering; Clock frequency; Design and optimization; Device performance; Hardware/software; Nano scale; Physics-based; Random variation; Real time requirement; Reliable embedded systems; Safety critical applications; Silicon Technologies; Time-redundancy; Transient faults; Voltage levels; Embedded systems","Conference paper","Final","","Scopus","2-s2.0-78649239435"
"Hu S.H.; Abraham J.A.","Hu, Shih-Hsin (35146176100); Abraham, Jacob A. (7201618030)","35146176100; 7201618030","Error detection in 2-D discrete wavelet lifting transforms","2009","2009 15th IEEE International On-Line Testing Symposium, IOLTS 2009","","","5196003","170","175","5","2","10.1109/IOLTS.2009.5196003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449414205&doi=10.1109%2fIOLTS.2009.5196003&partnerID=40&md5=067010bb85e6b7d3b6d364b785359889","Discrete Wavelet transform is a powerful mathematics technique which is being adopted in different applications including physics, image processing, biomedical signal processing, and communication. Due to its pipelined structure and multirate processing requirements, a single numerical error in one stage can easily affect multiple outputs in final result. In this paper, we propose a weighted checksum code based fault tolerance technique for 2-D discrete wavelet transform. The technique encodes the input array at the 2-D discrete wavelet transform algorithm level, and algorithms are designed to operate on encoded data and produce encoded output data. The proposed encoding technique can perfectly fit into the lifting structure and existing general purpose 2-D discrete wavelet lifting VLSI architectures, without significant modification and overhead. We present the mathematics proof of this coding technique and show this technique can detect the errors in 2-D wavelet transforms. The hardware overhead using this technique is significantly lower than existing methods. © 2009 IEEE.","","Coding errors; Error detection; Fault tolerance; Image processing; Mathematical transformations; Pipeline processing systems; Quality assurance; Signal processing; 2-d discrete wavelet transforms; 2-D wavelet transform; Biomedical signal processing; Checksum; Coding techniques; Discrete wavelets; Encoding techniques; Existing method; Fault tolerance techniques; General purpose; Hardware overheads; Lifting structure; Multi-rate processing; Multiple outputs; Numerical errors; Output data; VLSI architectures; Discrete wavelet transforms","Conference paper","Final","","Scopus","2-s2.0-70449414205"
"Sankararaman S.; Bartram G.; Mahadevan S.; Biswas G.","Sankararaman, S. (36437515000); Bartram, G. (55667809800); Mahadevan, S. (23392894900); Biswas, G. (57211726890)","36437515000; 55667809800; 23392894900; 57211726890","Bond graph method for hierarchical, multi-domain systems diagnosis","2009","Structural Health Monitoring 2009: From System Integration to Autonomous Systems - Proceedings of the 7th International Workshop on Structural Health Monitoring, IWSHM 2009","1","","","659","666","7","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945195172&partnerID=40&md5=b06539aafb091aca482cdb4624df656b","A bond graph-based, online rapid fault identification methodology for multilevel systems is developed in this paper. The bond graph model defines the causality of the system and allows for automated generation of a temporal causal graph (TCG). From the TCG, the fault signatures of the model at a given time are determined. Fault signatures indicate how the residuals of the system responses and their derivatives respond to a particular parameter changing. During online fault detection, an extended Kalman filter combines measurement data with the system model to predict responses for a health system. A real-time statistical on the residuals of the system responses determines when the measurement data deviates significantly from the predicted system behavior. The signs of the 0ththrough 2ndderivatives of all the residuals are recorded. The fault signatures are compared with the signs of the residuals to isolate the faulty system parameter qualitatively, thus decreasing the computational demand of isolation, The fault is then quantified using a least squares approach. The proposed methodology includes models at multiple levels, from system to subsystem to component to material level physics of failure. The methodology is implemented for a multi-level system composed of a centrifugal pump and hydraulic actuator driving a load. Reliable fault identification is achieved, setting the foundation for prognosis and more complex multiple and intermittent fault scenarios.","","Fault detection; Graph theory; Graphic methods; Hierarchical systems; Hydraulic actuators; Online systems; Structural health monitoring; Automated generation; Computational demands; Fault identifications; Least-squares approach; Multi-level systems; On-line fault detection; Parameter changing; Physics of failures; Monitoring","Conference paper","Final","","Scopus","2-s2.0-84945195172"
"","","","Asia Simulation Conference 2012, AsiaSim 2012","2012","Communications in Computer and Information Science","323","PART 1","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881169942&partnerID=40&md5=3c09f36569533dd371b1cc61124a16c7","The proceedings contain 63 papers. The special focus in this conference is on modeling theory and technology, M and S technology on synthesized environments and virtual reality environments, pervasive computing and simulation technology, embedded computing and simulation technology, and verification/ validation/accreditation technology. The topics include: Research on behavior model of virtual soldier; analysis of aperture shape changing trend base on the shaped charge jet penetration through the steel target; a commanding model of counterwork simulation system based on value driving decision-making; research on assembly line modeling and simulation optimization; BOM ontology-based composite modeling approach for simulation model; research on IDEF0 and UML combination based modeling of equipment support; design of intelligent UUV model based on the command mechanism; analysis of vacuum casting pressure time and its influence on casting quality; role-based vehicle-level CGF entity model code framework; QVGA OLED display control module with high gray-level; wave-based reflections reducing approach for bilateral teleoperation; recovering three-dimensional surfaces with multi-images shape-from-shading method; balancing methods on the three-axis air-bearing platform; a non-linearity correction method for calibration of optical sensor at low level light; analyzing effects of ankle-foot parameters on passive bipeds based on dynamic walking modeling; investigation of eddy diffusivity in a reactive plane jet by using direct numerical simulation; a design method of derivative state constrained H2 integral servo controller for suppressing under damping of oscillatory system; a temporal coherence based framework for visualizing time-varying unstructured volume with PBVR; detection of linear relationship among dimensions in multivariate data by parallel coordinates; a virtual network based simulation platform (VNSP); a multi-resolution display method for digital archives of cultural properties using polygon reconsruction; a prototype architecture for assembly-oriented cyber-physical systems; a robust physics-based 3D soft tissue parameters estimation method for warping dynamics simulation; an efficiency-driven deterministic optimization approach for sensor placement in image-based forest field measurement; hMETIS-based offline road network partitioning; exploring a P2P based collaborative feature modeling through a procedural 3D CAD language; development of software module for model reference adaptive control simulation based on the LabVIEW; MDA-based meta-modeling technique for collaborative simulation; research and application on simulation technology of natural environment; research on multi-spectral infrared translation technique based on fiber array plane; a compact difference scheme for time fractional diffusion equation with Neumann boundary conditions; particle-based volume rendering of remote volume datasets using flowVR; a fast intuitionistic fuzzy support vector machine algorithm and its application in wind turbine gearboxes fault diagnosis; the induced charge test under thunderclouds simulation background; moment exponential stability of neutral impulsive nonlinear stochastic delay partial differential equations; real-time visualization for large scale terrain based on linear quadtree; research on modeling and application of synthetic natural environment; symbolic representation of vector map in virtual geographic environment; modeling and simulation of nearshore waves; 3D CG model and virtual space of court noble house ""reizei-ke""; fluid motion vector calculation using continuity equation optimizing; optimization of space color mapping using compactly supported radial basis functions for color reproduction; a method of integrating simulation with C2 system; an implementation of flexray bus data communication; application of STM32 microcomputer in the design of pressure sensor compensation; behavior event flow analysis: a method of combat simulation creditability evaluation; a simulation model validation method based on design of experiments; a consistency test method for simulation data considering shape and distance of series; research on credibility evaluation framework of manned-spaceflight training simulator; distributed simulation method for homing missiles guidance, navigation, and control; numerical simulation and experimental verification for rice using distinct element method; study on Markov chain-based system readiness assessment method; pre-motion based VR object manipulation: definitions and preliminary experiments; modeling and verification of warehouse dynamic scheduling based on the IOQ parameter of the product; a simulation model validation method based on functional data analysis; 3D gesture-based view manipulator for large scale entity model review and the research review on VV&A working system of complex simulation system.","","","Conference review","Final","","Scopus","2-s2.0-84881169942"
"","","","32nd International Convention Proceedings: Computers in Technical Systems and Intelligent Systems","2009","MIPRO 2009 - 32nd International Convention Proceedings: Computers in Technical Systems and Intelligent Systems","3","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897617053&partnerID=40&md5=01f72ac87909a5bd02a3822dbbd1b57b","The proceedings contain 315 papers. The special focus in this conference is on Information and Communication Technology, Electronics and Microelectronics. The topics include: Croatian semiconductor industry cluster; rare-earth-activated nano-structures fabricated by sol-gel route; applications and recent developments in THz research; electrical activation of phosphorus by rapid thermal annealing of doped amorphous silicon films; resonant optical absorption in molecular nanofilms; Raman scattering on porous silicon; modeling of the effect of radicals on plasmas used for etching in micro-electronics; a method of slow-switching interface traps identification in silicon carbide MOS structures; strain and deformation measurement using intrinsic fiber optic low coherence interferometric sensor; modeling of gate leakage current in high-K dielectrics; compact capacitance model for drain-induced barrier-lowering of vertical SONFET; stress effect in ultra-narrow finFET structures; quantum confinement and scaling effects in ultra-thin body double-gate finFETs; optofiber-and-LED device for study of non-phototoxic photosensitizers biodistributions in bio-objects; design and characterization of soil moisture sensor using PCB technology; characterization of temperature sensor using Vt extractor device; an integrated thin film Pt/Ti heater; synthesis of DC power converters without galvanic insulation; microcontroller controlled capacitance decade box; part average analysis in multilayer ceramic manufacturing for automotive industry; improved linearity active resistors using MOS and FGMOS transistors; possibilities of current measurement in CMOS design using current mirrors and comparators; advantages and limitations of the SCW charge pump; tunable gm-C filter using FGMOS based operational transconductance amplifier; a charge-sensitive amplifier associated with APD or PMT for positron emission tomography scanners; efficient and reusable offset cancellation method implemented in CMOS design; kernighan-lin algorithm for n-way circuit partitioning; measuring and modelling of a PCB via structure; analog to digital conversion, synchronization and control and algorithm for hardware realization; AI - look over hardware design - agent with state; fault diagnosis and isolation of the marine diesel engine turbocharger system; UML modeling in design of error detection and correction circuits; the impact of multi-core processor on web server performance; the UK particle physics grid; enabling numerical modeling of mantle convection on the grid; a lightweight specialized meta-scheduler for 3D image rendering applications; the virtualization of computing cluster resources for integration in grid environment; transactional distributed memory management for cluster operating systems; a grid portal for genetic analysis of complex traits; error analysis of quasirandom walks on balls; using sobol sequence in grid environment; towards china's railway freight transportation information grid; fast system matrix generation on a GPU cluster; visualization as a sequence application for grid-based parametric studies; remote graphical visualization of interactive virtual geographical space; a data management and visualization system towards online microscopic imaging; protein data bank graphics generator on grid; real-time evaluation of L-system scene models in online multiplayer games; parallel formulation of 3D implicit function visualization; displaying large amounts of spatial data in GIS; intelligent algorithm for smoke extraction in autonomous forest fire detection; correction of digital images by arbitrary degree Bezier polynomial; wide-view visual systems for flight simulation; visualization of voltage profile and power flow in Croatian power system; network architecture evolution strategy in fixed networks; fireflies synchronization in small overlay networks; capabilities and impacts of EDGE evolution toward seamless wireless networks; adaptable architecture of provisioning system; selecting technology for interactive web application development; objective assessment of speech and audio quality; queue length influence in RED congestion avoidance algorithm; network problems frequency detection using apriori algorithm; radio over fiber technology for wireless access; reliability and scalability of DHCP access model in broadband network; success model of information system implementation; implementation of a GSM-based remotely controlled and monitored machine system; information management to reduce uncertainty in military systems; system for remote supervision and control of power electronics devices; adapting agile practices in globally distributed large scale software development; using static code analysis tools to increase source code maintainability; first time right in AXE using one track and stream line development; collecting of content enterprise knowledge by using metadata; realizacija slozenih procesa uklju_enja kroz sustave za podrsku; problems and possible solutions in offering netphone packages service; specificities of the new complex software based services implementation at mobile operators; dijagnosticiranje i rjesavanje problema u prijenosu audio signala internet protokolom; simulation of DVB-T transmission in matlab; simulators for solving traveling salesman problem variations with various graph search methods; a survey of software quality assessment; identification of persons and business subjects in text documents based on lexical analysis and scoring system; implementation of agent tehnology in web portals for data analysis and consulting; process entropy and informational macrodynamics in a ceramic tile plant; control of single-input-single-output systems with actuator saturation; design space exploration of a multi-core JPEG; 3D optoelectronic method for the steel strip flatness measurement; voltage control of a DC/DC boost converter powered by fuel cell stack; control of a standalone DC voltage source with fuel cell stack; earth fault location in medium voltage distribution networks; review of active vibration control; active control of periodic vibrations based on synchronous averaging of residual signal; energy efficient sensor based control of a greenhouse; electric power distribution protective devices allocation with genetic algorithms; upravljanje jednostavnim procesima putem GSM uredaja; upravljanje sustavom distribucije cementa; upravljanje kvalitetom vazduha u urbano - industrijskim centrima; intelligent control system, data acquisition system and data output system; tagging multimedia stimuli with ontologies; automatic generation of part-whole hierarchies for domain ontologies using web search data; a storage algorithm for a kanerva-like memory model; managing electromagnetic field pollution using genetic algorithm; evolutionary algorithm aided design of multi-switch controller; automatic diagnosis of power transformers based on dissolved gas analysis first level of diagnosis using VAC and VEV inference methods; building an expert system module for world ocean thermocline analysis; precision static and dynamic optical measurement and 3D imaging of reflective surfaces; agent based intelligent forest fire monitoring system; false alarms reduction in forest fire video monitoring system; automatic adjustment of detection parameters in forest fire video monitoring system; vehicle following control considering relative sensor information only; hidden Markov models and convolutional neural network approaches to face recognition tasks solution; digital system of textile fibers identification; exploring string and word kernels on Croatian-English parallel corpus; memetic algorithm for grammatical inference; grapheme-to-phoneme conversion for Croatian speech synthesis; uniform modified method for handwritten text reference line detection; peer assessment system for modern learning settings; semantic metadata for e-learning content; computers in education of children with intellectual and related developmental disorders; avatars and identification in online communication; research regarding introduction of electronic information at the university of jurja dobrile in pula; employment system and needs for ICT labour in the republic of Croatia; parameters estimation according to Engels law in excel; integration of business processes modelling into education; experience with the distance learning bachelor study in the field of finance, banking and investment; combining e-material and data acquisition module to support the educational process; digital repositories and possibilities of their integration into higher education; econometric analysis of the public sector economy in SPSS and excel; integrating protein visualization in the classroom with starbiochem; using web content management systems in university e-commerce courses; computer classroom management and virtualization and visualization in education; teaching, correcting and improving your language competences by means of the internet; an application of excel and VBA in comparison of lattice based option pricing models; implementation of distance learning materials; aesthetic principle in design of distance learning material; capacity testing/planning for successful implementation of LMS/CMS; using multiple-choice tests at university level courses preparation and supporting infrastructure; conceptualisation of learning context in e-learning; how digital immigrants learned to make games for digital natives; document management and exchange system - supporting education process; development of the computer aided system for controlled strikes exercises.","","","Conference review","Final","","Scopus","2-s2.0-84897617053"
"Palazzolo J.J.; Scheunemann L.D.; Hartin J.R.","Palazzolo, Jerome J. (7003654866); Scheunemann, Larry D. (51964829700); Hartin, John R. (6602736876)","7003654866; 51964829700; 6602736876","Leakage fault detection method for axial-piston variable displacement pumps","2008","IEEE Aerospace Conference Proceedings","","","4526609","","","","20","10.1109/AERO.2008.4526609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49349087650&doi=10.1109%2fAERO.2008.4526609&partnerID=40&md5=706c3830f6ed18b3b49a787b978e5d0a","To address the lack of health monitoring for gas turbine engine accessory components, Sentient developed a promising fault estimation algorithm for axial-piston variable displacement pumps. The key to this success was the development of a physics-based nonlinear model of the system that includes three common types of fluid leakage faults. The modeling effort and simulation results provided the thorough knowledge needed to extract features from the system responses to detect the occurrence of faults. The nominal pump and the pump with a single piston replaced by three different machined pistons were tested to emulate varying stages of piston wear. The experiments demonstrated that the model was able to capture the dynamic behavior of the actual system. By considering several time and frequency domain metrics, a fault estimation method was developed that correctly identified the presence and severity of leakage faults, while using a fraction of the memory and computational resources of other model-based methods. ©2008 IEEE.","","Electric generators; Engines; Estimation; Fault detection; Feature extraction; Gas engines; Gas turbines; Health; Leakage (fluid); Pumps; Turbomachinery; Actual systems; Computational resources; Dynamic behaviors; Fault estimation; Fluid leakage; Frequency domains; Gas-turbine engines; Health monitoring; Model-based methods; Non-linear modeling; Simulation results; System responses; Variable displacement; Frequency estimation","Conference paper","Final","","Scopus","2-s2.0-49349087650"
