Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Wireless sensor networks,Sensor data,Fault prediction,Data driven,"Statistical testing (three-sigma edit test), machine learning (implied by mention of algorithms and evaluation in Python and MATLAB)","Yes: Thresholds, statistical tests, majority voting (interpretable techniques)",2,2-s2.0-85171788986
Power transformers,Sensor data,Fault prediction,Data driven,"Kalman filter, Machine learning",No,3,2-s2.0-85149905220
Mining industry,"['Sensor data', 'Machine parameters', 'Systems databases']","['Asset health monitoring', 'Maintenance KPIs']",Rules and/or logic based,"Model-based system engineering (MBSE), SysML",Yes: rules and system modeling techniques,2,2-s2.0-85129155807
Wireless Sensor Networks,Sensor data,Outlier detection,Data driven,GAN with Autoencoder,No,0,2-s2.0-85147366934
Electro-mechanical systems / Machinery,Sensor data,Fault prediction,Data driven,"Deep learning, Maximum Mean Discrepancy (MMD)",No,3,2-s2.0-85088864555
Other,Sensor data,Fault prediction,Rules and/or logic based,Memory-based technique,Yes: Memory-based technique,2,2-s2.0-85089344763
Machine tools / CNC machines,Sensor data,Remaining Useful Life,Data driven,DFS-LSTM,No,4,2-s2.0-85124797193
Industrial systems,Sensor data,Fault prediction,Hybrid,Neural network observer,No,2,2-s2.0-85173043867
Agricultural pumping systems,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,2,2-s2.0-105010589348
Electrical motor drive systems,Sensor data,Fault prediction,Hybrid,"Sensor-based analysis, MATLAB simulation",Yes: rule-based thresholds and sensor analysis,3,2-s2.0-85218178317
Commercial buildings,Time series,Fault prediction,Data driven,Gradient boosting,No,2,2-s2.0-105009248333
Manufacturing,Sensor data,Predictive maintenance,Data driven,Not specified,No,2,2-s2.0-85205249993
Industrial motors or machinery,Sensor data,Fault prediction,Rules and/or logic based,Kalman filter,Yes: Kalman filter,2,2-s2.0-85099830948
Medical devices,Sensor data,Fault prediction,Data driven,Simulation,No,2,2-s2.0-85099167066
Hydraulic systems,Sensor data,Fault prediction,Data driven,"['IndRNN', '1DLCNN']",No,2,2-s2.0-85182520420
Other,Structured data,Fault prediction,Data driven,Not specified,No,2,2-s2.0-85207038626
Other,Structured data,Outlier detection,Rules and/or logic based,"['Box plot', 'J48 algorithm']",Yes: Rules and/or logic based techniques,0,2-s2.0-85092338393
Fluid power systems / Hydraulic systems,Pressure difference data,Flow rate prediction,Data driven,"Convolution integral, system equations, Laplace transform",Yes: Analytical equations and convolution integral,4,2-s2.0-85208249468
Wireless Sensor Networks (WSNs),Sensor data,Fault prediction,Rules and/or logic based,Fuzzy logic,Yes: Fuzzy logic,2,2-s2.0-85074698776
Automotive systems / Car engine compartment,Sensor data,Fault prediction,Physics based,"Electromagnetic theory, Numerical simulations",Yes: electromagnetic theory and simulations,2,2-s2.0-85217413878
Chip manufacturing,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"Vibration spectrum analysis, frequency domain analysis",Yes: spectral features and vibration analysis,4,2-s2.0-85169901723
Medium-voltage electrical systems,Sensor data,Fault prediction,Data driven,Frequency analysis / Signal processing,Yes: signal processing and frequency analysis,3,2-s2.0-85101674641
Structural engineering / Civil engineering / Adaptive structures,Sensor data,Fault prediction,Data driven,Convolutional Neural Networks (CNN),No,2,2-s2.0-85089309467
Port infrastructure / Critical infrastructures,Sensor data,Predictive maintenance / Facility management interventions,Hybrid,"Digital twin, BIM, IoT integration",Yes: Use of BIM and digital models provides interpretability,4,2-s2.0-85122241968
Industrial equipment (general industrial systems),Sensor data,Fault prediction,Data driven,Deep residual shrinkage network (DRSN),No,4,2-s2.0-85139033173
Electric Vehicles / Automotive systems,"Signal data (measured rotor speed signals, delayed signals, back-EMF signals)",Fault prediction (sensor fault detection and isolation),Data driven,"Signal processing, comparison algorithms",Yes: Comparison-based algorithms,3,2-s2.0-85160208683
Other,Sensor data,Remaining Useful Life,Data driven,Not specified,No,2,2-s2.0-105010550285
Wireless Sensor Networks (WSN),Structured data,Path finding / Routing protocol,Rules and/or logic based,Quasi-straight line segment detection algorithm,Yes: Rules-based logic,2,2-s2.0-85130539542
Manufacturing / Industry 4.0,"['Sensor data', 'Natural language text', 'Images']",['Fault prediction'],Data driven,"Deep learning, Machine learning",No,2,2-s2.0-85190914839
Passenger cars,"['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,"['Bayesian linear regression', 'Kalman filter']",Yes: Bayesian linear regression,4,2-s2.0-85181901579
Industrial systems,Sensor data,Fault prediction,Data driven,"['Random Forest', 'LSTM']",No,4,2-s2.0-85204430388
Industrial rotating machinery,Sensor data,Fault prediction,Data driven,Bi-directional LSTM and GRU autoencoders,No,4,2-s2.0-85132443879
IoT systems,Sensor data,Anomaly detection,Data driven,,No,1,2-s2.0-85113651262
Road maintenance / Transportation infrastructure,Atmospheric data,Black ice prediction,Data driven,"['Random Forest', 'CatBoost', 'Deep Neural Networks']",No,4,2-s2.0-85212349783
Wireless Sensor Network (IoT-enabled WSNs),Sensor data,Fault prediction,Rules and/or logic based,Hierarchical rule strategy,Yes: Hierarchical rule-based,3,2-s2.0-85190516555
"Structural Health Monitoring (SHM) of civil structures (buildings, bridges, towers)",Sensor data,Fault prediction,Hybrid,"Statistical link parameter estimation, RSS feature analysis",Yes: Statistical link parameter estimation and RSS features are interpretable techniques,4,2-s2.0-85088896105
Industrial pumps / Mechanical systems,Sensor data,Fault prediction,Data driven,"Stacked Denoising Autoencoder (SDAE), RIME optimization algorithm",No,1,2-s2.0-85192535992
Bridge structural health monitoring,Sensor data,Fault prediction,Data driven,Principal component analysis,Yes: Principal component analysis,2,2-s2.0-85130632849
Railway vehicle systems,Sensor data,Fault prediction,Hybrid,"Rule-based, Data driven",Yes: Rules,3,2-s2.0-85104233279
Aerospace/aeronautics (APU in distributed control system),Sensor data,Fault prediction,Hybrid,"Distributed Kalman filter (Extended Kalman filter, DEKF)",No,3,2-s2.0-85153343757
Transportation systems,Sensor data,Predictive maintenance,Data driven,Not specified,No,2,2-s2.0-105005127324
Ship repair yards,Sensor data,Remaining Useful Life,Data driven,Principal component analysis,Yes: PCA,3,2-s2.0-85103089777
Mechanical systems / Mechanical equipment,"['Sensor data', 'Time series']",['Fault prediction'],Hybrid,"['Statistical process control (SPC)', ""Physical laws (Boussinesq's and Archard's equations)""]",Yes: Rules and physical laws,4,2-s2.0-85153070034
Industrial systems,Sensor data,Remaining Useful Life,Data driven,Predictive modeling / Data analysis (not explicitly specified),No,3,2-s2.0-85206196200
Industrial systems / Mechanical components (bearings),"Sensor data (vibration acceleration signals), Time series, Images (time-frequency domain matrix)",Remaining Useful Life,Data driven,"CWT, MRCNN, Linear regression",No,4,2-s2.0-85145802434
Manufacturing processes,Sensor data,Predictive maintenance,Hybrid,"['Neural networks', 'Reinforcement learning', 'Fuzzy logic']",Yes: Fuzzy logic,2,2-s2.0-105005128415
Industrial systems,Sensor data,Remaining Useful Life,Data driven,Fourier Graph Neural Network (FGN),No,4,2-s2.0-85219585498
Smart home networks,Sensor data,Fault prediction,Data driven,"['XGBoost', 'Firefly Optimization']",No,3,2-s2.0-85196183873
Wireless Sensor Networks (WSN),Sensor data,Fault prediction,Data driven,Modified Sandpiper Optimization Algorithm,No,2,2-s2.0-85198139138
Industrial gear systems,"['Sensor data', 'Time series']","['Remaining Useful Life', 'Fault prediction']",Data driven,"Not explicitly specified, but likely involves signal processing and machine learning approaches",No,4,2-s2.0-85151367458
Industrial robotics / Manufacturing systems,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Data driven,['Convolutional Neural Network (CNN)'],No,4,2-s2.0-85093924341
Other,Structured data,Fault prediction,Data driven,Not specified,No,0,2-s2.0-85076370288
Mining industry / Underground mining machinery,Sensor data,Road quality classification and bump detection,Data driven,"Inertial sensors analysis, motion trajectory tracking","Yes: Visualization of results, classification procedure",2,2-s2.0-85111569804
Other,Sensor data,Traffic prediction,Data driven,Machine learning,No,1,2-s2.0-105005127970
Agricultural systems,"Images, Sensor data","Fault prediction, Root cause analysis",Data driven,Machine learning algorithms (vision-based ML algorithms),No,3,2-s2.0-85175694502
Industrial systems,Sensor data,Remaining Useful Life,Data driven,LSTM with attention mechanism,Yes: input attention mechanism,4,2-s2.0-85101432831
Rotating machinery / industrial systems,Sensor data,Fault prediction,Hybrid,"Rotor dynamics equations, Reynolds equation (physics-based) combined with machine learning components",Yes: physics-based models and feature extraction,4,2-s2.0-85093894790
Hoisting systems / Mechanical systems,Vibration signals,Fault prediction / Tension state classification,Data driven,"EEMD, Correlation analysis, Permutation entropy, PSO-SVM","Yes: correlation analysis, permutation entropy",4,2-s2.0-85084085577
Aircraft maintenance / Aviation industry,"Sensor data, Time series","Fault prediction, Remaining Useful Life",Data driven,"Not explicitly specified, likely ML/AI based",No,3,2-s2.0-85159015102
Manufacturing industries,"Images, Structured data",Fault prediction,Data driven,"Deep learning neural networks, Machine learning (ML)",No,3,2-s2.0-85190921020
Mechanical systems / machinery,Sensor data,Fault prediction,Data driven,Deep Convolutional Neural Network (DCNN),No,2,2-s2.0-85105921139
Industrial rotating machinery,Vibration data,Fault prediction,Data driven,"['Linear Regression', 'Decision Tree', 'KNN Regression', 'Random Forest Regression', 'CNN', 'Naive Bayes']",No,4,2-s2.0-85179923725
Chip manufacturing,Sensor data,Fault prediction,Data driven,Probability of Detection method,Yes: graphical representation of diagnostic capabilities,3,2-s2.0-85101271261
Multi-sensor multi-vehicle systems,Sensor data,Localization accuracy / Position estimates,Hybrid,"['Covariance Intersection Filter', 'Interval Split Covariance Intersection Filter', 'Kullback–Leibler divergence-based fault detection and exclusion']",No,1,2-s2.0-85188888528
Automotive applications (specifically electric motor systems),Sensor data,Fault prediction,Hybrid,Neuro-fuzzy inference system (ANFIS),Yes: Fuzzy inference system,2,2-s2.0-85191697510
Structural health monitoring in composite materials,Sensor data,Damage detection,Data driven,Nullspace-based Fault Detection algorithm,Yes: Nullspace-based Fault Detection algorithm,2,2-s2.0-85101290572
Watershed environmental monitoring,"Sensor data, Multispectral sensors, Hyperspectral sensors, Thermal imaging sensors, LiDAR","Land degradation assessment, Erosion and salinization detection",Data driven,Remote sensing techniques,Yes: Remote sensing analysis and geospatial interpretation,1,2-s2.0-85213795104
Chip manufacturing,Sensor data,Wear progression / Wear rate prediction,Data driven,Electrostatic sensing,Yes: Surface chemistry analysis and correlation with charge maps,4,2-s2.0-85217019997
Ships / Maritime systems,Sensor data,Fault prediction,Data driven,"CNN, RNN",No,4,2-s2.0-85092407183
Composite materials and structural health monitoring,['Sensor data'],['Fault prediction'],Data driven,Not explicitly specified,No,2,2-s2.0-85203208949
Industrial systems or nonlinear system fault diagnosis,Sensor data,Fault prediction,Data driven,"['KPCA', 'Contribution graph', 'SPE', 'T2 statistics']",Yes: Contribution graph,2,2-s2.0-85095770423
"Industrial rotating machinery (bearings, rotating machines)",Sensor data,Fault prediction,Data driven,"Vibration analysis, correlation analysis",Yes: correlation analysis,4,2-s2.0-85160683459
Street lighting systems in semi-urban areas,Sensor data,Fault prediction,Data driven,"Fault detection algorithms (implied), possibly threshold-based or machine learning-based detection",Yes: rule-based or threshold-based detection,4,2-s2.0-85165535940
Smart Home / Smart Building,Sensor data,"None explicitly specified (energy monitoring, control, efficiency, predictive automation)",Rules and/or logic based,"Energy management algorithms, adaptive control strategies",Yes: rules and control logic,2,2-s2.0-85137338543
Bridge structural health monitoring,Sensor data,Structural health status / Maintenance decision support,Data driven,Predictive data analytics,No,2,2-s2.0-85178027847
Built environment / City infrastructure,"Sensor data, Images, Structured data, Time series","Fault prediction, Remaining Useful Life","Data driven, Hybrid","Image recognition, AI, Data analytics",Yes: Explainable AI/Image recognition techniques,3,2-s2.0-85122241936
Medical IoT embedded systems,Structured data,Fault prediction,Rules and/or logic based,Error-detecting codes (CRC),Yes: Error-detecting code techniques,2,2-s2.0-85112556126
Electrical motor drive systems for electric vehicles,Sensor data,"Fault prediction, Remaining Useful Life, Root cause analysis",Data driven,Extended Kalman filter,Yes: Extended Kalman filter,0,2-s2.0-85101049023
Industrial systems,Sensor data,Fault prediction,Data driven,"Signal processing operations (filtering, Fourier transform, wavelet analysis, spectral analysis)",Yes: Signal processing techniques are inherently interpretable,4,2-s2.0-105006731604
Industrial gearboxes / Mechanical systems,"Sensor data, Time series, Images","Fault prediction, Root cause analysis",Data driven,"Spectral analysis, Feature extraction, Spectrum analysis","Yes: Spectral analysis, Frequency features",3,2-s2.0-85180552282
"Industrial systems (implied data center or manufacturing context based on sensor and strain data, but not explicitly specified)",Sensor data,Remaining Useful Life,Data driven,"Deep learning, Self-supervised learning",No,3,2-s2.0-85146968642
Structural health monitoring in engineering systems,Sensor data,Fault prediction,Data driven,"Principal Component Analysis (PCA), Sensitive PCA (SPCA)",Yes: PCA and SPCA are interpretable techniques,1,2-s2.0-85132392228
Chip manufacturing,Structured data,Fault prediction,Data driven,Not explicitly specified in the abstract,No,3,2-s2.0-85184760266
Transportation Infrastructure,Sensor data,Fault prediction,Data driven,,No,2,2-s2.0-85101270033
Railway vehicles,Sensor data,Fault prediction,Data driven,"Stochastic methods, Monte Carlo simulations",Yes: model-based stochastic methods,2,2-s2.0-86000215681
Rotating machinery / Mechanical systems (specifically oil wear particle monitoring in rotating machinery),"['Images', 'Sensor data']","['Fault prediction', 'Remaining Useful Life']",Data driven,"Image enhancement techniques (Multi-scale Retinex, CLAHE), sensor analysis",Yes: Interpretable image processing techniques,4,2-s2.0-105002872094
Vehicle systems / Automotive systems,Sensor data,Fault prediction,Data driven,"Unknown; likely observer-based methods (e.g., Adaptive Unknown Input Observer)",Yes: Observer-based estimation,1,2-s2.0-85218209306
Agricultural systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,Machine learning algorithms,No,2,2-s2.0-85186485444
Wireless Sensor Networks in Environmental Monitoring,"['Sensor data', 'Unstructured data']",['Fault prediction'],Rules and/or logic based,"Majority voting algorithm, multi-objective weighted sum method","Yes: Rules-based algorithms (majority voting, weighted sums)",1,2-s2.0-85078291674
Industrial systems,"['Sensor data', 'Time series', 'Images']","['Fault prediction', 'Root cause analysis']",Data driven,"['Neural networks', 'Deep learning']",No,4,2-s2.0-85192319211
Street lighting systems / Smart city infrastructure,Sensor data,Fault prediction,Data driven,"Wireless sensor monitoring, encryption protocols, ambient sensors",No,1,2-s2.0-85148633413
Internet of Things (IoT) systems,"['Sensor data', 'Unstructured data']",['Fault prediction'],Hybrid,"['Fuzzy logic', 'Fuzzy inference systems']",Yes: Fuzzy logic,2,2-s2.0-85100157115
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"VMD, MCKD, sparse autoencoder, Random Forest",No,2,2-s2.0-85137720355
3D printing,Images,Fault prediction,Data driven,Microwave surface mapping,Yes: surface mapping interpretation,1,2-s2.0-85195381149
Roadway maintenance / Transportation infrastructure,"Sensor data, Real-time data",Deterioration prediction / Maintenance planning,Data driven,Machine learning algorithms,No,2,2-s2.0-105005128214
Hydraulic systems / Mechanical equipment,Sensor data,Fault prediction,Data driven,"Sensor signal analysis, probably based on multi-parameter signal processing (specific techniques not explicitly mentioned)",Yes: interpretable sensor signals and parameters,3,2-s2.0-85129558210
Mobile machinery / Vehicles,Sensor data,Remaining Useful Life,Data driven,Durability engineering-based processing,Yes: Rules and/or logic based,4,2-s2.0-85134772076
"Wireless Sensor Networks (WSN) in general, with application focus on fault diagnosis and network longevity",Sensor data,Fault prediction,Hybrid,"Optimization algorithms (Emperor Penguin Optimization, Flower Pollination Algorithm)",No,2,2-s2.0-85112748777
Industrial automation / Industry 4.0,Structured data,"Diagnostics, Asset information (e.g., maintenance information, asset process data)",Hybrid,"Standards-based/modeling (Asset Administration Shell, WoT TD)",Yes: Interpretability through standards and structured descriptions,1,2-s2.0-85174848302
Mobile robots,Sensor data,Fault prediction,Rules and/or logic based,"Residual diagnosis, sensor data fusion, filters (EKF, SVSF, ASVSF)",Yes: Residual diagnosis and fusion-based approaches are inherently interpretable,1,2-s2.0-85108114035
Automotive systems,Sensor data,Fault prediction,Knowledge based,"['Rule extraction with Weka', 'Neural networks (self-organizing neural network)', 'Parzen window']",Yes: Rule-based extraction,2,2-s2.0-85133097834
Structural health monitoring / Mechanical systems,Vibration data,Fault prediction / Damage detection,Physics based,Finite element method,Yes: Physical principles and finite element model,2,2-s2.0-85131013616
Urban tunnel infrastructure / Tunnel electromechanical equipment (TEE),"Structured data, Knowledge base, Rules","Fault prediction, TEE state prediction",Hybrid,"Rule-based reasoning, Knowledge-driven inference",Yes: rules and knowledge-based reasoning,4,2-s2.0-85165532979
Rail systems / Transportation infrastructure,Sensor data,Fault prediction,Data driven,"OTDR analysis, simulation techniques","Yes: pseudo code, simulation approach",3,2-s2.0-85124512109
Water Supply System,Sensor data,Fault prediction,Rules and/or logic based,Residual analysis / Data comparison,Yes: Residual analysis,4,2-s2.0-85210650406
Industrial equipment/Industrial sector,"Sensor data, Equipment logs",Remaining Useful Life,Data driven,Machine learning algorithms (not specified in detail),Yes: scalable and explainable AI solutions,4,2-s2.0-85204459328
Automotive systems,"Sensor data, Natural language text","Remaining Useful Life, Fault prediction",Data driven,"Sensor fusion, Longitudinal dynamics modeling",Yes: rules and physics-based models,2,2-s2.0-85196378424
Other,Unstructured data,Data transmission performance evaluation,Other,"Digital signal processing, Coherent detection, Modulation techniques",No,0,2-s2.0-85074524642
Smart factories,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,"Machine learning, Deep learning",No,2,2-s2.0-85101750576
Wireless Sensor Networks,Sensor data,Fault prediction,Rules and/or logic based,Fuzzy logic,Yes: Fuzzy logic,2,2-s2.0-85120360768
Advanced manufacturing,"['Sensor data', 'Time series', 'Structured data']","['Operational insights', 'Process optimization']",Data driven,,No,2,2-s2.0-85102159812
Microgrids,Sensor data,Fault prediction,Data driven,Deep learning (Autoencoder),No,3,2-s2.0-85169910965
Other,Structured data,Fault prediction,Rules and/or logic based,"Observer-based methods (PIO, reduced-order observer, adaptive observer, UIO)",Yes: Observer-based residual analysis,1,2-s2.0-85093831648
Industrial machinery / General industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Graph Neural Networks (GNNs), Graph Attention Model (GAT)",Yes: Graph Attention Model (GAT),4,2-s2.0-105007694753
"Industrial systems with hybrid dynamics, possibly power electronics or industrial automation systems involving switched linear systems",Structured data,Fault prediction,Rules and/or logic based,"Hybrid observer modules, Luenberger observer",Yes: Interpretable rules and observer-based methods,2,2-s2.0-85106821337
Healthcare,"['Sensor data', 'Time series', 'Unstructured data']",['Fault prediction'],Data driven,"['AI', 'Machine Learning']",No,3,2-s2.0-105003981815
Sensor modeling and signal processing,Sensor data,Fault prediction,Data driven,Polynomial approximation (implied by Weierstrass Theorem),Yes: Polynomial approximation,0,2-s2.0-85143758622
Robotic Agricultural Vehicles,"Sensors, IoT data, simulation data","Fault prediction, equipment defects and failures",Model-based,"Digital twins, Petri nets","Yes: Formal description, Petri nets",3,2-s2.0-85127844026
Residential buildings,Inspection protocols and technical condition inspections,Proactive maintenance strategies,Knowledge based,Case-based reasoning (CBR),Yes: Case-based reasoning,2,2-s2.0-85211764574
Aerospace systems,Sensor data,Fault prediction,Rules and/or logic based,Kalman filter,Yes: Reconfigurable Kalman filter,0,2-s2.0-105006820521
Urban road infrastructure,"Sensor data, Images",Fault prediction,Data driven,Deep learning,No,2,2-s2.0-85215100350
Pharmaceutical facilities,"['Natural language text', 'Structured data', 'Unstructured data', 'Sensor data']",['Predictive maintenance'],Data driven,Not explicitly specified,No,2,2-s2.0-105005678083
Industrial systems / Maintenance in legacy industrial environments,Sensor data,Fault prediction,Data driven,Not specified explicitly,No,2,2-s2.0-85152012832
Commercial buildings,Sensor data,Fault prediction,Hybrid,"AI, Digital Twin, BIM",No,4,2-s2.0-105000062122
Vehicle-to-Everything (V2X) networks,Structured data,Performance estimation,Data driven,"Deep learning, M-estimator loss functions",No,0,2-s2.0-85119936389
Industrial systems / Sensors and electronics for fault detection and anomaly detection,Sensor data,Fault prediction,Hybrid,"Self-X electronics with adaptive electronics, signal processing, and algorithms (possibly involving AI algorithms like artificial immune system, but not explicitly specified as ML or deep learning techniques)",Yes: Interpretable signal processing and self-monitoring mechanisms,2,2-s2.0-85169501413
Other,Sensor data,Fault prediction,Hybrid,LQR,Yes: LQR,1,2-s2.0-85205036019
Satellite power systems,Sensor data,Fault prediction,Data driven,"['Deep autoencoders', 'Random Forest', 'Classifier chain']",No,3,2-s2.0-85150463646
Commercial vehicles / Transportation systems (specifically metro vehicles),Sensor data,Fault prediction,Data driven,"['CNN', 'LSTM', 'CNN-LSTM hybrid']",No,4,2-s2.0-85189546849
Other,Sensor data,System identification / Dynamic models,Data driven,Data-driven algorithm (specific techniques not explicitly mentioned),No,2,2-s2.0-105006827833
Wind turbines / Renewable energy systems,"Sensor data, Time series",Remaining Useful Life,Data driven,PI-LSTM,No,2,2-s2.0-85139799023
Wind power industry,Sensor data,Remaining Useful Life,Hybrid,"['Principal Component Analysis (PCA)', 'Arrhenius Equation', 'Maximum Likelihood Estimation (MLE)', 'Bayesian analysis']","Yes: PCA, Arrhenius Equation, Bayesian analysis",4,2-s2.0-85167904413
Pulp and Paper industry,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,4,2-s2.0-85175824595
Industrial systems / Manufacturing environments,Sensor data,Data quality assessment / Informed decision-making,Data driven,Not specified,Yes: Use of metrics and systematic methodology for interpretation,2,2-s2.0-105003579791
Other,Sensor data,Fault prediction,Data driven,Machine learning,No,0,2-s2.0-85187399216
Energy sector / Power systems,"Sensor data, Big data","Forecasting / Predictions (e.g., load demand, generation, security, maintenance scheduling)",Data driven,"Machine learning, Deep learning, Particle swarm optimization",No,2,2-s2.0-85166982682
Manufacturing / Industrial processes,Time series,Fault prediction,Data driven,Active Learning,No,2,2-s2.0-85197336679
District heating systems,Structured data,Fault prediction,Data driven,Kalman filter,Yes: Kalman filter,4,2-s2.0-105007559114
Photovoltaic (PV) solar energy systems,"Sensor data, Images, Time series","Fault prediction, Power output optimization, Topology reconfiguration",Data driven,"Neural networks, Kernel regression",No,4,2-s2.0-85096183706
"Industrial products with high post-use residual value (e.g., remanufacturing, refurbishment, repair, reuse processes)","['Sensor data', 'IoT data']","['Remaining Useful Life', 'Predictive maintenance']",Data driven,AI/Analytics (implies use of machine learning or statistical analysis),"Yes: decision support, insights for stakeholders",4,2-s2.0-85193869468
Power plants,Sensor data,Fault prediction,Data driven,Fault detection and isolation (FDI),No,1,2-s2.0-85165139988
Manufacturing,['Sensor data'],"['Remaining Useful Life', 'Fault prediction', 'Root cause analysis']",Data driven,"['AI', 'Big data analytics']",No,2,2-s2.0-85146244237
Power systems,Sensor data,Fault prediction,Hybrid,Stochastic hybrid system (SHS),Yes: Model-based approach,3,2-s2.0-85193904752
Commercial buildings,Sensor data,Fault prediction,Rules and/or logic based,"Fuzzy logic reasoning, fuzzy set theory","Yes: Fuzzy logic reasoning, fuzzy set theory",3,2-s2.0-85103516268
Photovoltaic systems,Sensor data,Remaining Useful Life,Hybrid,None specified,No,3,2-s2.0-105001174907
Manufacturing facilities (specifically high-precision machine manufacturing),"Sensor data, Time series, Structured data",Fault prediction,Data driven,"System identification, Peak detection, ANN classifier","Yes: Peak detection, mathematical model interpretation",2,2-s2.0-85163632080
Unmanned Aerial Vehicles (UAVs),Sensor data,Fault prediction,Hybrid,"Kalman filter, Chi-square test",Yes: Chi-square distribution and Kalman filter-based fault detection provide interpretability,2,2-s2.0-105007029640
Steel manufacturing / Hot rolling mill process,"Sensor data, Time series",Fault prediction,Data driven,"['Recursive GMM', 'KPCA']",No,3,2-s2.0-85113713377
Industrial systems,"Sensor data, Time series, Big data analytics",Predictive maintenance,Data driven,,No,3,2-s2.0-105003641833
Unmanned Aerial Systems (UAS) / Aircraft systems,Sensor data,Dynamic models / System identification,Data driven,SINDy,Yes: sparse identification,0,2-s2.0-105006800349
Power systems,Sensor data,Fault prediction,Hybrid,Fuzzy Inference System,Yes: Fuzzy Inference System,2,2-s2.0-85131056191
Robotics / Autonomous Systems,['Sensor data'],['Fault prediction'],Hybrid,"['Information theory', 'Multi-Layer Perceptron (MLP)']","Yes: information theory-based indicators are interpretable, and MLP can be made interpretable with techniques like feature importance",2,2-s2.0-85162220177
Complex engineering systems,Sensor data,Remaining Useful Life,Data driven,LSTM,No,4,2-s2.0-85143539790
Industrial systems involving rotating machinery,Sensor data,Fault prediction,Data driven,Signal processing and RMS voltage tracking,Yes: RMS voltage and sound wave analysis,3,2-s2.0-85160405589
Commercial buildings,Sensor data,Fault prediction,Data driven,"Not explicitly specified, likely statistical or ML-based methods",No,3,2-s2.0-85188421828
Microgrid systems,Sensor data,Fault prediction,Data driven,Simulation in MATLAB/Simulink,No,1,2-s2.0-85146047449
Other,Sensor data,Fault prediction,Data driven,Not specified,No,1,2-s2.0-86000263404
Energy sector / Power systems,"Big data, sensor data, IoT data, time series, structured data","Load demand prediction, generation forecasting, maintenance scheduling, security analysis",Hybrid,"Particle swarm optimization, probabilistic forecasting, ML and DL algorithms",No,2,2-s2.0-85174811007
Industrial systems,"Sensor data, Oil sample data","Fault prediction, Remaining Useful Life",Data driven,"Machine Learning (implied), Tribotechnical analysis",No,2,2-s2.0-85146915413
Oil and gas industry,Sensor data,Fault prediction,Data driven,"['SVM', 'MLP']",No,4,2-s2.0-85086374304
Healthcare systems,"Sensor data, Data analytics platforms, Medical sensors, Wearables","Predictive maintenance, Real-time insights",Data driven,"Data analytics, Sensor data analysis",Yes: Data analytics and insights explanation,2,2-s2.0-85207905658
HVAC systems,Sensor data,Fault prediction,Physics based,Parameter model,Yes: physics based model,4,2-s2.0-85086631698
Buildings,"['Sensor data', 'Images']",['Fault prediction'],Data driven,"['Machine learning', 'Computer vision']",No,4,2-s2.0-105008756635
Wastewater treatment plants,"Sensor data, Time series","Operational status, Predictive model",Data driven,Big data analytics methods (unspecified),No,2,2-s2.0-85119188960
Electric power distribution systems,Sensor data,Fault prediction,Data driven,Simulation and signal analysis,Yes: Signal analysis and ratio coefficient method,3,2-s2.0-85191604921
Photovoltaic power plant,"Sensor data, Time series",Fault prediction,Data driven,"Data analysis with MQTT, Node-RED, time series databases",No,4,2-s2.0-85144858556
Gas Insulated Switchgear (GIS),Sensor data,Remaining Useful Life,Data driven,Tree-based regression model,Yes: Tree-based model,4,2-s2.0-85139932314
"Manufacturing, Logistics, SME sector",Structured data,Operational performance / Maintenance-related metrics,Data driven,"['XGBoost', 'Random Forest', 'Recursive Feature Elimination', 'Quantile regression']",No,2,2-s2.0-85217737946
Satellite power systems,"Sensor data, Time series, Frequency domain data",Fault prediction,Data driven,"Convolutional Neural Network (CNN), Stockwell transform (S-transform)",No,2,2-s2.0-85092096063
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,SVM,No,1,2-s2.0-85104641062
Linear guides systems in industrial machinery,"Sensor data, Time series",Load estimation,Data driven,Extended Kalman Filter (EKF),Yes: Extended Kalman Filter (EKF),4,2-s2.0-85120729816
Renewable energy systems - PV solar power facilities,"['Sensor data', 'Time series', 'Structured data']",['Fault prediction'],Hybrid,"Power estimation, sensor placement optimization",Yes: rule-based thresholds and sensor deployment strategies,4,2-s2.0-85200763083
Chip manufacturing,Sensor data,Fault prediction,Data driven,,Yes: rule-based evaluation and data analysis,2,2-s2.0-85143349484
Manufacturing,Sensor data,Remaining Useful Life,Data driven,Not specified,No,3,2-s2.0-105006831509
Smart cities,Sensor data,Predictive maintenance,Data driven,TinyML,No,3,2-s2.0-85199186408
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"CNN, BiLSTM, Attention Mechanism",No,4,2-s2.0-85141697045
Humanoid robotics / Manufacturing in Industry 4.0,Sensor data,Fault prediction,Data driven,LSTM,No,4,2-s2.0-85218854274
