Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
"District heating networks (a type of industrial piping or energy infrastructure, related to energy systems in industrial or utility settings)",Sensor data,Soft sensing variables / State estimation,Hybrid,"Graph Neural Networks (GNNs), Physics-enhanced GNNs",No,4.0,2-s2.0-85200821609
Industrial manufacturing systems,Time series,Remaining Useful Life,Data driven,"['LASSO', 'Neural Architecture Search']",Yes: LASSO,4.0,2-s2.0-85149384350
Autonomous Vehicle Localization,Sensor data,Positioning and Orientation Estimation,Hybrid,Sensor fusion with geometric and logic-based modules,Yes: Logic judgment module,1.0,2-s2.0-105002457458
Electrical connectors in IoT systems,"Accelerated degradation testing data, Stress relaxation data","Lifetime estimation, Fault diagnosis, Prognosis",Data driven,"Metropolis-Hastings algorithm, Mixed stochastic processes, Wiener processes",No,3.0,2-s2.0-85200211556
Greenhouse environment control,Sensor data,Environmental parameters monitoring and control,Data driven,Artificial Neural Network (ANN),No,1.0,2-s2.0-85135767163
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Transformer, Temporal Convolutional Network (TCN)",No,4.0,2-s2.0-85188459865
Industrial electric motors,Sensor data,None specified (energy harvesting system for powering sensors),Other,"Energy management techniques, circuit optimization",No,1.0,2-s2.0-85172422088
Maritime / Shipping / Maritime Industry,Sensor data,Fault prediction / Preemptive maintenance,Data driven,Not specified,No,2.0,2-s2.0-85089671793
Power converters / electrical systems,['Sensor data'],['Fault prediction'],Data driven,['Sliding mode observer (SMO)'],Yes: Residual-based fault detection,2.0,2-s2.0-85144746010
Industrial systems (specifically IIoT and engine maintenance),Sensor data,Remaining Useful Life,Data driven,"Optimization heuristic (polynomial-time heuristic, ILP approximation)",Yes: heuristic and approximation schemes are interpretable,2.0,2-s2.0-85100825753
Electrical power grid systems / Distribution networks,"Sensor data, Structured data","Fault prediction, Root cause analysis",Data driven,"Graph signal sampling, Graph theory-based algorithms",Yes: Graph community detection and sampling strategies are interpretable,1.0,2-s2.0-85074818673
Wireless sensor networks,"Pulse-based communication data, potentially timing information","Synchronization of nodes, malicious node detection",Rules and/or logic based,"MSR algorithms, consensus algorithms",Yes: rules-based detection and consensus mechanisms,2.0,2-s2.0-85208515843
Manufacturing and production industries,Sensor data,Remaining Useful Life,Data driven,Not specified,No,3.0,2-s2.0-85084926402
Power electronics / Semiconductor devices (specifically SiC MOSFETs in power systems),Sensor data,Fault prediction,Data driven,"Cosine similarity, waveform analysis",Yes: Waveform similarity and parameters like meacosk and stdcosk are interpretable metrics,4.0,2-s2.0-85211994359
Medical devices / T1D management,Sensor data,Fault prediction,Data driven,"['Isolation Forest', 'Histogram-based Outlier Score']",Yes: Rule-based anomaly detection techniques,2.0,2-s2.0-85204705969
Electrical systems / Motor systems,Sensor data,Fault prediction,Data driven,"['Attention mechanism', 'BiLSTM']",No,2.0,2-s2.0-105004947503
Chip manufacturing,Sensor data,Fault prediction,Data driven,Discrete Fourier Transform (DFT),Yes: Look-up table based method,2.0,2-s2.0-85112614726
Chip manufacturing,Sensor data,Remaining Useful Life,Deep learning,Multihead neural network,No,4.0,2-s2.0-85183939814
Industrial Internet of Things (IIoT) systems,Structured data,Fault prediction,Knowledge based,"Ontologies, deductive/inductive reasoning","Yes: Ontologies, high-level reasoning",2.0,2-s2.0-85127488821
Industrial IoT,Sensor data,Not specified (privacy preservation scheme),Other,Homomorphic encryption,Yes: Homomorphic encryption (interpretable encryption scheme),1.0,2-s2.0-85103266755
Chip manufacturing,Structured data,Fault prediction,Data driven,Fault feature recognition,Yes: Fault feature recognition,2.0,2-s2.0-85216070468
Health monitoring,"Sensor data, Time series",Fault prediction,Data driven,Markov chain,Yes: change point detection and RMSE-based analysis,2.0,2-s2.0-85099731715
Wireless sensor networks (WSNs) in IoT applications,Sensor data,Fault prediction,Data driven,Deep reinforcement learning,No,1.0,2-s2.0-85124846230
Industrial manufacture,"Sensor data, Time series",Remaining Useful Life,Data driven,"Temporal Convolutional Network, Attention mechanism",No,4.0,2-s2.0-85107518454
Industrial systems (specifically beam pumping units in oil extraction processes),Sensor data (acceleration data),Fault prediction,Hybrid,"Physical model-based denoising, self-checking period estimation, edge intelligence","Yes: physical model, rule-based methods",4.0,2-s2.0-85123275143
Wireless Sensor Networks,Structured data,Fault prediction,Data driven,Not explicitly specified,No,0.0,2-s2.0-85141546463
Industrial Internet of Things (IIoT) devices in manufacturing,Sensor data,Remaining Useful Life,Data driven,Ensemble learning with deep learning models,No,4.0,2-s2.0-85110914645
Mechanical systems / Aeroengine components,Sensor data,Fault prediction,Data driven,1D-CNN,No,3.0,2-s2.0-85136366947
Chip manufacturing,Sensor data,Fault prediction,Data driven,Relevance vector machine,Yes: Relevance vector machine,4.0,2-s2.0-85121377198
Chip manufacturing,Sensor data,Fault prediction,Data driven,Adaptive thresholds and normalized diagnostic variables,Yes: adaptive thresholds and normalized variables,4.0,2-s2.0-85086143278
"Industrial processes (e.g., wind farm, industrial simulation process)",Sensor data,Fault prediction,Data driven,Spatiotemporal graph convolutional network (GCN),No,4.0,2-s2.0-85207293070
Rotating machinery / Mechanical systems (specifically rolling bearings),"Sensor data, Time series",Fault prediction,Hybrid,"Quadratic Neural Network (QNN), Bi-LSTM","Yes: visualization of convolutional kernel response map, Qttention mapping, hidden states",4.0,2-s2.0-85188447679
Industrial systems / Industry 4.0,Structured data,Fault prediction,Other,"Federated learning, Blockchain",No,3.0,2-s2.0-85141626824
Industrial Internet of Things (IIoT) systems,Sensor data,Fault prediction,Data driven,"['Temporal convolutional network (TCN)', 'Adversarial training']",No,3.0,2-s2.0-85142825366
Internet of Things,Structured data,Fault prediction,Other,"Blockchain, Smart Contracts",Yes: Blockchain and smart contract mechanisms are inherently interpretable and transparent,1.0,2-s2.0-85217793783
IoT systems,Sensor data,Anomaly detection,Data driven,"Bayesian signal processing, ML-MAP, Graph Signal Processing (GSP)",Yes: Bayesian approaches and graph-based models can be interpreted to some extent,2.0,2-s2.0-105007604795
Industrial equipment / machinery,Sensor data,Fault prediction,Data driven,"Adversarial domain-invariant learning, transfer learning",No,4.0,2-s2.0-85197567048
Other,Structured data,Model compression / performance enhancement (not specifically a typical predictive maintenance output),Data driven,"['Graph neural network distillation', 'Fractal feature extraction']",No,0.0,2-s2.0-85218743515
Network Function Virtualization (NFV) in IoT environments,Unstructured data,Fault prediction,Data driven,Not specified,No,2.0,2-s2.0-85184803288
Aircraft engines / Aeronautics,"Sensor data, Time series",Remaining Useful Life,Data driven,"Residual network (ResNet), Multi-head attention (MHA), Bi-directional LSTM (BiLSTM)",No,4.0,2-s2.0-105005169896
Carbon Capture and Storage (CCS) systems,Sensor data,Fault prediction,Hybrid,"Particle filter, Kernel density estimation",Yes: KDE-based fault detection and isolation,3.0,2-s2.0-105005193744
Small devices / IoT devices (batteries),"Utilization data, capacity measurements, usage data","Remaining Useful Life, Fault prediction",Data driven,Machine learning (unspecified in abstract),No,4.0,2-s2.0-85199052419
Photovoltaic energy systems,Sensor data,Fault prediction,Rules and/or logic based,"Linear equations solving, switch-based bypass logic",Yes: Interpretable rules and logic,3.0,2-s2.0-85217484563
Chip manufacturing,Structured data,Fault prediction,Rules and/or logic based,Signal analysis and filtering,Yes: Signal filtering and frequency estimation,2.0,2-s2.0-85131717240
Industrial machinery/Systems,Sensor data,Fault prediction,Data driven,"LC resonance detection, signal waveform analysis",Yes: waveform analysis and sensitivity measurements,2.0,2-s2.0-85210290463
Automated vehicles,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,2.0,2-s2.0-85147395303
Prosthesis control systems / Human-robot interaction in assistive devices,Sensor data,Fault prediction,Data driven,"One-Class SVM, Mahalanobis Distance",Yes: Mahalanobis Distance,3.0,2-s2.0-85133795882
Natural gas pipelines,Sensor data,Fault prediction,Physics based,Ensemble Kalman Filters (EnKFs),Yes: State consistency and adaptive thresholding are interpretable techniques,2.0,2-s2.0-85181580079
Superconducting levitator in maglev trains,Sensor data,Critical liquid nitrogen content detection,Data driven,Kalman filter,No,2.0,2-s2.0-105002734962
Industrial machinery/rotating equipment,Sensor data,Remaining Useful Life,Data driven,"['Graph Neural Networks (GNN)', 'Temporal Convolutional Networks (TCN)']",No,4.0,2-s2.0-85211504266
Electrical distribution grids,Sensor data,Fault prediction,Data driven,,No,2.0,2-s2.0-85185228764
Electrical systems / Microgrid systems,Sensor data,Fault prediction / Diagnostics,Physics based,Mathematical relationships / Signal processing,Yes: Mathematical relationships / Signal processing,3.0,2-s2.0-85205407442
Manufacturing equipment,['Sensor data'],['Remaining Useful Life'],Hybrid,"['K-nearest neighbor (KNN)', 'Graph Kolmogorov-Arnold network (GKAN)', 'Stochastic degradation model']","Yes: rule-based components (e.g., KNN, stochastic model) and interpretability of degradation indices",4.0,2-s2.0-105007296872
Industrial systems/equipment monitoring,Sensor data,Fault prediction,Data driven,"Not explicitly specified, but likely sensor-based or signal analysis methods",No,4.0,2-s2.0-85213706481
Industrial sensors / IMU systems,Time series,Fault prediction,Data driven,"['CNN', 'Transformer']",No,2.0,2-s2.0-105002570244
Trains / Railway systems,Sensor data,Fault prediction / Tightness state recognition,Data driven,Deep convolutional neural networks (DCNNs),No,4.0,2-s2.0-105004671089
"Industrial systems with bearings, likely in manufacturing or motor systems",Unstructured data (voiceprint data),Fault prediction,Data driven,"Attention mechanism, feature extraction, classifier (specific algorithms not specified)",No,2.0,2-s2.0-86000786759
Manufacturing environments,Time series,Remaining Useful Life,Data driven,"Deep learning (DL), including MLPs, recurrent models, Transformer-based models, TCNs",No,4.0,2-s2.0-85215251721
Power systems,Structured data,Fault prediction,Knowledge based,Multiple-model filtering (MMF),Yes: rule-based/knowledge-based methods,1.0,2-s2.0-85124145044
Aerospace / Aero-propulsion systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"['Graph Neural Network', 'Multiscale CNN', 'Attention Mechanisms', 'BiGRU']",No,3.0,2-s2.0-105003008668
Industrial power systems,"Sensor data, Time series","Fault prediction, Root cause analysis",Hybrid,Deep neural network (DNN),No,2.0,2-s2.0-85163419248
Marine engines,Sensor data,Performance prediction,Data driven,"Temporal Convolutional Network (TCN), attention mechanisms",No,4.0,2-s2.0-105003927203
Rotating machinery / Industrial systems,"Sound, Vibration data",Fault prediction,Data driven,Deep learning (PyTorch),No,4.0,2-s2.0-85195391053
Industrial processes,Sensor data,Soft sensing / Process data quality improvement,Data driven,"['Deep Koopman Kalman Filter', 'Kalman Filter', 'Koopman operator']",Yes: Kalman filtering,4.0,2-s2.0-105001280448
Electrical wiring systems,Structured data,Fault prediction,Data driven,"Code correlation analysis, Signal processing techniques",Yes: Interpretable signal analysis techniques,1.0,2-s2.0-105009747307
Industrial gases and sensor systems,Sensor data,Fault prediction,Data driven,"['Kalman filtering', 'Particle swarm optimization', 'Artificial Neural Network (ANN)']",No,3.0,2-s2.0-85210390767
Commercial aviation / Aero propulsion systems,"Sensor data, Handcrafted features",Remaining Useful Life,Hybrid,"CNN, BiLSTM, Attention mechanism",Yes: Attention mechanism,4.0,2-s2.0-85165385686
Urban air quality monitoring,Sensor data,Fault prediction,Rules and/or logic based,"Dempster-Shafer inference, evidence theory",Yes: evidence theory,2.0,2-s2.0-105008022131
Industrial systems / Mechanical fault diagnostics,Sensor data,Fault prediction,Data driven,"CNN, entropy fusion, dilated convolution, attention mechanisms",Yes: entropy-driven feature learning and attention mechanisms,4.0,2-s2.0-105007986760
Chip manufacturing,Sensor data,Fault prediction,Data driven,Koopman operators,Yes: Koopman-based models are interpretable and provide insights into system dynamics,4.0,2-s2.0-105005867948
Turbomachinery,"['Sensor data', 'Images']",['Fault prediction'],Hybrid,"['Domain-adversarial neural network (DANN)', 'CNN']",No,4.0,2-s2.0-85178067123
Gas sensing systems in industrial equipment,Unstructured data,Fault prediction,Data driven,"Computational chemistry simulations, electronic structure analysis",Yes: thermodynamic and electronic property analysis,2.0,2-s2.0-85207145745
Power systems,Waveforms,"Fault prediction, Condition monitoring",Data driven,Not specified,No,0.0,2-s2.0-85169550130
"Networked systems (e.g., fuel, petrochemical, and water supply systems)","Sensor data, Time series",Fault prediction,Data driven,Graph Transformer Network,No,4.0,2-s2.0-85181562548
Electrical power systems,Sensor data,Fault prediction,Data driven,Least-squares method (LSM),Yes: Least-squares method (LSM),4.0,2-s2.0-105007626769
Autonomous vehicles / Intelligent transportation systems,Sensor data,Anomaly detection,Data driven,"GAN, Autoencoder",No,2.0,2-s2.0-85187282040
Navigation systems / Inertial navigation,Sensor data,Fault prediction,Data driven,"Kalman Filter, Differential Evolution",Yes: Kalman Filter and fault detection logic are interpretable techniques,1.0,2-s2.0-105001069069
Industrial systems,Sensor data,Fault prediction,Data driven,"CNN, Self-attention mechanisms, Inception modules, Squeeze-and-Excitation networks",No,4.0,2-s2.0-105000152581
Multiagent Systems,Sensor data,Fault prediction,Data driven,RBF neural networks,No,1.0,2-s2.0-85194868937
Healthcare / Medical devices,Sensor data,Fault prediction,Data driven,Distributed machine learning,No,2.0,2-s2.0-86000435667
"Industrial systems with rotating equipment or machinery, such as bearings","Sensor data, Time series",Remaining Useful Life,Data driven,"Quantile regression, Deep neural networks, t-SNE",Yes: Quantile regression,2.0,2-s2.0-85202348604
Sensor faults in IoT systems for solar insecticidal lamps,Sensor data,Fault prediction,Data driven,Separable 1D CNN with attention mechanism,No,1.0,2-s2.0-85131341680
"Automotive systems / Robotics (related to SLAM, odometry, and sensor datasets in vehicles)","Sensor data, Time series","Part of a dataset description (not explicitly a predictive maintenance output), but if interpreted in the context of predictive maintenance in automotive systems, it might relate indirectly to system health or odometry accuracy",Other,Not specified,No,1.0,2-s2.0-85168741695
Industrial systems,"Sensor data, Time series",Fault prediction,Data driven,"Fusion of multisensor data, adaptive feature complementation",No,3.0,2-s2.0-85192137745
IoT sensor networks in industrial or critical infrastructure,Sensor data,Fault prediction,Knowledge based,"Data-driven feature extraction, anomaly detection",Yes: rule-based and feature extraction methods,4.0,2-s2.0-105001393265
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['Particle filter', 'Expectation-Maximization']",No,3.0,2-s2.0-105002306913
"Industrial motors, induction motors, motor driven systems",Sensor data,Fault prediction,Data driven,Spectral analysis,Yes: Spectral analysis,4.0,2-s2.0-85202751700
Other,Sensor data,Fault prediction,Rules and/or logic based,Geometric consistency and factor subset combination,Yes: geometric consistency and subset analysis,0.0,2-s2.0-105002694105
Industrial machinery / manufacturing systems,Sensor data,Fault prediction,Data driven,"Not explicitly specified, likely sensor-based analysis with anomaly detection methods",No,4.0,2-s2.0-105001209940
"Industrial machines (gearbox, aircraft engines)",Sensor data,Fault prediction,Hybrid,Genetic programming (GP),Yes: Transparent modeling architecture,4.0,2-s2.0-85205405774
Industrial processes / Multiphase flow (MPF) process),Multirate data (irregular sensor data at various sampling rates),Fault prediction,Data driven,"Variational Autoencoder (VAE), multiscale hierarchical modeling",No,3.0,2-s2.0-85190167829
Oil and gas pipelines,"['Sensor data', 'Time series', 'Spectral data']","['Fault prediction', 'Remaining Useful Life']",Data driven,['CNN'],No,4.0,2-s2.0-85212441890
Industrial processes,Sensor data,Fault prediction,Data driven,Autoencoder (AE),Yes: autoencoder,4.0,2-s2.0-105004755514
Electrical motor drives / Industrial systems using PMSM,Sensor data,Fault prediction,Data driven,2D-CNN,No,4.0,2-s2.0-85180289233
Robotic prostheses and exoskeleton devices,Sensor data,Fault prediction,Data driven,Gaussian process regression (GPR),Yes: Gaussian process regression,2.0,2-s2.0-85204017336
Mineral engineering,Images,Feed identification (classification of mixed feeds),Data driven,"SE-ResNet, Continuous Wavelet Transform (CWT)",No,2.0,2-s2.0-85194068352
Mobile robot localization,Sensor data,Fault prediction,Rules and/or logic based,Interval analysis,Yes: Interval analysis,2.0,2-s2.0-85100848343
"Complex systems (e.g., aircraft engines, as per C-MAPSS data)","Sensor data, Time series",Remaining Useful Life,Data driven,"Kernel Density Estimation (KDE), Mutual Information (MI), entropy weight method, mRMR",No,2.0,2-s2.0-85182937243
Navigation systems / Marine environment,"Sensor data, Time series, Images",Fault prediction,Data driven,"CNN, PCA, GAF",No,2.0,2-s2.0-85213071328
Electric Vehicles,Sensor data,Remaining Useful Life,Data driven,Machine learning models,No,3.0,2-s2.0-105000294200
Aerospace / Aerospace engines,Sensor data,Remaining Useful Life,Data driven,"['Graph Convolutional Network (GCN)', 'Gated Recurrent Unit (GRU)', 'Attention mechanisms']",No,4.0,2-s2.0-85200807544
Energy storage systems / Supercapacitors,Sensor data,Remaining Useful Life,Hybrid,"['Dilated Temporal Convolutional Network (CDTCN)', 'GRU (Gated Recurrent Unit)']",Yes: use of explainable AI techniques,4.0,2-s2.0-105007621056
Remotely Piloted Vehicle (RPV) systems,"Sensor data, Time series","State estimation, Resilience evaluation",Data driven,Right invariant extend Kalman filter (RIEKF),No,1.0,2-s2.0-105004804330
Manufacturing / Tool condition monitoring,Sensor data,Fault prediction,Data driven,"['Autoencoder', 'Support Vector Machine', 'Random Forest', 'Self-organizing map']",No,3.0,2-s2.0-85203535791
Robot joints,Sensor data,Fault prediction,Data driven,"Response surface methodology, genetic algorithm","Yes: Response surface methodology, genetic algorithm",3.0,2-s2.0-85187989393
Chip manufacturing,Sensor data,Fault prediction,Physics informed,DFT calculation,Yes: DFT calculation,2.0,2-s2.0-105003043802
Rotating machinery,Sensor data,Fault prediction,Data driven,"Convolutional Neural Network (CNN), Cross attention mechanism",Yes: visualized features,4.0,2-s2.0-85205831789
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Deep transform learning (DTL), Subspace interpolation",No,4.0,2-s2.0-85193209984
Machinery / Mechanical systems,Sensor data,Fault prediction,Hybrid,"Algorithm unrolling, convolutional neural networks (CNN), iterative algorithms",Yes: interpretable models via algorithm unrolling,4.0,2-s2.0-85178010287
Mechanical systems / Bearings,Sensor data,Fault prediction,Data driven,Contrastive learning,No,4.0,2-s2.0-85197524212
Industrial systems (specifically bearing fault diagnosis in machinery),Sensor data,Fault prediction,Knowledge based,"Evidence theory, Mahalanobis distance, Cyclostationary analysis",Yes: Cyclostationary analysis and evidence theory are interpretable techniques,4.0,2-s2.0-85190747421
Industrial process plants (specifically flange gasket systems),Sensor data,Fault prediction,Data driven,Fiber Bragg grating (FBG) sensors,Yes: interpretable based on direct measurement of strain and leakage threshold detection,4.0,2-s2.0-105006913139
Industrial systems / Debris monitoring in pipes,Sensor data,Fault prediction,Physics based,"Magnetic field distribution modeling, simulation, signal filtering",Yes: Physical models and signal processing techniques,2.0,2-s2.0-105001877152
Electrical motors / Machinery fault diagnosis,Sensor data,Fault prediction,Data driven,"['k-Nearest Neighbors (kNN)', 'Clustering']","Yes: kNN, clustering",2.0,2-s2.0-85193494721
Industrial systems / Equipment maintenance,Images,Fault prediction,Hybrid,"['K-means++', 'KNN']",Yes: Clustering and KNN are interpretable techniques,4.0,2-s2.0-85179829670
Power transformers,"Sensor data, Vibration signals",Fault prediction,Data driven,"Convolutional neural network (CNN), Attention mechanism (UCBAM)",No,3.0,2-s2.0-85189646944
Space gravitational wave detection systems,"Structured data, Time series",Fault prediction,Data driven,"Informer, Isolation Forest, Monte Carlo simulation",No,3.0,2-s2.0-85212294530
Rotating machinery in industrial equipment (bearing fault diagnosis in power generation and transport),"Multisensor data, Multidomain data",Fault prediction,Data driven,Residual Network (ResNet),No,4.0,2-s2.0-105006678481
Electrical switching devices / Industrial control systems,Sensor data,Fault prediction,Data driven,"['Support Vector Machine (SVM)', 'CN2 rule classifier', 'Decision Tree (DT)']","Yes: CN2 rule, Decision Tree",4.0,2-s2.0-85181571722
Industrial systems/bearing fault diagnosis,Sensor data,Fault prediction,Data driven,"Circle fitting algorithm, quadrature demodulation","Yes: circle fitting, quadrature demodulation",4.0,2-s2.0-85182356749
Machine tools in manufacturing,Sensor data,Fault prediction,Hybrid,"['Discrete Wavelet Transform', 'Transfer Learning']",Yes: Discrete Wavelet Transform,4.0,2-s2.0-85195393520
Aircraft engines,Sensor data,Remaining Useful Life,Data driven,"Recurrent Neural Network (RNN), Multiscale Discrete Wavelet Transformation (MDWT), Attention mechanisms",No,4.0,2-s2.0-105001417132
Industrial systems / Manufacturing,Sensor data,Fault prediction,Data driven,"Meta-learning (specifically model-agnostic meta-learning, MAML)",No,3.0,2-s2.0-105005073779
Water management infrastructure,Sensor data,"['Sensor fault classification', 'Remaining Useful Life']",Data driven,"['Decision Tree', 'CNN with LSTM']","['Yes: Decision Tree', 'No: CNN with LSTM']",3.0,2-s2.0-85189547888
Power distribution networks / Cable fault detection,"Sensor data, Time series",Fault prediction,Data driven,"Random Forest, Support Vector Machine, C4.5 decision tree","Yes: Decision tree, C4.5",2.0,2-s2.0-86000434802
Mass spectrometer systems,"Sensor data, Time series","Fault prediction, Calibration error reduction",Data driven,"CNN, LSTM, Variational Autoencoder (VAE)",No,2.0,2-s2.0-85179794048
Hydropower plants,"Sensor data, Time series",Fault prediction,Data driven,LSTM,No,2.0,2-s2.0-86000009263
Robotics / Autonomous robots,Sensor data,Anomaly detection,Data driven,Variational Autoencoder,No,2.0,2-s2.0-85101830723
Electrical systems / Cable infrastructure,['Sensor data'],['Fault prediction'],Physics based,['Thermal conductivity principles'],Yes: Physical model based on thermal conduction,2.0,2-s2.0-85204433229
Chip manufacturing,Sensor data,Fault prediction,Data driven,Big Data / Hadoop ecosystem,No,4.0,2-s2.0-85159650137
Industrial systems with IoT and AGV integration,Sensor data,Remaining Useful Life,Data driven,Deep learning,No,3.0,2-s2.0-85215601297
Space systems / Spacecraft instrumentation,Sensor data,Fault prediction,Rules and/or logic based,Parity space fault detection,Yes: Parity space method,2.0,2-s2.0-85189803296
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Correlation-metric-based adaptive target signal localization, feature extraction algorithms",Yes: correlation-metric-based adaptive strategy,3.0,2-s2.0-85186964383
Electrical power systems / Switchgear,"Sensor data (spectral data, optical signals)",Fault prediction,Data driven,"Spectral analysis, optical fiber sensing",Yes: Spectral features and optical measurements are interpretable,3.0,2-s2.0-105001955256
"Oil and gas pipelines, industrial motors, aeroengines",Sensor data,Fault prediction,Physics based,Modal simulation analysis,Yes: Modal simulation analysis,2.0,2-s2.0-105001532066
Other,Structured data,Fault prediction,Rules and/or logic based,Reconfigurable linear quadratic regulator,Yes: Rules and/or logic based,2.0,2-s2.0-85111780935
Other,Sensor data,Fault prediction,Statistical methods / Theoretical modeling,Noncentral Wishart matrix trace-based statistics,Yes: statistical and mathematical formulas,3.0,2-s2.0-105005860705
Automated driving / Intelligent transportation systems,Sensor data,Fault prediction,Knowledge based,Plausibility checking / plausibility analysis,Yes: Plausibility checking / plausibility analysis,2.0,2-s2.0-85143436147
Rotating machinery,"Sensor data, Time series",Fault prediction,Data driven,"CNN, BiLSTM, Fully connected neural network",No,2.0,2-s2.0-85210359340
Chip manufacturing,Sensor data,Fault prediction,Physics based,"['Finite Element Method (FEM)', 'Equivalent Circuit Simulation']",Yes: Finite Element Method (FEM) and circuit simulations are interpretable and physics-based techniques,4.0,2-s2.0-105003876105
Industrial machinery,Sensor data,Remaining Useful Life,Data driven,"['LSTM', 'Feature squeeze excitation (FSE)', 'Fully connected networks (FCNs)', 'Softmax temporal permutation selecting (STPS)']",No,4.0,2-s2.0-85212551064
Electrical systems / Power infrastructure,Sensor data,Fault prediction,Physics based,SPICE simulation,Yes: Rule-based and physics-based modeling,2.0,2-s2.0-105009283393
Industrial systems (specifically fault diagnosis in machinery with sensor data),Sensor data,Fault prediction,Data driven,"Ensemble feature selection, mutual information, dilated convolution, hard voting",No,2.0,2-s2.0-85187338810
Industrial process systems (specifically cement rotary kiln process),Sensor data,Fault prediction,Data driven,Interval-Valued PCA,"Yes: PCA and fault detection statistics (T2, Q, Φ)",2.0,2-s2.0-85211967229
Sensor systems,Sensor data,Fault prediction,Rules and/or logic based,Variance estimation based on MINQUE,Yes: Variance estimation with MINQUE is interpretable,2.0,2-s2.0-85134225037
Gas sensing systems for power system monitoring,Unstructured data,Fault prediction,Physics based,Density functional theory,Yes: Physical principles and first-principles calculations,2.0,2-s2.0-85135764926
Rotating machinery,Sensor data,Fault prediction,Data driven,"['CNN', 'LSTM', 'Fuzzy integral']",No,2.0,2-s2.0-85105891194
Industrial systems (specifically debris detection in mechanical systems),Sensor data,Fault prediction,Physics based,Signal processing methods,Yes: Signal processing techniques,3.0,2-s2.0-85118644748
Ventilation systems,Electrical signal data,Fault prediction,Physics based,Physics-based model,Yes: physics-based model,4.0,2-s2.0-85113252323
Industrial hydraulic systems,Sensor data,Fault prediction,Data driven,"['Wavelet packet decomposition (WPD)', 'Kernelized support tensor train machine (KSTTM)', 'Salp swarm algorithm (SSA)']",No,3.0,2-s2.0-85170554410
Aerospace/Engine systems (turbofan engines),"Sensor data, Time series",Remaining Useful Life,"Data driven, Hybrid","Graph Attention Networks (GATs), Transformer",Yes: visualization of degradation features and sensor importance,4.0,2-s2.0-85174813927
Industrial Systems / Fault Diagnosis,Sensor data,Fault prediction,Data driven,Modified Stochastic Configuration Network (SCN),No,3.0,2-s2.0-85117773812
Industrial systems involving rolling bearings,Sensor data,Fault prediction,Data driven,"ResNet, CNN, Attention mechanism, CBAM",No,4.0,2-s2.0-85151517282
Heavy equipment gear transmission system,Sensor data,Fault prediction,Physics based,Finite element model,"Yes: analytical mathematical model, finite element analysis",4.0,2-s2.0-85194083547
Power grid systems,"Sensor data, Time series",Fault prediction,Data driven,"Wavelet transform, Kernel density estimation",Yes: Statistical and wavelet-based methods,2.0,2-s2.0-85204439466
Pharmaceutical facilities,Sensor data,Fault prediction,Data driven,Clustering (DBSCAN),Yes: Clustering,4.0,2-s2.0-85151513108
Aerospace systems / Aero-engine systems,Sensor data,Remaining Useful Life,Data driven,"['Deep autoencoder', 'Bidirectional LSTM']",No,4.0,2-s2.0-85117330859
"Internet of Things (IoT), smart manufacturing","Sensor data, Time series",Fault prediction,Data driven,Multi-sensor fusion,Yes: rule-based self-diagnosis and sensor reliability evaluation,3.0,2-s2.0-85112473974
Industrial soldering and manufacturing systems,Sensor data,Weldability estimation,Data driven,Not explicitly specified (likely statistical or machine learning-based analysis of sensor data),No,2.0,2-s2.0-85174831408
Building integrated photovoltaic systems,Time series,Fault prediction,Data driven,"['Sample entropy (SE)', 'Gated recurrent unit (GRU)']",No,3.0,2-s2.0-85151489852
Smart farming / precision agriculture,Sensor data,Fault prediction,Data driven,"Support Vector Machine, Reinforcement Learning","Yes: Support Vector Machine (with hyperparameters tuning for interpretability), potentially reinforcement learning (less interpretable)",2.0,2-s2.0-85174814853
Oil refineries / Heat exchanger networks,Sensor data,Fouling prediction,Data driven,Not explicitly mentioned,Yes: Correlation analysis and soft sensor models,3.0,2-s2.0-85173343722
Industrial machinery / Pump systems,['Sensor data'],['Remaining Useful Life'],Data driven,"['Kalman filter', 'BiLSTM']",No,3.0,2-s2.0-85128673476
Electric motor drives and power electronics,Current features,Fault prediction,Data driven,Not explicitly specified in the abstract,No,3.0,2-s2.0-85123526733
Industrial machinery,Sensor data,Fault prediction,Data driven,"Fourier analysis, Lock-in demodulation",Yes: Fourier analysis,3.0,2-s2.0-85176365100
Other,"Structured data, Images, Sensor data","Fault prediction, Root cause analysis",Data driven,Spiking Neural Networks (SNNs),Yes: Interpretable spiking neural network design,4.0,2-s2.0-85139501163
Mechanical equipment / Industrial systems,Sensor data,Fault prediction,Data driven,GAN (Generative Adversarial Network),No,3.0,2-s2.0-85127458748
Other,Sensor data,Other,Other,Other,No,0.0,2-s2.0-85149385589
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Not explicitly specified, but likely sensor-based measurement models",No,2.0,2-s2.0-85114664769
