"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Robust Geophone String Sensors Fault Detection and Isolation Using Pattern Recognition Techniques Based on Raspberry Pi4","2021","Mater. Today Proc","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114324701&partnerID=40&md5=3202012173ded3ecb6fd23b6f8408d27","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85114324701"
"","","","A Two-Step Online Fault Detection Method for High-Resistance Connection Faults in a Vehicular BLDC Motor","2022","Advanced Sensors and Sensing Technologies for Electric Vehicles","","","","1","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189258219&partnerID=40&md5=e8e596e7d0d65c3c3312be96b9136e4f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85189258219"
"","","","Sensor fault detection and minimum detectable fault analysis for dynamic point-the-bit rotary steerable system","2021","ISA Trans","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144489880&partnerID=40&md5=4ddd9d11cf338c158e437405777034b7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85144489880"
"","","","Predictive analytics for fault detection in solar power systems using","2022","Iot. Energy Rep.","8","","","785","798","13","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001349577&partnerID=40&md5=fc5fc3aaf094d40dc59744ac868484ac","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001349577"
"","","","An Application Placement Technique for Concurrent IoT Applications in Edge and Fog Computing Environments","2022","CAA Symposium on Fault Detection, Supervision, and Safety for Technical Processes","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219565918&partnerID=40&md5=3679b8ad0598c69c70dc1cf1fdf82996","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85219565918"
"","","","","2021","Research on Sensor Fault Detection Isolation and Recovery(FDIR) Technology of Maglev Train Suspension Systems[D]","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143171284&partnerID=40&md5=07fc17095e83d20dc45eea5769dad299","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85143171284"
"","","","FTC: A universal fault injection attack detection sensor","2022","IEEE International Symposium on Hardware-Oriented Security and Trust (HOST).","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003326117&partnerID=40&md5=c7f51b4b15882555c35643fdc227ba02","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105003326117"
"","","","Simulation of Sensor Fault Detection Based on Local Linear Model","2022","Computer Simulation","39","6","","490","495","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152008259&partnerID=40&md5=33db54613ff7f96d21ed98001673f523","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85152008259"
"","","","Sensor Node Fault Detection in Wireless Sensor Networks: An Immune-inspired Approach","2022","Ph.D. Dissertation","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147843890&partnerID=40&md5=5f5113aac84b7327468a1ba92c271c36","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85147843890"
"","","","Chiller faults detection and diagnosis with sensor network and adaptive 1D CNN","2021","Digit. Commun. Networks","","","","2022","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143349891&partnerID=40&md5=6c59636ab7aa7f705c573e3a27fb6a42","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85143349891"
"","","","Development of Predictive Maintenance System for Haemodialysis Reverse Osmosis Water Purification System'4th International Conference on Smart Sensors and Application (ICSSA)","2022","","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147253640&partnerID=40&md5=fba45590f1792421fb07fc0d31ae9596","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85147253640"
"","","","A Comparative Study of Explainable AI Techniques for Predictive Maintenance","2021","Sensors","21","20","","6851","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175239557&partnerID=40&md5=6f442d19e2412aabc19adcea0639236d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85175239557"
"","","","Deep stack neural networks-based learning model for fault detection and classification in sensor data","2021","Deep Learning and Edge Computing Solutions for High Performance Computing","2021","101","","10","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212487438&partnerID=40&md5=481503b988aa416011cface35a290ea3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85212487438"
"","","","","2021","LSTM for Predictive Maintenance on Pump Sensor Data","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141588032&partnerID=40&md5=155bf3f8f96744e51dcc17cd2dc5a3d2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85141588032"
"","","","","2022","Real-time Wireless Sensor Fault Detection Scheme in Industrial Internet of Things","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189717406&partnerID=40&md5=9de6745ea00e33b65002c8dd642f6e70","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85189717406"
"","","","Remaining useful life prediction with partial sensor malfunctions using deep adversarial networks","2022","IEEE/CAA J. Autom. Sin.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147236784&partnerID=40&md5=570b695198c3b9af8a94e567957ff6bd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85147236784"
"","","","Semantics-aware active fault detection in IoT","2022","Proc. WiOpt","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188574574&partnerID=40&md5=191fa1b1012b36f91381e5b6ba37fd58","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85188574574"
"","","","An iot architecture to enhance monitoring and predictive maintenance for cultural heritage buildings","2022","Proceedings of Seventh International Congress on Information and Communication Technology: ICICT 2022","1","","","461","469","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163081093&partnerID=40&md5=d8d32d0b73596a4fb68539f73d0302e2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85163081093"
"","","","Transmission line fault detection using IoT","2021","International Conference on Emerging Technologies","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210514034&partnerID=40&md5=eb81204f580ac2d7f642fdade2ed3fd3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85210514034"
"","","","Real-Time fault detection and condition monitoring for industrial autonomous transfer vehicles utilizing edge artificial intelligence","2022","Sensors","","","","52","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219571298&partnerID=40&md5=9aadc7d00c628c59158ec241ff98de42","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85219571298"
"","","","Combining Acoustic Emissions with Machine Learning for Enhanced Fault Detection","2021","Sensors","21","","","6245","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211803773&partnerID=40&md5=7afd4d1562177ed6090587b8d8e46b18","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85211803773"
"","","","A machine-learning architecture for sensor fault detection, isolation and accommodation in digital twins","2022","IEEE Sens. J.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151806946&partnerID=40&md5=58120a2a262d9166f998102ed8b4be19","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85151806946"
"","","","Current Sensor Fault Detection Based on Linearized Model of Lithium-Ion Battery","2021","J. Jilin Univ. (Eng. Ed.)","51","2","","435","441","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144238127&partnerID=40&md5=67c9d2a8d4f8d8e150a4eea3c6818065","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85144238127"
"","","","Evaluate the impact of sensor accuracy on model performance in data-driven building fault detection and diagnostics using Monte Carlo simulation","2022","Springer Building Simulation","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218227417&partnerID=40&md5=5d41e1d0e07f9d4f9b027e917f7d4191","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85218227417"
"","","","Distributed fault detection and control for Markov jump systems over sensor networks with round-robin protocol","2021","IEEE Transactions on Circuits and Systems I-Regular Papers","51","4","","2370","2381","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172115857&partnerID=40&md5=45b77a3007b947c22f631382a8f2d763","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85172115857"
"","","","Fault Detection In Three-Phase Transmission Line By Using IoT","2022","Ijraset Jthenal For Research In Applied Science And Engineering Technology","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001234132&partnerID=40&md5=7a424148917242d237b096bf2c3adcc6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001234132"
"","","","","2022","Fault detection and remote monitoring of robotic manipulator using Internet of Things (IoT)","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187574198&partnerID=40&md5=dd6a890fd49e919f71d65b0ced474d8e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85187574198"
"","","","Sensor Fault Detection for Superconducting Cable Monitoring System based on Swarm Optimization BP Neural Network","2021","2021 33rd Chinese Control and Decision Conference (CCDC)","2021","","","480","484","4","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143581993&partnerID=40&md5=3ea7fdd5ddd8957a3bd69440971a9712","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85143581993"
"","","","Transmission Line Fault Detection with Mini Weather Station Using IoT","2021","Asian J. Converg. Technol. (AJCT)","7","","","130","133","3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138643121&partnerID=40&md5=6b5cdabf2a74b4c83312ef90aff04496","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85138643121"
"","","","","2021","Deep neu⁃ ral networks-based air data sensors fault detection for air⁃ craft［C］∥2021 33rd Chinese Control and Decision Confer⁃ ence（CCDC）","","","","442","447","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171971780&partnerID=40&md5=e6d75800ff635334798bb3e858ce58b7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85171971780"
"","","","Adaptive staged remaining useful life prediction method based on multi-sensor and multi-feature fusion","2022","Reliability Engineering & System Safety","202","","","109033","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190550733&partnerID=40&md5=e43b9fdfa7d5250b47a219f044060c05","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85190550733"
"","","","Detection of sensor fault for control systems considering output quantization","2022","Control Eng. China","29","2","","362","367","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187938817&partnerID=40&md5=126395a4c6ce8cbcfe0434e74096b26e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85187938817"
"","","","Iot-based predictive maintenance for smart city applications","2022","IEEE Sensors Journal","22","12","","12345","12352","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000063442&partnerID=40&md5=e183dc5075726d8a2686cf63dd339876","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000063442"
"","","","Sensors, Vibration analysis for fault detection of wind turbine drivetrains-a comprehensive investigation","2021","MDPI","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213061457&partnerID=40&md5=16894576142c93e48254150ef8c4b286","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85213061457"
"","","","","2021","Iot Based Transmission Line Multiple Fault Detection and Indication to EB","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210495699&partnerID=40&md5=e6d88f3d74234ed80e939bc587394957","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85210495699"
"","","","","2022","Data-driven predictive maintenance planning framework for MEP components based on BIM and IoT using machine learning algorithms","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214789372&partnerID=40&md5=9fe54d980a2775036e9588c20051254e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85214789372"
"","","","Fault detection and diagnosis in photovoltaic panels by radiometric sensors embedded in unmanned aerial vehicles","2021","Progress in photovoltaics","","","","1","17","16","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133654372&partnerID=40&md5=f3805cb80762a1049a523f97f2e6cce6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85133654372"
"","","","","2021","Building Sensor Fault Detection and Diagnostic System","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133895770&partnerID=40&md5=fbf5308e400f2a29aa6afacedb569fa6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85133895770"
"","","","Fault detection and isolation using sliding mode observers with sensor fault in robot manipulator","2021","International Journal of Digital Signals and Smart Systems","5","2","","182","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153315304&partnerID=40&md5=c3d4c5fa6597d21e48379be346fb26cf","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85153315304"
"","","","Sensor fault pre-detection method based on improved self-attention with long shortterm memory","2021","Journal of Computer Applications","41","","","31","35","4","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166375960&partnerID=40&md5=ff6cc88f8697f80f191c0d98836b95ef","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85166375960"
"","","","Understand IoT for Predictive Maintenance in Manufacturing","2021","Software Advice","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201179238&partnerID=40&md5=02701e913b3c508836d2f6b0b956c375","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201179238"
"","","","AI based predictive maintenance for IoT devices","2021","J. Netw. Comput. Appl.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011263792&partnerID=40&md5=5b67a9c540e2c58a35b13000a7d1178c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105011263792"
"","","","Feature Based Bearing Fault Detection With Phase Current Sensor Signals Under Different Operating Conditions","2021","Proceedings of the PHM Society European Conference","6","","","448","456","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187463678&partnerID=40&md5=a7f7e66ec598ae68742b778080e9e1ca","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85187463678"
"","","","Predictive maintenance in urban water networks using iot sensors and machine learning models","2021","Journal of Environmental Management","285","","","112152","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004853386&partnerID=40&md5=21937eec615905ccbd46adbd3b461280","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004853386"
"","","","Intelligent IoT Framework for Anomaly Detection and Predictive Maintenance in Industrial Applications","2021","J. Ind. Data Anal.","10","3","","179","188","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010173543&partnerID=40&md5=16d769e2e1efb406dc785967a42801ee","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010173543"
"","","","Fault detection and classification in industrial iot in case of missing sensor data","2021","IEEE Internet of Things Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131273805&partnerID=40&md5=110a95085204d7f6669a5ea666875547","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85131273805"
"","","","Lukumon, IoT for Predictive Assets Monitoring And Maintenance: An Implementation Strategy for the UK Rail Industry","2021","Elsevier Publishers, Vol","","","","122","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202513694&partnerID=40&md5=52ed774dd595e7627558b4d24f6ce5cb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85202513694"
"","","","Predictive Maintenance Market: The Evolution from Niche Topic to High ROI Application","2021","IoT Analytics","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127679743&partnerID=40&md5=837e31cf3cc7f7e3fdd8af1f3dd9123d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85127679743"
"","","","IoT-Driven Predictive Maintenance for Electric Fleets","2021","Journal of Intelligent Transport Systems","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007589308&partnerID=40&md5=b95cd7bdc73b87d4203d39950c276938","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105007589308"
"","","","Wireless Transformer Fault Detection Using IoT Sensors and Cloud Analysis","2021","International Journal of Smart Grid","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004552324&partnerID=40&md5=81af667b2a82a2630eec908667c2eb3b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004552324"
"","","","IoT and Fog Computing based Predictive Maintenance Model for Effective Asset Management in Industry 4.0 using Machine Learning","2021","IEEE Internet of Things Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004665992&partnerID=40&md5=456800a126baee44d8fe5dba732af3a0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004665992"
"","","","Cascade learning embedded vision inspection of rail fastener by using a fault detection IoT vehicle","2021","IEEE Internet Things J.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167923903&partnerID=40&md5=0c500d4e8a632942fc3a3da3201b4feb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85167923903"
"","","","A Review on Fault Detection Techniques in Underground Power Cable Networks Using IoT","2021","International Journal of Recent Technology and Engineering (IJRTE)","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196761112&partnerID=40&md5=25a97c033d0a9f389e04a6189c386359","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196761112"
"","","","Predictive maintenance demo (digital sensors)","2021","","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190497919&partnerID=40&md5=31f040a98ebc7e56b91050c745ab7824","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85190497919"
"","","","An intelligent fault detection approach based on reinforcement learning system in wireless sensor network[J]","2021","The Journal of Supercomputing","","","","1","30","29","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201317600&partnerID=40&md5=efa0aae252bfb3a6ae4c54544bc37771","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201317600"
"","","","A review on security challenges in internet of things (IoT). 2021 26th international conference on automation and computing (ICAC), Shin, W., Han, J., & Rhee, W. (2021). AI-assistance for predictive maintenance of renewable energy systems","2021","Energy","221","","","119775","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006967919&partnerID=40&md5=29529b4bee738cfdfb50c418bd1ee853","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105006967919"
"","","","Improved neural network-based sensor fault detection and estimation strategy for an autonomous aerial vehicle","2021","International Journal of Intelligent Unmanned Systems","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151621022&partnerID=40&md5=bdca4335eb9b5407a0f38e5cf1454fc6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85151621022"
"","","","","2021","Predictive maintenance system for production lines in manufacturing: A machine learning approach using IoT data in real-time","","","","10","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134321629&partnerID=40&md5=dd68456c42425517211a1261562e25f1","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85134321629"
"","","","IoT-Enabled Smart Monitoring and Fault Detection System for Industrial Machines","2021","J. Sens. Actuators A: Phys.","301","","","111121","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010175550&partnerID=40&md5=6f6f6ada2f42ed34598bd9626bee2b2c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010175550"
"","","","Overview of fault node detection and repair in wireless sensor networks","2021","Journal of Telemetry, Tracking and Command","42","4","","104","111","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166385356&partnerID=40&md5=4f345512cd708d00e218a90879fcde31","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85166385356"
"","","","Server Status Detection and Fault Diagnosis System based on NB-iot","2021","Command Information System and Technology","12","3","","96","100","4","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134771819&partnerID=40&md5=2ca3a47687b6094e098874ee1b0daa9e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85134771819"
"","","","Robust geophone string sensors fault detection and isolation using pattern recognition techniques based on Raspberry Pi4","2021","Materials Today: Proceedings","13","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159675220&partnerID=40&md5=a773ac8da3c6dab45e38cd421ccdfcd7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85159675220"
"","","","Multi-dimensional recurrent neural network for remaining useful life prediction under variable operating conditions and multiple fault modes","2021","IEEE Sensors Journal","21","9","","10905","10914","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006988667&partnerID=40&md5=8c54156ea517097b42fc455ce888ba43","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105006988667"
"","","","Echo State network based soft sensor for Monitoring and Fault Detection of Industrial Processes","2021","Computers & Chemical Engineering","9","13","","155178","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168806221&partnerID=40&md5=c6d4d72140bfebac31cbcba4196bfdbf","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85168806221"
"","","","A Deep Learn-ing Model for Predictive Maintenance in Cyber-Physical Production Systems Using LSTM Autoencoders","2021","Sensors [Internet].","21","3","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129482119&partnerID=40&md5=a79ac8bbe2f13977546c1501cdad1257","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85129482119"
"","","","Machine learning based early fault detection system for three-phase induction motor using sensor data","2021","Journal of Intelligent & Fuzzy Systems","41","3","","3419","3429","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194035687&partnerID=40&md5=31fdb3c6c538146d2c282e6dd20619b1","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85194035687"
"","","","Multiple sensors scheme on 3D printing for monitoring and fault detection","2021","KICS","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190644076&partnerID=40&md5=6fc0154732544084bd8bc3006561d8bc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85190644076"
"","","","Fault Detection and Compensation Strategy of Brushless DC Motor with Fault in Hall Sensors","2021","IEEExplore.ieee.org","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132698237&partnerID=40&md5=1931b709f4dd3ae8433633148ccd6a66","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85132698237"
"","","","Fault detection in UAVs using a hybrid CNNLSTM approach for multisensor data","2021","Sensors (Basel)","21","3","","1201","1215","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004335421&partnerID=40&md5=6d489a1b8890d6fbd3188eaf6ee1809b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004335421"
"","","","IoT and Fog-ComputingBased Predictive Maintenance Model for Effective Asset Management in Industry 4.0 Using Machine Learning","2021","IEEE Internet of Things Journal","8","4","","2346","2354","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004496678&partnerID=40&md5=7360e55b5e42bbcf28712add2b14fe6a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004496678"
"","","","Design and development of an IoT enabled platform for remote monitoring and predictive maintenance of industrial equipment[J]","2021","CIRP Sponsored Conference on Digital Enterprise Technologies","10","","","11","13","2","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200508157&partnerID=40&md5=d89709838525e760adaeaddcb850cd03","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85200508157"
"","","","","2021","Fault detection in wireless sensor network based on deep learning algorithms","8","32","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008280880&partnerID=40&md5=f3d111c744f001a9647cef63524fbda8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008280880"
"","","","Adaptive analytical sensor fault detection, estimation and tolerant control of quadrotor in the presence of uncertainty and disturbance","2021","Int J Syst Assur Eng Manag","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168946491&partnerID=40&md5=420b0c1f6a0c1469aff9b6e86e513c10","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85168946491"
"","","","","2021","Research on fault detection and fault tolerant control of permanent magnet synchronous motor position sensor ［D］","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201161521&partnerID=40&md5=95eb1a223e0a75cabfb7515f808d37e5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201161521"
"","","","Challenges and Future Directions in Predictive Maintenance Using IoT and AI","2021","International Journal of Predictive Analytics","22","3","","78","90","12","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008419517&partnerID=40&md5=6bf0e6c8423957758afb51d72adc6a6b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008419517"
"","","","","2021","Data-Driven Remaining Useful Life Estimation for Milling Process: Sensors, Algorithms, Datasets, and Future Directions","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202058477&partnerID=40&md5=cf2b8a40d6ffa1392b6fea6aa422e417","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85202058477"
"","","","Scalable Predictive Maintenance Using Edge Computing in Industrial IoT","2021","IEEE Transactions on Industrial Networks","9","3","","208","217","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197876477&partnerID=40&md5=37aadf3102d69a3a3f40879250f4f06a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85197876477"
"","","","","2021","Predictive maintenance in smart agriculture using machine learning: A novel algorithm for drift fault detection in hydroponic sensors","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004114207&partnerID=40&md5=4f5e246eab2490504abdd30fa63ae070","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004114207"
"","","","AI-enabled predictive maintenance framework for autonomous mobile cleaning robots","2021","Sensors","21","16","","13","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203104341&partnerID=40&md5=9281fe8ab71c3012ef4da061d1c18aba","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85203104341"
"","","","Industrial digitalization for condition monitoring and predictive maintenance of pumping equipment","2021","Sensors","19","","","3781","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166765041&partnerID=40&md5=b00d12de5c383ac522c61cbbec7b9f1b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85166765041"
"","","","","2021","Fault detection and diagnosis for PZT sensors with electro-mechanical impedance technique by using one-dimensional convolutional autoencoder","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163404848&partnerID=40&md5=0912715c30f3a1f1df1d2222d3658970","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85163404848"
"","","","Fault Detection in Elevators using IoT and Machine Learning","2021","International Journal of Engineering and Advanced Technology","10","5","","3265","3272","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204187644&partnerID=40&md5=98ad2e3258ebd6e6c2b730ed70419f24","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85204187644"
"","","","Fault detection strategy of vehicle wheel angle signal via long short-term memory network and improved sequential probability ratio test［J］","2021","IEEE Sensors Journal","","","","21","15","-6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195098466&partnerID=40&md5=974247a8c1163300e902f61fecf00d14","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85195098466"
"","","","Real-time anomaly detection and fault diagnosis for wireless sensor networks: a survey","2021","IEEE Communications Surveys & Tutorials","23","4","","2990","3022","32","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196152345&partnerID=40&md5=5781263341ac1903ea72b540be5c21e5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196152345"
