text,EID
"Design of IoT-Based Smart Illumination System in Smart Cities Smart city is a livable, promising and growing concept that is responsible for keeping track of all the assets in real time. These resources are water, air, transport, electricity and solar that is based on pan-city or area-based development as per smart city proposal by the government of India. Smart cities make use of smart independent solutions to provide better hardware infrastructure and reliable services based on the applications of information and communication technology (ICT) for maintaining advance technological interfaces. Among the mentioned yardsticks of the smart cities, the paper focuses on the smart illumination system centered on Internet of things (IoT). However, the conventional structure requires wired and cable connections in bunch, that is, costly and not user interactive. To address the problem, automatic and smart usage of electric systems is analyzed that helps in fault detection, service restoration, easy and economical maintenance and efficient management of resources. This research paper emphasizes on IoT-based method that is used for the implementation of smart illumination system. The paper gives an insight into the connectivity methods, protocols and standards using various sensors to automate lighting system. The proposed system discusses the designing of hardware core components used in the development of the module and the process followed in the software-hardware integration through various network technologies with the dedicated servers. Hence, the proposed smart system may be very useful for managing and controlling the illumination patterns of smart cities of the future. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85103514030
"Industrial automation of process for transformer monitoring system using IoT analytics Multiple devices interconnected with each other via the Internet are the key concept behind IoT. It allows autonomous devices with the possibility to use the Internet for communication and exchange of data. This paper focuses on monitoring the transformer in real-time fault detection and records distinct operating parameters of the transformer like voltage imbalance, load current, transformer oil levels, temperature, vibration. Based on these parameters, the transformers fail state (i.e. a state where transformer malfunctions or completely stops working) and health (i.e. voltage, current, oil levels, temperature and vibration) are predicted by making use of an artificial neural network (ANN) algorithm. Use of this technology can minimize working efforts, thereby improving accuracy, stability, efficiency. Thus, remote monitoring and machine control are achieved, as well as ANNs help to determine the performance and yield appropriate measures accordingly. In this case, sensors are used to sense the important parameters of equipment such as current, voltage oil level in any operating transformer. By analyzing relevant data using ANNs, this system will be beneficial in many industries. Likewise, this system is generalized to be used in a wide array of industrial automated machines. © Springer Nature Singapore Pte Ltd. 2020.",2-s2.0-85079287557
"Evaluation of the Dynamic Behavior of a Rotor Based on a Vibration Diagnosis This article attempts to evaluate the dynamic behavior of a rotor of a hydroelectric power station. The diagnostic approach adopted is predicated on vibration analysis using multi-sensor scanning technologies in the field of industry. 4.0. The proposed study helps monitor the dynamic state of health of the rotor in a manner relevant to maintenance 4.0. To achieve this, tests were carried out in different operating modes of the hydroelectric group (MAVNE, MAVEX, etc.). The tests culminated in a set of measurements, which are collected using several sensors (accelerometers, displacement probes) installed on the rotor bearings. The rotor is considered to be in good dynamic operating condition if two conditions are met, as the first requirement, its overall level of vibration is good or acceptable according to Standard ISO 10816-5. The second condition concerns the maximum eccentricity of the shaft line that does not exceed the theoretical clearance recommended by standard ISO 7919-5. If one of the thresholds is exceeded, a predictive maintenance intervention should be anticipated. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85130328315
"Advanced Prognostics for a Centrifugal Fan and Multistage Centrifugal Pump Using a Hybrid Model Predictive maintenance is fully implemented in the oil and gas industry, and the impressive development of field sensors, big data, and digital twins offers a wide field for the ongoing experimentation and development of diagnostic and prognostic tools for machinery. Although a wide range of technologies and sensors is available, vibration analysis remains the preferred predictive technique for rotating machinery diagnostics. It is well-known, widely used, and has proven efficacious in evaluating the health of rotating machinery and preventing failures. Taking advantage of vibration analysis development and computing capabilities, this study develops three digital twins of one multistage centrifugal pump and two centrifugal fans using real vibration data and synthetic data. This hybrid model approach permits the use of failure data which are not usually found in the normal operation of these machines. The study improves and tunes the accuracy of those models using real operating data obtained from a distributed control system (DCS), thus obtaining results in accordance with process conditions. Maintenance decisions can be supported by these models. They are based on online vibration and process data; they diagnose the health of a machine and give its remaining useful life (RUL). The models may also be used for other API plant assets (multistage centrifugal pumps or centrifugal fans) by changing the configuration parameters and process DCS tags. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85172197449
"Technical Components Integration Using APIs for Predictive Maintenance in the Context of Industry 4.0 Digital Transformation Digital Transformation (DT) is essential to support approaches that contribute to sustainability and circularity in different Industry 4.0 application contexts. DT presents several challenges and opportunities that go beyond data acquisition processes and technologies, including Edge and Cloud implementations, Analytics and Artificial Intelligence (AI) algorithms, and the Internet of Things (IoT) and Application Programming Interface (API), as well as the need to define and use interoperability standards for circular manufacturing in a cyber-physical system (CPS). Nowadays, predictive maintenance plays a key role in sustainable manufacturing and production systems, offering intelligent and optimized machine maintenance supported by AI algorithms for condition-based maintenance. Considering that CPSs are usually designed with a modular architecture, it is of great importance to properly define the interfaces between different technical components or modules, providing an adequate flow of data from the data sources to the user. In this context, the development of APIs must follow a standardized way to allow the flow of data and information between machines, systems, and users. This article presents the development of APIs that promote the integration of different technical components in a CPS, building a pipeline to collect data from machine sensors and process them, applying preprocessing techniques and AI algorithms for predictive maintenance of industrial machines and systems and providing decision support regarding maintenance planning. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85181832525
"Smart Maintenance and Analytics for Indian SMEs Today, in an Industry 4.0 era, every equipment is related to form an integrated community, which requires the employment of advanced predictive gears, in order that records are frequently converted into facts to clarify suspicions and make precise predictive decisions. IoT-based manufacturing and repair improvements are unavoidable trends and demanding situations for today’s production. This research delineates the tendencies of production upgradation, further the keenness of smart prognostic technologies for equipments to manage achieving visibility and better productivity. This project is also explained with a case study in which IoT implementation smoothens the flow of production by acquiring the better overall equipment effectiveness of machines in rubber encapsulation industry from 55.09 to 72.91% and 76.07% continually toward the world-class OEE in such a way that every Indian SME could adopt such Kaizen for its steady growth. © 2021, The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85102643875
"Predictive Maintenance Framework for Production Environments Using Digital Twin In this paper, we introduce an end-to-end IoT framework for predictive maintenance with machine learning. With this framework, all the processes for developing a learning-based predictive maintenance model such as data acquisition, data preprocessing, training the machine learning model and making predictions about the status of an equipment are automatically carried out in real-time. Independent modules for all of those processes can be arranged and connected on a visual environment which enables creating unique and specialized pipelines. This framework also provides a digital twin simulation of the production environment integrated with the real world and the machine learning models to evaluate the effect of different parameters such as the cost or the throughput rate. Furthermore, system modules can be controlled from a single dashboard which makes the use of the system easier even for a non-experienced user. Several open-source datasets are used to test the framework on different predictive maintenance tasks such as predicting turbofan engine degradation and predicting the stability of hydraulic systems. The effectiveness of the proposed framework is shown using metrics such as precision, recall, f1 score and accuracy. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85115273751
"Automatic Underground Water Pipeline Fault Detection with Control in IoT Water is indispensable for our daily life such as drinking, cleaning, washing, and bathing. Continuing to wastewater can be very problematic in the future. Water benefits us in every aspect of our lives, from our homes to hydroelectric power plants. This is a very critical situation, and everyone has a responsibility to use water effectively in their daily life. This project aims to provide fault detection technology using an IoT technology. If it has leaks somewhere, it won’t always find it right away, but when it becomes a bigger problem, water will be wasting a lot. Therefore, it is desirable to act as soon as a leak occurs. To remedy this, we proposed a system in that uses multiple sensors to monitor water level, volume, and leakage and are detected by the ultrasonic sensor and floc sensor, respectively. Water pipeline can lead to system-wide failure. Faults in water pipes are classified into types. Identifying shortcomings water pipe process is done. Therefore, the water pipe error will detect the real-time and use the Arduino system to handle it. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85168775984
"IIoT Laboratory Model for Remote Control System Applications This paper describes how the Industrial Internet of Things (IIoT) technology can be used to build an efficient laboratory learning model of a remote and distributed control system. We describe the development of simple Internet of Things (IoT) devices for industrial application of online process measurements. Our experiences are presented with implementation of the IIoT data concentrator based on different hardware platforms. The data are transferred to the cloud system, where the application of fault detection and analysis was realized and visualized by free web technologies. A Fault Detection and Isolation (FDI) application was developed for a laboratory model of connected hydraulic tanks, by implementing the data driven Principal Component Analysis (PCA) method with partial models for isolation purposes. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85115831993
"Automatic Condition Monitoring System for Parcel Sorting Conveyor Systems Through Infrastructure-Free Sensor Technology in a Compact Mobile Data Logging Unit Suitable for a Variety of Packages Operators of logistics centers and manufacturing companies increasingly have to cope with unforeseeable fluctuations in goods throughput, changes in order structures and in the range of goods. Therefore, it is important to maintain the necessary conveyor systems permanently to avoid total breakdowns. To be able to detect the failure of key components in such a complex system in good time, this paper proposes a mobile objective measuring system with multiple sensors, which allows automatically record, compare and inform about normal/anomalous conditions from the perspective of a mobile observer moving in a parcel sorting system. Recent progresses in the availability and mobility of depth cameras enable the mobile observer spatially recognize its environment. Conveyor technology assemblies can be characterized by sensor fingerprints consisting of typical sensor readings and can thus be recognized in the collected data of a measurement run. With the help of a-priori knowledge, it is possible to derive the real path in space of the proposed mobile observer monitoring system. Anomalous sensor readings, like unexpected vibrations, can thus be assigned to the specific conveyor belts of the parcel sorting system. The mobile observer moves the same routes as the parcels would do and provides a unique and complete insight into the sorting system without requiring intrusive and complex sensor infrastructure installed throughout the whole system. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85102520687
"Augmented Reality for Enhanced Fault Diagnosis of Robotic Welding Cell With the emergence of Industry 4.0, often known as the fourth industrial revolution, the notion of “Smart Factories” has gained momentum. One of the prominent applications of Industry 4.0 is the robotic welding cell, which revolutionizes the welding process by automating it with the help of robots and advanced data-driven systems. A robotic welding cell is a specialized production setup that employs industrial robots outfitted with welding instruments to execute precise and efficient welding operations, this saves manual labor, increases production, and assuring constant quality. With the ever-increasing advancement in artificial intelligence and machine learning algorithms, there would be a significant increase in the adaptive and self-learning capabilities thus making the production process “Smart.” When combined with IoT, AR-IoT, opens avenues for remote monitoring and control of robotic welding cells. Sensor data from the welding cell, such as temperature, voltage, and current, can be collected in real-time and transmitted to a central monitoring system. Through AR interfaces, operators can access this data remotely, analyze it, and make informed decisions or adjustments to the welding process. Additionally, AR-IoT can facilitate predictive maintenance, as data-driven analytics and machine learning algorithms can identify potential equipment failures or maintenance requirements in advance, reducing downtime and improving overall equipment effectiveness. Data gathered in facilitation with AR are the next steps in the pipeline, resulting in Future Proactiveness, identification of emerging issues, and resolution. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.",2-s2.0-85218462767
"Measure to Tackle Forest Fire at Early Stage Using Applications of IoT IoT provides the sensor-driven approach for accessing data from the wearable devices. Abnormal situations can be tackled using set of interconnected components where the present infrastructure may not be able to predict the situation. This paper provides the insight into the techniques and frameworks used to analyze the abnormal situations such as fire or floods. This paper provides the unique mechanism using neural network and sensors such as heat and smoke sensors to determine the fire situation within forest area. In case detection do take place, fire alarm system will be deployed, and information will be conveyed to the control center. Comparative analysis of techniques also provided to extract best possible approach in terms of parameters. These parameters include energy efficiency which is critical in case of sensors and fault tolerance for improving reliability of detection process. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85130879129
"Facilitating Change Towards Predictive Maintenance Predictive maintenance is the promise of the future in infrastructure asset management. Predictive maintenance more and more uses sensor data. Sensors are relatively cheap, and their data mostly comes in huge quantities. Trends or flags may be observed in the data, sometimes with traditional statistical analyses and more often with advanced analyses such as machine learning techniques. These trends and flags may indicate a developing problem, allowing maintenance professionals to act before a failure occurs. However, as of today predictive maintenance is far from being common practice in infrastructure asset management. Failure mechanisms are often extremely complex. Besides knowing how to search for flags and trends, one should first know what to search for. Also, on the organisational side barriers are found. Often, big data is available in infrastructure organisations but underutilised for various reasons such as inaccessibility of data, client unfriendly user interfaces and a lack of tools to analyse data effectively by maintenance engineers. The current research investigates the potential for more predictive maintenance in current professional practices, not by adding new sensors but through exploitation of existing data (data mining) and removal of barriers which professionals experience in using such data. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85127631087
"Development of a Minimalistic Smart Sensor System for Motion Measurement of Wind Turbine Towers The accurate measurement of wind turbine tower motion is crucial for assessing structural integrity, identifying damages, and estimating remaining useful life. In this study, the development of a smart sensor system is presented, which combines acceleration measurements, real-time kinematic measurements, and SCADA data to accurately determine the motion of slender structures. The proposed setup offers a cost-effective and easily deployable solution. Installed on the top of the wind turbine nacelle, the sensor system collects data to calculate the tower motion. Real-time kinematics measurements serve as correction input for a state estimator, to enhance accuracy and reliability. Data gathering and processing occur directly on the sensor node, allowing for efficient transfer. Test measurements on a wind turbine tower have demonstrated the effectiveness of the system for accurate motion measurements. Beyond wind turbine manufacturing, this sensor system holds potential for application in several domains, including tall buildings and bridges, where the detection of vibrational movements is valuable for structural health monitoring. © The Author(s) 2025.",2-s2.0-85218086457
"Early Fault Detection for Rotating Machinery Onboard Ships Motor Using Fuzzy Logic and K-Means Many industries have now adopted the predictive maintenance approach to increase the life span of the equipment. So as a part of predictive maintenance, early estimation of faults in the motor is a pivotal component as it helps in many ways, such as minimizing time, cost, and efforts for equipment maintenance. However, it is challenging to find the data on the faulty condition of the electric motor, so based on hypothetical points of faulty conditions are added. Data is used to monitor conditions generated by different sensors deployed on an electric motor. This paper mainly focuses on early fault detection for rotating machinery onboard ships’ motors using two other methods of fuzzy logic and K-means. The fuzzy technique uses a rule-based approach, and K-means uses an unsupervised approach for the early detection of faults in the motor. In the proposed work, the fuzzy logic technique takes vibration and voltage as inputs to the fuzzy inference system. And, K-means takes input features extracted by the feature extraction technique to monitor the motor condition. Experiments show that fuzzy logic can readily determine the condition of the electric motor with only two inputs, and K-means can easily differentiate clusters of motors under different conditions with the help of features extracted using PCA. The proposed work has identified the conditions of the motor, such as good, acceptable, monitored closely, and unacceptable, which helps in early fault detection. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85168758824
"IoT Assisted Predictive Maintenance and Worker Safety: An Initiative The Internet of Things (IoT) is a seemingly and fast developing ecosystem which can transform our lives in a better way in which the ‘things’ act in a way what we really want them to. IoT can build a world of automation by connecting devices, machines, and people. Industrial IoT (IIoT) is a field where IoT can contribute much to improve the productivity, reliability, efficiency thereby contributing more toward the economic growth of our country. Industrial safety and environmental responsibility goes in par with the above advancements. Advances in IoT technology have given rise to concept of connected worker which can be realized using wearable and embedded sensors by which the workers can be monitored to prevent accidents due to fluids or gas leakage, explosion, overexertion, and falls. Predictive maintenance is a most sought-after area in IIoT. This paper deals with the predictive maintenance and development of wearables for enhancement of worker safety in the industrial floor. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85112019257
"A Review of Smart Condition Monitoring System for Gearbox Gears are the most critical and commonly used machine elements. They are used for a variety of applications throughout various industries like energy, aerospace, transportation, mining, agriculture, manufacturing, etc. The failure of gear may result in cataclysmic shutdowns causing significant production, economic losses and even human casualties. Fault diagnosis is an important component of condition-based maintenance and it has gained much attention for the safe operation of the gearboxes. But in many applications, fault diagnosis is not accurate. Sensor-based condition monitoring systems help in enhancing the quality of measurement data. A lot of research has been done in developing machine learning algorithms and models to extract information of fault status from the sensor data. Data acquisition of the meaningful sensor data from the gearbox is an open challenge. This makes the estimation of the remaining useful time of gearbox more challenging. This paper presents a literature review of the different IoT-based techniques used to acquire health status data from the gearbox. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85140785088
"Reconstructing Speed from Vibration Response to Detect Wind Turbine Faults Speed information is often necessary to detect certain failure modes in wind turbines, such as unbalance, looseness, misalignment, and gear related problems. This is normally obtained from tacho sensors targeting certain shafts, e.g. generator shaft or main shaft. Tacho pulses can be used to track rotational speed of certain components as well as to perform angular resampling. Most importantly, knowing machine speed is necessary for alarming speed dependent failure modes. Correct speed information may be unavailable due to broken tacho sensor and incorrect setting of the sensor. Consequently, many failure modes cannot be detected when the information is not available. Unable to detect these failure modes early may cause unexpected secondary damages that leads to unexpected downtime of the wind turbines and loss of production. Maintenance work on correcting speed sensor is costly, especially for offshore wind turbines, and may result in downtime. Furthermore, condition monitoring system (CMS) of wind turbines is significantly cheaper without speed sensors; considering a wind farm normally consists of many wind turbines. Therefore, it is important to acquire speed information without the need for having a tacho sensor. This paper presents an industrial implementation of speed reconstruction based on vibration response to detect speed-related faults, such as unbalance and gear faults. Speed is determined by frequency demodulation of response vibration signals. Hilbert transform is used to extract the instantaneous frequency, where the derivative of the analytic signal is done in the frequency domain. Using data from wind turbines monitored by Brüel & Kjær Vibro, we show this method can detect speed-related faults as early as when the speed information is available through real speed sensor. The method was able to detect unbalance, misalignment and looseness on wind turbine generators, as well as gear-related problems on high speed stage, intermediate stage, and planetary stage gearboxes. This offers the possibility of reducing the cost of wind turbines CMS significantly. © 2021, Springer Nature Singapore Pte Ltd.",2-s2.0-85102649223
"Anomaly Detection for Predictive Maintenance on the Example of an Induced Draft of a Waste Power Plant Thanks to Artificial Intelligence algorithms, new digital systems that supervise machines in production or in power plants are more and more enabled to provide pattern recognitions realizing predictive maintenance workflows. Nevertheless, the requirements of predictive maintenance are still very challenging when it is applied on machines which are not completely new and do not consist of intelligent PLC-systems offering all required interfaces to sensors and actors out-of-the-box. That is why other embedded systems are needed to implement predictive maintenance systems for machines that are not controlled by a PLC. Furthermore, these systems usually do not have any internet connection at all. This results in two requirements for so called “retro-fitted” predictive maintenance solutions: (1) External hardware and sensors are needed; (2) The system must be offline-capable [1]. This paper focuses on the development of an offline-capable anomaly detection system analyzing the footprint of a waste incinerator power plant’s induced draft. The induced draft is responsible to drain the poisoned gas out of the power plant’s burning chamber. It is not a redundant component and a critical element of the smoke gas cleaning system. The goal of the footprint analysis in this paper is to find out if an external embedded system with sensors could be used to find anomalies in the behavior of the machine offering the possibility to estimate maintenance cycles as well as to predict dangerous incidents. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85149641626
"Anomaly Detection Method for a Local Area Network This paper shows the development of an anomaly detection method for a local area network. This research work aims to use an unsupervised machine learning algorithm that integrates different network management tools for anomaly detection. The experiment includes the description of three essential modules: variable definition and protocol configuration, network monitoring and data collection, and fault prediction. SNMP, ICMP, and WMI communication protocols were selected to collect information about the current state of the network, and variables such as latency, packet loss, availability, traffic volume, and speed were defined. The network was polled by temperature sensors, CPU consumption, memory consumption. Network probing was done through the PRTG network monitor and access to the collected data was done through APIs, which were formatted to a template with the structure corresponding to the defined variables. In addition, a method was developed using an unsupervised machine learning algorithm in Python. The tools used for the development of this research were PRTG, Python, Pycaret Library, Collaboratory, Power BI for monitoring, development, and simulation respectively. For the analysis of the model efficiency, the parameters of accuracy (Accuracy), area under the curve (AUC), completeness (Recall), precision (Prec), F-value (F1-score), Matthews correlation coefficient (MMC) were used. The model was implemented through the Power BI tool. It was obtained as a result of measurements and simulation in different scenarios that the implementation of an anomaly detection method reduces degradation, improving the quality and availability of services offered in a local area network. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85125275002
"On-line Monitoring Application for Apparel Manufacturing Purposes: A Low-Cost IoT Approach Think of a sewing machine sending data to the cloud, which technicians monitor at machine manufacturing companies, who then use that information to predict maintenance issues and prevent failures before it happens. This is the evolution of apparel fabrication to Industry 4.0. However, it is unclear how to connect the Internet of Things (IoT) devices with machines for clothing, especially in low-income countries where there is a lot of old and used machinery. Here, a low-cost real-time monitoring application for apparel manufacturing purposes is presented. The system is based on the IoT platform ESP8266 NodeMCU and Google Sheets, and it is used to monitoring the variables: motor temperature, needle bar vibration, and foot pedal force. Expert and beginner operators tested the system while manufacturing an item of unique clothing. The acquired information can be used to develop a predictive maintenance strategy and planning of repairing activities of the machinery. Finally, the data also can be used for qualitative and quantitative production analysis. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85135850266
"A Novel Method for Gearbox Fault Diagnosis Based on Shift-Invariant and Shared Dictionary Learning Gearbox fault diagnosis is a very crucial part in the field of mechanical diagnosis, and many methods are proposed to solve this problem. Either way, the core idea of fault diagnosis is to extract the class-specific features from the signals collected by different sensors. Although different types of faults own different class-specific features, they also generally possess common features. Especially for gearboxes, there are many complex components in the vibration signals, where many features may belong to more than one fault class, so analyzing and removing these common features before feature extraction is a quite significant process for a more efficient diagnosis. However, at present, few articles are proposed to solve the problem of common features. Inspired by a shared idea, we proposed a novel fault diagnosis method named shift-invariant and shared dictionary learning (SISDL), which consists of shared dictionary and diagnostic dictionary with shift-invariant. The shared dictionary is responsible for learning the common features from different fault classes. Meanwhile, the diagnostic dictionary is responsible for learning the class-specific features. Our proposed method with other five state-of-the-art dictionary learning methods is applied in a experimental gearbox case, and the results verify the advantage of SISDL over the others. © International Society of Engineering Asset Management 2024.",2-s2.0-85206379684
"Wireless Sensor Network Fault Detection and Isolation for Smart Irrigation Wireless Sensor Network (WSN) technology plays an important role in the application of smart irrigation by monitoring environmental soil conditions, which helps determine the amount of water required for an agricultural field. These sensors are exposed to harsh environmental conditions over long period of time and became prone to failure. These failures may lead the base station to take the wrong decision. This Paper presents a centralized approach toward detecting and isolating sensor fault in WSN using analytical redundancy which to achieve water saving and guarantee a good crop quality. Simulation results are proved the effectiveness of the proposed method. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85111263853
"A Framework of Integrating Condition Based Maintenance Programs and Wireless Sensor Network in The Context of Industry 4.0 Strategically, new maintenance paradigms, such as condition monitoring and predictive maintenance has now become one of the most ‘Smart’ thinking areas of Engineering. This is due to the increased demands by industry to maintain high levels of efficient production. The new Industrial Revolution: Internet of Things (IoT), cloud computing, advanced data analytics, machine learning, cyber physical system and augmented reality… have been driven to an intelligent maintenance that facilitates migration to the industry 4.0. Thus, the main emphasis of this work show the benefits to be achieved by the development of a comprehensive condition based maintenance, that considers the concept of wireless sensor network (WSN) technologies and real time monitoring for the earlier detection of the occurrence of possible machine failures, and supports technicians during the maintenance interventions by providing a guided intelligent decision support. The paper presents system architecture and design of a remote monitoring platform of CBM (condition based maintenance) using UML (unified modeling language). © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85102611963
"Industrial Internet of Things (IIoT): A Vivid Perspective Since the last couple of years, the internet of things has become a hot topic of research in academic as well as industrial domains. The Industrial Internet of Things (IIoT) is an amalgamation of industrial automation, control systems, and IoT systems. IIoT would be a substantially important component in the upcoming industries. The broadly listed aims of IIoT could be high working efficiency and productivity, better asset management of assets by product tailoring, smart monitoring of applications for production, preventive and predictive maintenance of equipment in the industry. In this article, a sound definition of IIoT, the architecture of IIoT, the key-enabling technologies, its major applications were presented. Finally, highlights the future scope and recent challenges faced in this field. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85111388675
"Expert Analysis for Multi-criteria Human-in-the-Loop Input Selection for Predictive Maintenance Model Human-in-the-Loop (HITL) concept integrating human knowledge and real-time activities into the smart and intelligent system yields an enhancement of IoT system. This paper proposes a HITL mechanism empowered with machine learning for Predictive Maintenance (PdM). A total of eight parameters were proposed as HITL inputs to integrate into the PdM system as an enhancement of the system. The parameter series are surveyed, carried out targeting Malaysia’s SMEs Company for the solidification of the proposed parameter for HITL. A predictive maintenance framework is put together based on the survey result for the usage of future predictive maintenance system. In addition, the generic PdM architecture model is illustrated in a case study of a conveyor belt system with all the HITL input as proposed in earlier mentioned survey. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85140476607
"Condition Monitoring of Rolling Contact Bearing by Vibration Signature Analysis Bearing condition monitoring is the useful technique for maintaining the health of the machines. A machine is similar to a human body as far as condition monitoring is concerned. The sensors act as stethoscope for machines, which provides the machine health-related information. The vibration information helps the analyst to predict the exact condition of machine. Condition monitoring plays a vital role in automation of medium to large-scale industries. Vibration signature is commonly used parameter for identification of fault in rotating machines. Hertzian contact deformation theory is used to calculate contact force. The mathematical model considers frequency as well as acceleration magnitude of bearing vibration. The model developed shows the nature of vibration for both defective and defect-free bearing. The results are presented in frequency domain for simulated defect on the raceways. The effects of defect location and rotating speed are investigated by using theoretical model. The actual rotor with defective bearing is tested at constant speed under known load. The wire cut EDM process is used for creation defects in the bearing. The results obtained in theoretical are validated through the experimentation. The model developed can be used for the signature pattern database development which will act as knowledge base for the future studies in the field. © 2021, Springer Nature Singapore Pte Ltd.",2-s2.0-85093829464
"DIMOSS, a Novel Structural Shape and Stress Monitoring Software: Theoretical Background and Applications Review Structural components of aircraft, civil and marine structures are prone to deterioration and require complex and costly maintenance activities. In recent years, much effort has been put into shifting from a preventive maintenance model, based on statistically scheduled interventions, to a predictive one, based on monitoring the actual health of the structure. The development of DIMOSS® (DIsplacement MOnitoring using Strain Sensors) software fits this context. DIMOSS® is a structural monitoring software for reconstructing fundamental quantities to assess the health of a structure, displacements and stresses. The software relies on strain sensors and it is based on the inverse Finite Element Method (iFEM). The software integrates iFEM and all the tools needed to design and operate a monitoring system. This paper introduces the theoretical background and the design approach of DIMOSS®. Moreover, it presents two successful experimental applications of the software: the monitoring of a stiffened composite wing-shaped panel and the live monitoring of an aluminium beam through the realisation of a structural digital twin. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",2-s2.0-85214092452
"Early Fault Detection in Safety Critical Systems Using Complex Morlet Wavelet and Deep Learning Automated Fault Detection and Diagnosis (FDD) plays an important role in health monitoring of safety critical systems. Typically, critical industrial processes involve voluminous number of sensors that are capable of assessing the system’s working condition and health. Time series analysis of sensor measurements can be used to predict potential system errors before the damage is irreparable. Predictive analysis is quintessential to reduce the system downtime and the costs associated. A major challenge in FDD is to detect faults much before the full-length time series is available, such that reliable predictions are achieved early in time. Thus, Early Classification of Time Series (ECTS) has to deal with the trade-off between accuracy and earliness, unlike conventional approaches that handle only accuracy. This paper proposes Complex Morlet Wavelet (CMW)-based time–frequency analysis for ECTS in a Deep Learning (DL) framework that combines Convolutional Neural Network (CNN) and Long Short-Term Memory (LSTM) Network. The proposed approach is validated using the publicly available Tennessee Eastman Process (TEP) dataset. Results demonstrate that CMW in combination with hybrid CNN-LSTM architecture outperforms the state-of-the-art approaches for ECTS. The scheme is benefited by the DL architecture that combines CNN and LSTM, rather than these architectures considered individually. The proposed approach is able to achieve superior joint accuracy-earliness optimization when compared to time domain and frequency domain analyses considered separately, conventional Short Time Fourier Transform (STFT)-based time–frequency analysis, and other state-of-the-art time–frequency approaches. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2-s2.0-85123417787
"The Predictive Maintenance of Vacuum Furnaces for Carburising Processes Low-pressure carburising processes are an important element of thermo-chemical treatment in such as the automotive, aviation and/or mechanical engineering industries. The reliability of heat treatment equipment is crucial due to the load placed on them and the possible costs associated with downtime. The value of the damaged charge to be treated, can sometimes exceed the value of the kiln itself. This article presents an analysis of low-pressure carburising processes carried out at a pit furnace with ceramic insulation, with special reference to the accumulation of carbon deposits on heating elements. The accumulation of carbon deposits on heating elements and current feedthroughs can lead to excess voltages and to these heating elements becoming damaged. Based on the research conducted, a procedure for burning out the carbon deposit has been developed, which is an element of the predictive maintenance of equipment for low-pressure heat treatment in carburising processes. Carrying out the procedure is based on data collected by a sensor dedicated to detecting the level of carbon deposits. © 2024, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85174448271
"Predictive Analytics for Oil and Gas Asset Maintenance Using XGBoost Algorithm One of the most important aspects of the oil and gas industry is asset management at their respective platforms. Without proper asset management, it will lead to various unexpected scenarios including an increase in plant deterioration, increased chances of accidents and injuries, and breakdown of assets at unexpected times which will lead to poor and hurried maintenance. Given the significant economic contribution of the oil and gas sector to oil-producing countries like Malaysia, accurate asset maintenance prediction is essential to ensure that the oil and gas platform can manage its operations profitably. This research identifies the parameters affecting the asset failure on oil and platform that will be interpreted using the XGBoost gradient boosting model from machine learning libraries. The model is used to predict the asset’s lifetime based on readings collected from the sensors of each machine. From result, our prediction method using XGBoost for asset maintenance has presented a 6.43% increase in classification accuracy as compared to the Random Forest algorithm. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2-s2.0-85144978445
