Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Food Industry,Sensor data,Fault prediction,Data driven,Xtreme Gradient Boosting,No,3,2-s2.0-85217025328
Industrial manufacturing,Sensor data,Fault prediction,Data driven,"CNN, Short Time Fourier Transform (STFT)",No,4,2-s2.0-85127510174
Industrial conveyor belt systems,Sensor data,Fault prediction,Data driven,Random forest,Yes: Feature importance / Decision trees,4,2-s2.0-85213535287
Smart manufacturing,Sensor data,Remaining Useful Life,Data driven,,No,4,2-s2.0-85195592289
Manufacturing,Sensor data,Remaining Useful Life,Data driven,,No,3,2-s2.0-85202143387
Food processing industry,Sensor data,Fault prediction,Data driven,Neural networks,No,2,2-s2.0-105005383483
Healthcare systems,Sensor data,Diagnosis and predictive analytics,Data driven,"Machine learning algorithms, Deep learning",No,1,2-s2.0-85210706617
Hydraulic systems,Sensor data,"['Fault prediction', 'Remaining Useful Life']",Data driven,Not specified,No,3,2-s2.0-85126827586
Industrial IoT / Automation,"['Sensor data', 'Time series', 'Structured data', 'Unstructured data']",['Predictive maintenance'],Data driven,"['Machine learning algorithms', 'Deep learning models', 'Natural language processing']",No,2,2-s2.0-85192644184
Environmental monitoring systems,Sensor data,Data quality / Missing data imputation,Data driven,"k-means clustering, k-NN, Regression Imputation, Expectation Maximization, MissForest",Yes: k-means clustering and traditional imputation techniques are interpretable,0,2-s2.0-85130638270
Other,Sensor data,Not specified,Data driven,Not specified,No,1,2-s2.0-85099563665
Energy systems,"['Sensor data', 'Time series']","['Energy demand forecasting', 'Anomaly detection', 'Predictive maintenance']",Data driven,['Machine learning'],No,2,2-s2.0-85214146513
Food & dairy safety,"['Sensor data', 'Big data analytics', 'Artificial intelligence']","['Safety issue detection', 'Predictive modelling']",Data driven,"['Artificial intelligence', 'Big data analytics']",No,2,2-s2.0-85218002317
Civil infrastructure / Bridges,Sensor data,Sensor fault diagnosis,Data driven,Not explicitly specified in the abstract,No,3,2-s2.0-85216933854
Construction sector,"['Sensor data', 'Images']",['Fault prediction'],Data driven,"['CNN', 'Neural network']",No,2,2-s2.0-85139198152
Marine machinery,Sensor data,Fault prediction,Data driven,"['Long Short-Term Memory', 'Variational Autoencoder', ""multi-level Otsu's thresholding""]",No,4,2-s2.0-85131074045
IoT systems,Sensor data,Data imputation / Data availability improvement,Data driven,Feedback- and voting-based anomaly imputation,No,2,2-s2.0-85130387131
Chip manufacturing,Sensor data,Missing data estimation,Hybrid,"Quantum mechanics-based stochastic differential equations, Gaussian process regression",No,2,2-s2.0-85169925605
Supply Chain Management,Structured data,Decision support / Operational insights,Other,Blockchain and Explainable AI (XAI),Yes: Explainable AI,0,2-s2.0-105004494126
Manufacturing systems,Sensor data,Fault prediction,Data driven,"['Random Forest', 'XGBoost']",No,3,2-s2.0-85100905607
Chip manufacturing,Sensor data,Fault prediction,Hybrid,Distributed observer-controller scheme,Yes: Residual-based fault detection and isolation,3,2-s2.0-85115697386
Pharmaceutical facilities,Sensor data,Fault prediction,Data driven,Convolutional Autoencoder (CAE),No,4,2-s2.0-85201406475
Renewable energy systems,Sensor data,Fault prediction,Data driven,Not specified,No,2,2-s2.0-85208325869
Healthcare / Physiotherapy,Sensor data,Movement monitoring / Feedback,Data driven,Not explicitly specified,Yes: Visual feedback from textile stretch sensors,1,2-s2.0-85084675620
Chip manufacturing,Sensor data,Fault prediction,Data driven,"CNN, SVM, Clustering, ANN",No,3,2-s2.0-85111001771
"Vehicle detection, possibly in automotive or smart transportation systems",Sensor data,Safety targets (hazard rate) / System reliability assessment,Data driven,Bayesian Networks,Yes: Bayesian Networks,2,2-s2.0-85087198024
Other,Sensor data,Fault prediction,Data driven,"['Multi-Layer Perceptron (MLP) neural network', 'K-Nearest Neighbor (KNN)', 'Support Vector Classifier (SVC)', 'Gaussian Naive Bayes (GNB)', 'Decision Tree (DT)', 'Random Forest classifier (RF)']",No,1,2-s2.0-85075381014
Aviation environments / Aircraft structural maintenance,Sensor data,Fault prediction,Data driven,Not specified,No,4,2-s2.0-85210396778
Ship engine systems,Sensor data,Fault prediction,Hybrid,"Hierarchical clustering, regression models, dynamic thresholds",Yes: Hierarchical thresholds and feature extraction provide interpretability,4,2-s2.0-85138992484
Energy networks and power plants,Sensor data,Asset health / Condition prediction,Data driven,Machine learning,No,3,2-s2.0-85203102275
Chip manufacturing,Images,Fault prediction,Data driven,"Image processing, Machine Learning",No,2,2-s2.0-85143478892
Healthcare / Medical cybersecurity,"Unstructured data, Images",Attack prediction,Data driven,Artificial Neural Network (ANN),No,2,2-s2.0-85160071719
Control engineering,"Big data, IoT devices, sensor data","System identification, fault detection, control parameters optimization",Data driven,"Swarm intelligence, Metaheuristics",No,2,2-s2.0-105005388873
Aero-engine / Aircraft systems,Sensor data,Remaining Useful Life,Data driven,"['XGBoost', 'Temporal Convolutional Network (TCN)']",No,4,2-s2.0-85208058089
Industrial manufacturing,Sensor data,Fault prediction,Data driven,Not specified,No,4,2-s2.0-85117940787
Hydro turbines,Sensor data,Fault prediction,Data driven,"FFT, Wavelet transform",Yes: FFT and wavelet transform are interpretable signal processing techniques,4,2-s2.0-105001953353
Mechanical systems,Sensor data,"Operational data (Torque, rotational speed, temperature)",Data driven,"Not explicitly specified, but implied sensor and measurement chain-based data collection",No,0,2-s2.0-85196284348
Industrial Internet of Things (IIoT) facilities,"Sensor data, Time series",Fault prediction,Data driven,"['LSTM', 'Genetic algorithm', 'Attention mechanism']",No,4,2-s2.0-85210081946
Commercial buildings,Sensor data,Remaining Useful Life,Data driven,None specified,No,3,2-s2.0-85137080357
Bridges / Infrastructure networks,Sensor data,Structural health assessment / Diagnostics,Hybrid,"['Model-Driven analysis', 'Data-Driven analysis']",Yes: Rule-based and model-driven components,4,2-s2.0-85216918267
Manufacturing,Sensor data,Remaining Useful Life,Data driven,Not specified,No,3,2-s2.0-105010751362
Fuel cell systems / Energy production,Sensor data,Fault prediction,Knowledge based,Ontology-based reasoning,Yes: rule-based / knowledge inference,3,2-s2.0-85089213022
Other,Not specified,Not specified,Other,"CUSUM, hypothesis testing, Reinforcement Learning",No,0,2-s2.0-85091788669
Industrial vibration monitoring,Sensor data,Fault prediction,Physics based,"Eigenfrequency analysis, piezoelectric energy harvesting","Yes: Eigenfrequency analysis, physical design considerations",3,2-s2.0-85202818193
Aviation systems,Sensor data,Proactive health management,Data driven,Machine learning algorithms,No,2,2-s2.0-85202340909
Industrial systems,Sensor data,Fault prediction,Hybrid,"Rule-based, Adaptive learning (implied), Data augmentation techniques","Yes: Rule-based, Adaptive rules",3,2-s2.0-105008222561
Natural gas pipelines,Sensor data,Fault prediction,Data driven,Ensemble Kalman filter (EnKF),No,2,2-s2.0-85207690270
Transportation systems,Sensor data,Remaining Useful Life,Data driven,,No,1,2-s2.0-105009251524
Vehicle safety systems,Sensor data,Fault prediction,Data driven,Machine learning (specific techniques not specified explicitly),No,3,2-s2.0-85143445868
Commercial buildings,Sensor data,Fault prediction,Data driven,,No,3,2-s2.0-105011021963
Industrial systems,Sensor data,Remaining Useful Life,Data driven,"Fiber Bragg Grating (FBG) sensors, optical sensing technologies",Yes: FBG sensors provide interpretable sensory data,4,2-s2.0-85201343637
Intelligent vehicle localization systems / Transportation,"['Sensor data', 'Time series', 'Structured data']",['Fault prediction'],Hybrid,"['Zonotopic set membership techniques', 'Gaussian Kalman filter', 'Information filter']",Yes: Interpretable set-based methods and Kalman filter,2,2-s2.0-85207691520
Metal matrix composites manufacturing,Sensor data,Fault prediction,Data driven,"Advanced analytics, IoT monitoring",No,3,2-s2.0-105002879504
Gas turbines,Sensor data,Fault prediction,Data driven,CNN,No,4,2-s2.0-85163030497
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,Regression model,Yes: regression,4,2-s2.0-85121615076
Offshore wind turbine systems,Sensor data,Remaining Useful Life,Physics based,Torsional model,Yes: Physics based modeling,4,2-s2.0-85104093655
Tokamaks (plasma fusion devices),Sensor data,Fault prediction,Data driven,"['Support Vector Classifier', 'Multi-layer Perceptron Classifier', 'K-Nearest Neighbor', 'Decision Tree', 'Weighted majority voting ensemble']",Yes: Decision Tree,1,2-s2.0-85090402791
Urban agricultural systems,"Images, Sensor data",Sensor measurement forecasting,Data driven,CNN (Convolutional Neural Networks),No,1,2-s2.0-85185846759
Other,Structured data,Security/Encryption keys,Other,Quantum Key Distribution (QKD),No,0,2-s2.0-85218822260
Mining and tunneling equipment / Tunnel boring machine (TBM) systems,Sensor data,Remaining Useful Life,Reinforcement learning,Reinforcement Learning,No,2,2-s2.0-85139227503
Electric vehicles / Battery management systems,Sensor data,Fault prediction,Model-based,Adaptive observers,Yes: Adaptive observers,3,2-s2.0-85196171966
Electric scooters / Micro-mobility,Sensor data,Fault prediction,Data driven,"['Random Forest', 'XGBoost', 'SVM with k-means clustering']","Yes: Decision tree-based and SVM models are often interpretable, especially with feature importance analyses",3,2-s2.0-105008869794
"Industrial structures / infrastructure (e.g., rotorcraft, pipeline, paper manufacturing equipment, high-speed train)",Sensor data,Damage / fault detection,Data driven,"Advanced signal processing, diagnosis methods",Yes: signal processing and diagnosis methods,2,2-s2.0-85158929327
"Engine systems (diesel engine lubrication system, mechanical, hydraulic, thermodynamic processes)","Sensor data, Time series",Root cause analysis,Hybrid,"['Bond graph', ""Hotelling's T2"", 'Q statistics', 'Bayesian network']","Yes: Expert knowledge integration, contribution plots",4,2-s2.0-85129561172
Automotive systems,Sensor data,Fault prediction,Data driven,Classification algorithms,No,2,2-s2.0-85105467194
Other,Structured data,Other,Hybrid,Not specified,No,1,2-s2.0-85160737469
Industrial machinery / equipment,Sensor data (vibration signals),Fault prediction,Data driven,"Convolutional Neural Network (CNN), Transfer Learning",No,3,2-s2.0-85140881675
Healthcare facilities,Sensor data,Fault prediction,Data driven,,No,3,2-s2.0-85217686494
HVAC systems,['Sensor data'],['Fault prediction'],Data driven,Not specified,No,4,2-s2.0-85192793535
Engine systems,Sensor data,Fault prediction,Hybrid,Co-simulation,Yes: Co-simulation model,1,2-s2.0-85116765426
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Wavelet transforms, Histogram of Oriented Gradients (HOG)",Yes: HOG features and wavelet analysis,3,2-s2.0-85168423231
Electric machines / Rotating machinery,"Current data, Voltage data, Stray flux (electromagnetic signals), Vibration data",Fault prediction,Data driven,"Fast Fourier Transform (FFT), Signal processing techniques (envelope analysis, noise cancellation)",Yes: Signal processing techniques,4,2-s2.0-85119498443
Industrial machinery / rotating machinery / bearing-rotor systems,Sensor data,Fault prediction,Hybrid,"['Discriminative Embedding', 'Feature extraction', 'Classifiers']",Yes: Discriminative Embedding,3,2-s2.0-85182945193
Civil infrastructure,"Images, Sensor data",Crack detection and crack pattern visualization,Data driven,"['Deep learning', 'Vision models', 'Large Language Model']",No,3,2-s2.0-105000954039
Gearbox systems,Sensor data,Fault prediction,Data driven,Naïve Bayes classifier,Yes: Naïve Bayes classifier,3,2-s2.0-105000953105
Mechatronic systems,Sensor data,Fault prediction,Data driven,Recurrent neural network,No,2,2-s2.0-85111583733
Bridge infrastructure / Structural health monitoring,Sensor data,Remaining Useful Life,Data driven,Regression analysis,Yes: Regression analysis,4,2-s2.0-85133531808
Power transformers,"Ultrasonic signals, Time difference of arrival (TDOA)",Fault localization,Data driven,Chan-WLS algorithm,Yes: Optimization-based algorithm,4,2-s2.0-85198851463
Home Appliances,"['Sensor data', 'Time series']",Remaining Useful Life,Data driven,Machine Learning,No,2,2-s2.0-85143894312
Aircraft engines,"Sensor data, Time series",Remaining Useful Life,Data driven,"['Multi-head Attention', 'LSTM']",No,4,2-s2.0-85127618635
Marine environment monitoring,Structured data,Fault prediction,Rules and/or logic based,Communication testing and fault analysis procedures,Yes: Rule-based diagnostics,2,2-s2.0-85127632666
Industrial motors / Electrical machinery,Sensor data,Fault prediction,Data driven,Support Vector Classifier (SVC),Yes: threshold-based decision,4,2-s2.0-86000777421
Industrial motors and fault detection,Images,Fault prediction,Data driven,Statistical features (mean and standard deviation),Yes: statistical features,3,2-s2.0-85179520574
Manufacturing,Sensor data,Fault prediction,Data driven,Generalized system modeling / Pressure sensing analysis,Yes: rules-based / physical model,4,2-s2.0-85101267981
Bridges / Infrastructure monitoring,Sensor data,Trainload detection,Data driven,Statistical analysis,Yes: statistical analysis,4,2-s2.0-85171467248
Medical devices / Catheter force sensing,Sensor data,Fault prediction,Data driven,Not explicitly specified in the abstract,No,0,2-s2.0-85187002663
Other,Sensor data,Fault prediction,Rules and/or logic based,"Path planning algorithms, rules-based logic",Yes: rules and logic based,0,2-s2.0-85097763822
Commercial buildings,Sensor data,Fault prediction,Rules and/or logic based,Rule-based FDD methods,Yes: Rule-based,4,2-s2.0-85192813469
Electric machines / Rotating machinery,Sensor data,Remaining Useful Life,Data driven,STFT + KNN,No,4,2-s2.0-85097782920
Underground monuments / Archaeological structures,"['Remote sensing', 'GIS', 'LIDAR images', 'Digital Elevation Models (DEM)', 'Mechanical testing data']",Assessment of rock mass stability / Failure analysis,Physics based,"['Finite element analysis', 'Geotechnical modeling']","Yes: Geotechnical modeling and rock mass quality indices such as RMR, Q-system, GSI are interpretable and based on established engineering principles",2,2-s2.0-85100699546
Port container cranes / Heavy machinery in ports,Sensor data,Failure prediction,Hybrid,Failure mode and effects analysis (FMEA) combined with IoT sensor data analysis,Yes: FMEA-based risk analysis,4,2-s2.0-85210825841
Chip manufacturing,Sensor data,Fault prediction,Data driven,Stray-flux analysis,Yes: Fault severity indicator based on components energies,4,2-s2.0-85119485194
Industrial systems,Sensor data,Fault prediction,Data driven,Transformer,No,4,2-s2.0-85131258902
Industrial equipment / general industrial systems,Sensor data,"['Fault prediction', 'Remaining Useful Life']",Data driven,,No,3,2-s2.0-85119471753
Electrical drives / Motor control systems,Sensor data,Fault prediction,Data driven,"Not explicitly specified, but likely signal processing and machine learning techniques",No,2,2-s2.0-85097170670
Chip manufacturing,Images,Remaining Useful Life,Data driven,Deep learning with supervised attention,Yes: attention mechanism,4,2-s2.0-85088866391
Electric vehicle wireless power transfer systems,"['Sensor data', 'Electric values monitoring']","['Foreign object detection', 'Living organism detection']",Data driven,,No,2,2-s2.0-85179517070
Industrial sound analysis,Audio data,Fault prediction,Data driven,Federated Learning with Homomorphic Encryption,No,2,2-s2.0-85207838108
Chip manufacturing,['Sensor data'],['Fault prediction'],Hybrid,"['Petri Nets', 'Artificial Neural Networks', 'Integer Linear Programming']",Yes: Petri Nets,4,2-s2.0-105001088901
Electrical switchgear and transformer systems (specifically OLTC - On-Load Tap Changer),Sensor data,Fault prediction,Data driven,Spectral analysis / Frequency domain analysis,Yes: spectral analysis,3,2-s2.0-85217892626
Power plants / Power generation equipment,Audio data,Fault prediction,Data driven,Neural Network Classifier,No,3,2-s2.0-85210876737
Commercial buildings,"Sensor data, Metadata from building design data (implying structured data, BIM info)",Energy saving and fault detection,Hybrid,"Knowledge graphs, Data analysis (possibly machine learning components)",Yes: Knowledge graphs and data analysis are inherently interpretable techniques,4,2-s2.0-85179511252
Aircraft engines / Aviation maintenance,Sensor data,Fault prediction,Hybrid,"ANN, FMECA, Weibull distribution analysis","Yes: FMECA (structured reliability analysis), Weibull (statistical model)",4,2-s2.0-105010184214
Metro train systems,Time series,Fault prediction,Data driven,['LSTM'],No,4,2-s2.0-85187300956
Commercial buildings,"Sensor data, Time series",Fault prediction,Data driven,"Data analytics, AI",No,3,2-s2.0-85213194634
Commercial vehicles / road safety systems,Sensor data,Fault prediction,Data driven,"Not explicitly specified, but likely statistical or machine learning-based methods related to transmissibility analysis",Yes: transmissibility-based detection,2,2-s2.0-85135759629
Mobile machinery,Sensor data,Remaining Useful Life,Data driven,Not explicitly specified,No,3,2-s2.0-85143891741
Industrial equipment health monitoring,Sensor data,Remaining Useful Life,Data driven,Discriminant GANs,No,3,2-s2.0-85089213508
Power transmission systems,Sensor data,Fault prediction,Data driven,,"Yes: Filtering algorithms (SMAF, KF, SoSF)",3,2-s2.0-85179522013
Electrical systems / Motor drive systems,Sensor data,Fault prediction,Data driven,Neural Networks,No,2,2-s2.0-85143911379
Industrial systems / Manufacturing,Sensor data,Fault prediction,Data driven,Support Vector Machine (SVM),Yes: Support Vector Machine,4,2-s2.0-85093961338
Industrial systems (general),Sensor data,Root cause analysis,Data driven,Not specified,Yes: interpretability techniques involved,3,2-s2.0-85081336611
Fuel Cell Systems,Sensor data,Remaining Useful Life,Data driven,Not explicitly specified,No,2,2-s2.0-85097800700
Industrial machinery / mechanical systems,Sensor data,Fault prediction,Data driven,"Compressed sensing, signal processing, sensor fusion",No,2,2-s2.0-85131240122
Electrical Machines / Mechatronics Systems,['Sensor data'],['Fault prediction'],Data driven,Signal processing and spectrum analysis,Yes: envelope spectrum analysis,2,2-s2.0-85217668912
Other (Railway/Train systems),Sensor data,Fault prediction,Data driven,,No,4,2-s2.0-105003034590
Vehicle emissions monitoring,Sensor data,Emission prediction,Data driven,Deep learning time series forecasting,No,2,2-s2.0-105006775200
Industrial robots / Manufacturing,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,"BiLSTM, Bayesian neural networks, Attention mechanisms, SST","Yes: Bayesian neural networks for uncertainty quantification, attention mechanisms for interpretability",4,2-s2.0-105009591187
Chip manufacturing,Sensor data,Lot-level quality estimation,Data driven,CNN,No,4,2-s2.0-85119513568
Electricity grids / Power distribution networks,Sensor data,"Predictive maintenance, Grid state visualization, Forecasting, Novelty detection",Data driven,Machine Learning architectures,No,3,2-s2.0-105002848418
Chip manufacturing,Sensor data,Fault prediction,Data driven,Digital filter,Yes: Digital filter,2,2-s2.0-85216367635
Electric motors / Manufacturing systems,Sensor data,Fault prediction / Root cause analysis,Data driven,Machine Learning,No,3,2-s2.0-85143886461
HVAC systems,Structured data,Energy consumption optimization,Model Predictive Control,Model Predictive Control (MPC),Yes: Rule-based or Model Predictive Control techniques,4,2-s2.0-85119503479
Industrial drives / rotating machinery,Sensor data,Fault prediction,Data driven,"Simulated and tested through PSpice, comparison with oscilloscope; no specific ML or rules-based technique explicitly mentioned",No,2,2-s2.0-85217642617
Rotating machinery,Sensor data,Fault prediction,Data driven,Transformer,No,4,2-s2.0-85148468214
Industrial systems,Sensor data,Fault prediction,Data driven,"Hierarchical Graph Convolutional Networks, Latent Structure Learning",No,4,2-s2.0-85149824477
Wastewater treatment plants,Time series,Fault prediction,Hybrid,"Set membership identification, RBF neural network",Yes: Set membership identification,4,2-s2.0-85097793065
Industrial systems,Sensor data,Fault prediction,Data driven,"Autoencoder (unsupervised neural network), Nature-Inspired Algorithms",No,3,2-s2.0-85183852296
Other,"['Sensor data', 'Images', 'Time series']",['Fault prediction'],Data driven,"['Support Vector Machine (SVM)', 'Texture analysis', 'Time–frequency analysis']",Yes: texture feature analysis and SVM provide interpretability based on texture features and classification rules,3,2-s2.0-85101884086
Microgrid systems,Sensor data,Fault prediction,Data driven,"Artificial neural network (ANN), Discrete wavelet transform (DWT)",No,2,2-s2.0-85119531387
Industrial motors / Bearings,Sensor data (thermographic images),Fault prediction,Data driven,Principal Component Analysis (PCA),Yes: PCA,2,2-s2.0-85143906442
Satellite systems,Sensor data,Fault prediction,Data driven,"['Adaptive Unscented Kalman Filter', 'Radial Basis Function neural network']",No,1,2-s2.0-105010095893
"Industrial systems with rotating machinery, specifically bearing systems in motors",Sensor data,Remaining Useful Life,Data driven,"Complex Autoregressive (CAR) model, Projected Recursive Least Squares (P-RLS)",Yes: Autoregressive models and recursive least squares are generally interpretable,4,2-s2.0-105001058026
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Time and frequency domain analysis, time-frequency analysis",Yes: Rule-based features (time and frequency indicators),3,2-s2.0-105001024645
Sauna,Sensor data,Condition monitoring / Decision support,Rules and/or logic based,Fuzzy similarity measure,Yes: Fuzzy logic,1,2-s2.0-85097781353
Battery management / Lithium-ion batteries,"Sensor data, Time series",Remaining Useful Life,Data driven,Neural network-based model,No,3,2-s2.0-85175597351
Industrial systems,"['Sensor data', 'Time series']",['Calibration accuracy'],Data driven,"Mathematical interpolation, algorithmic correction",Yes: Interpretable algorithms,2,2-s2.0-105003685487
Industrial manufacturing,Sensor data,"Remaining Useful Life, Fault prediction",Data driven,"['CNN', 'LSTM', 'Transformer', 'GNN']",No,4,2-s2.0-105010219830
Rotor systems in mechanical systems,Sensor data,Fault prediction,Data driven,Entropy-based feature extraction,Yes: Entropy-based methods are generally interpretable,2,2-s2.0-85174831293
Industrial manufacturing / General industry,"Sensor data, maintenance, and maintainer behavior data",Machine health and failure prediction,Data driven,"Machine learning, AI",No,3,2-s2.0-85207864704
Vehicle dynamics / automotive systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['Decision trees', 'Clustering algorithms (K-means, hierarchical clustering, DBSCAN)']",Yes: Decision trees,2,2-s2.0-85119491986
Connected and Autonomous Vehicles,Images,Fault prediction,Data driven,CNN,No,2,2-s2.0-85217069076
Other,Sensor data,"Fault prediction, Crop health monitoring",Hybrid,"['SHAP', 'LIME', 'Grad-CAM', 'Federated Learning']","Yes: SHAP, LIME, Grad-CAM",1,2-s2.0-105005784914
Industrial motors / Electrical drives,Sensor data,Fault prediction,Physics informed,"State observers, analytical model",Yes: interpretable due to use of analytical model and state observers,3,2-s2.0-85216248258
Aircraft systems,Time series,Fault prediction,Data driven,CNN,No,4,2-s2.0-105001398128
Modular manufacturing systems,Sensor data,Fault prediction,Hybrid,Machine Learning,No,3,2-s2.0-85179184526
Commercial buildings,Sensor data,Fault prediction,Data driven,"Not explicitly specified, likely sensor data analytics and machine learning",No,3,2-s2.0-85097780399
Industrial systems / Bearings / Rotating machinery,Images,Fault prediction,Data driven,Statistical and image processing indicators,Yes: statistical and non-statistical indicators,2,2-s2.0-85179505972
Water distribution networks,Sensor data,Fault prediction,Data driven,Artificial Neural Networks (ANNs),No,3,2-s2.0-105000903229
High-Voltage DC/DC converter systems,Sensor data,Fault prediction,Physics based,Extended Kalman Filter (EKF),Yes: Interpretability of EKF-based estimation,3,2-s2.0-85179506380
PEMFC systems,['Sensor data'],['Fault prediction'],Data driven,"['Principal Component Analysis (PCA)', 'Decision Tree', 'Extreme Learning Machine (ELM)']",Yes: Decision Tree,2,2-s2.0-85179517282
Supply Chain Management,IoT sensor data,Authentication and security verification,Rules and/or logic based,AVISPA and BAN logic,Yes: logic and security analysis techniques,0,2-s2.0-105004235094
Electrical machines / Induction motors,"Sensor data, Time series, Spectrograms, Signal data",Fault prediction,Data driven,"Signal processing, Feature extraction, Machine learning (unspecified)",No,2,2-s2.0-85179522732
Hydraulic systems,Sensor data,Fault prediction,Data driven,"Unknown Input Observer (UIO), EFIR estimator",Yes: Lyapunov-stability-based theory,2,2-s2.0-85094131683
Commercial buildings,Sensor data,Fault prediction,Data driven,"Optimization algorithms (unspecified), classifier-based fault detection",Yes: Rules-based or interpretable classifiers,4,2-s2.0-86000374540
Manufacturing / Glass forming processes,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Autoencoder-like neural networks,No,4,2-s2.0-85114961508
Industrial motor drives,Sensor data,Fault prediction,Data driven,MobileNet (a type of CNN),No,3,2-s2.0-85194831234
Vehicle dynamics systems,"['Sensor data', 'Time series']",['Fault prediction'],Hybrid,"['Extended Kalman Filter', 'Machine learning']",Yes: feature development and model-based observer,3,2-s2.0-85097782102
Power systems / Power transformers,"Sensor data, Time series",Fault prediction,Data driven,"LightGBM, SHAP, LIME",Yes: SHAP and LIME,4,2-s2.0-105009368423
Industrial control systems / Servo control systems,Sensor data,Fault prediction,Hybrid,"Unknown input observer (UIO), Model-based compensation",Yes: residual analysis and model-based interpretation,2,2-s2.0-85090383986
Other,Structured data,Model performance metrics / Adaptation status,Hybrid,"Federated Learning (FedAvg, FedOMD)",No,1,2-s2.0-85166747429
Power plants / Industrial boilers,"Sensor data, Maintenance data, Testing data","Remaining Useful Life, Fault prediction",Data driven,"CNN autoencoder, Anomaly detection",Yes: Threshold based on reconstruction error (MAE ± 2.5 x STD),3,2-s2.0-85210861846
Industrial machinery/rotating equipment,Sensor data,Fault prediction,Data driven,Deep Learning,Yes: feature attribution techniques,4,2-s2.0-86000381751
HVAC systems,Sensor data,Fault prediction,Data driven,Multi-dimension Gaussian mixture model EM clustering algorithm,Yes: Clustering algorithms are generally interpretable,4,2-s2.0-85187263459
Commercial buildings,Sensor data,Remaining Useful Life,Hybrid,"Symbolic regression, Genetic programming",Yes: Symbolic regression,4,2-s2.0-105003671785
Oil and Gas Surface Facilities,"['Sensor data', 'Time series', 'Unstructured data']","['Predictive maintenance', 'Operational optimization']",Data driven,"['Machine learning', 'Simulations', 'Decision models']",No,2,2-s2.0-105009265101
Industrial machinery / Equipment maintenance,['Sensor data'],['Remaining Useful Life'],Data driven,"['Random forest regressor', 'Gaussian process regressor']",No,3,2-s2.0-105000879096
Gas sensing in industrial electrical systems,Sensor data,Fault prediction,Data driven,,No,2,2-s2.0-85171755167
Electrical machines / Motor systems,Sensor data,Fault prediction,Data driven,Simulation and experimental validation (implies use of data analysis techniques),Yes: Disambiguation strategy with simulation and experimental validation,2,2-s2.0-85139423445
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['CNN', 'LSTM', 'PSO']",No,4,2-s2.0-85166340340
Other,"['Sensor data', 'Images']",['Fault prediction'],Data driven,Deep learning,No,0,2-s2.0-85166780788
Chip manufacturing,Structured data,Fault prediction,Physics based,"Mathematical modeling, analytical expressions","Yes: Analytical model, mathematical expressions",2,2-s2.0-85135747109
Environmental monitoring,Sensor data,Fault prediction,Data driven,Routing protocols and metrics (implied heuristic/rule-based methods),Yes: Rules and heuristics,2,2-s2.0-85201618434
Underwater Sensor Networks,Structured data,Fault prediction,Formal verification,Reachability analysis,Yes: Formal verification,0,2-s2.0-85174853303
Chip manufacturing,Sensor data,Remaining Useful Life,Hybrid,"['Evolving Connectionist System (ECoS)', 'Hidden Semi-Markov Model (HSMM)']",No,4,2-s2.0-85135747595
Manufacturing machinery,"Sensor data, Time series, Images",Fault prediction,Data driven,"['Deep CNN', 'Wavelet synchro-squeezed transform (WSST)']",No,4,2-s2.0-85174808906
Aerospace / Flight systems,Sensor data,Fault prediction,Data driven,"['Autoencoder', 'CNN']",No,0,2-s2.0-85141522197
Industrial systems with rotating machinery / Bearing fault diagnosis,Vibration data,Fault prediction,Data driven,"['Principal Component Analysis', 'Supervised Principal Component Analysis', 'Linear Discriminant Analysis', 'Frequency analysis', 'Envelope analysis']","Yes: PCA, SPCA, LDA",3,2-s2.0-85209684115
Power equipment / Electrical systems,Sensor data,Fault prediction,Data driven,Siamese network,No,3,2-s2.0-85131718022
Wind turbine blade monitoring,Sensor data,Fault prediction,Data driven,Deep learning,No,4,2-s2.0-85141609384
Robotic systems in radioactive environments,"['Sensor data', 'Time series']",['Fault prediction'],Physics based,Disturbance observer,Yes: disturbance observer,3,2-s2.0-85139454464
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"CNN, LSTM, MLP, BiLSTM",No,4,2-s2.0-85149374182
Maritime shipping,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Federated Learning (FL),No,2,2-s2.0-85182352593
Power plant systems,Sensor data,Fault prediction,Data driven,"Clustering, Linear Discriminant Analysis, Mahalanobis Depth Statistics","Yes: Linear Discriminant Analysis, Mahalanobis Depth Statistics",3,2-s2.0-85194092396
HVAC systems,"['Sensor data', 'Structured data', 'Time series']",['Occupancy prediction'],Data driven,"['Light Gradient Boost Machine (LGBM)', 'XgBoost', 'AdaBoost', 'LSTM', 'CatBoost']",No,4,2-s2.0-85189652215
