Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Industrial pumps / Mechanical systems,Sensor data,Fault prediction,Data driven,Convex optimization,Yes: convex optimization,3,2-s2.0-85102146419
Space gravitational wave detection facilities,Sensor data,Fault prediction,Data driven,Convolutional Recurrent Variational Encoder (CRVAE),No,2,2-s2.0-85180622994
Structural health monitoring in buildings and mechanical structures,Sensor data,Damage detection,Bayesian filtering based approaches,"Bayesian filtering, Switching Kalman filter",Yes: Bayesian filtering,1,2-s2.0-85128674237
Chip manufacturing,Images,Fault prediction,Data driven,"Frequency energy shift method, Chi-square test",Yes: Chi-square test,4,2-s2.0-85087277961
Rotating machinery,Sensor data,Fault prediction,Data driven,"CNN, Transformer, adversarial learning, contrastive loss",No,3,2-s2.0-85149713194
Other,Unstructured data,Fault prediction,Hybrid,Biologically inspired / Biomimicry,Yes: Interpretable / Explainable based on biomimetic principles,2,2-s2.0-85195602867
Industrial structures / Structural health monitoring,Sensor data,Fault prediction,Hybrid,"['Bayesian probabilistic distributions', 'Multi-layer perceptron (MLP)', 'Metropolis–Hastings algorithm']",Yes: Bayesian probabilistic distributions,0,2-s2.0-85195538792
Induction Motor in industrial systems,Sensor data (vibration and current frequency domain signals),Fault prediction,Data driven,Deep learning neural network,No,4,2-s2.0-85180635139
Other,Sensor data,Fault prediction,Data driven,"['Bayesian network', 'Uncertainty analysis']",Yes: Bayesian network,2,2-s2.0-85206795907
Rotating machinery / Bearings,Sensor data,Fault prediction,Physics informed,"Numerical simulations, Prototype validation","Yes: Signal enhancement, demodulation process",2,2-s2.0-85182916374
Fused Deposition Molding (FDM) 3D printing,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Data driven,"['STFT algorithm', 'Image processing']",Yes: Image processing and threshold-based region analysis,3,2-s2.0-85105994715
Gear transmission systems,"Angle measurements, Electric current measurements, Acceleration measurements",Fault prediction,Data driven,"Algorithms with angle-based condition indicators, Feature engineering",Yes: rule-based and feature-based methods,3,2-s2.0-85212960047
HVAC systems,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Data driven,FFT,Yes: FFT,4,2-s2.0-85161239784
Industrial structures with flanged joints,"['Vibro-acoustic signals', 'Ultrasonic signals']",['Looseness detection and assessment'],Data driven,Vibro-Acoustic modulation method,No,2,2-s2.0-85088318297
Industrial robots,Sensor data,Fault prediction,Data driven,"['CNN', 'CapsNet']",No,2,2-s2.0-85134601959
Rotating machinery,Sensor data,Fault prediction and localization,Data driven,Shrinkage Mamba relation network (SMRN),No,4,2-s2.0-85209069740
Industrial fault diagnosis,Sensor data,Fault prediction,Data driven,"Dempster–Shafer theory, evidential deep learning",Yes: evidential deep learning,3,2-s2.0-105001875681
Paper pulp industry,Sensor data,Sensor values prediction,Data driven,Neural Networks,No,3,2-s2.0-85138811212
Industrial machinery/rotating equipment (bearings),"Sensor data, Time series",Remaining Useful Life,Data driven,"ConvLSTM, Transformer, RNN, PNN",No,4,2-s2.0-85175464969
Industrial machinery / wind turbines,Sensor data,Fault prediction,Data driven,"Residual CNN with multi-attention modules, wavelet transform, whale optimization algorithm",No,4,2-s2.0-85168420501
Industrial automation / Robotics,Sensor data (position and force data),Fault prediction / Abnormal detection and classification,Data driven,Convolutional Neural Network (CNN),No,3,2-s2.0-85204353479
Oil and Gas Production Systems,Sensor data,Fault prediction,Data driven,SVM,No,3,2-s2.0-105001416239
Industrial systems / Asset management,"Sensor data, Big Data, IoT data","Asset reliability, Maintenance decision support",Data driven,"Big Data analytics, IoT analysis",Yes: decision support and trend analysis are interpretable,3,2-s2.0-85197109680
IoT systems,Structured data,Safety analysis artefacts / Fault behaviour,Model-based,"UML/SysML, Dynamic Fault Tree (DFT)",Yes: UML/SysML and Fault Tree analysis are interpretable,1,2-s2.0-85195588676
Industrial systems (specifically manufacturing and turbine systems),"Sensor data, Time series",Remaining Useful Life,Data driven,"Graph Transformer, Multi-head self-attention",No,3,2-s2.0-85177487303
Automotive systems / Dual clutch transmission,Structured data,Fault prediction,Rules and/or logic based,"Unknown input observer, bank of observers",Yes: Rules and logic based,2,2-s2.0-85121999749
Electrical safety testing equipment,Sensor data,Fault prediction,Data driven,Data analysis of software operation platform,No,2,2-s2.0-85105999073
Machine systems,Sensor data,Fault prediction,Data driven,"Sparsity measures, Ratios of quasi-arithmetic means",Yes: Rules-based or interpretability through sparsity measures and ratio formulations,2,2-s2.0-85096674925
Industrial pipeline systems,Sensor data,Fault prediction,Data driven,Cross-correlation analysis,Yes: cross-correlation analysis,2,2-s2.0-85106033133
Rotating machinery / Mechanical systems,Sensor data,Fault prediction,Hybrid,"['Recurrence Quantification Analysis (RQA)', 'Multi-layer perceptron neural network']",Yes: Recurrence Quantification Analysis (RQA),4,2-s2.0-85190260126
Industrial systems / Machine condition monitoring,Sensor data,Fault prediction,Data driven,"Optimization strategy (alternative optimization), spectral analysis concepts",Yes: interpretable fault feature extraction,4,2-s2.0-85200204717
Gear fault diagnosis in mechanical systems,"Multi-channel signals, sensor data",Fault prediction,Data driven,Lanczos quaternion singular spectrum analysis (LQSSA),No,1,2-s2.0-85120969341
Aero-engine systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Transformer, Variational inference",No,4,2-s2.0-85199279863
Spacecraft equipment and spaceflight,Sensor data,Fault prediction,Data driven,Genetic Algorithm combined with Adaptive-Learning-rate-based Back Propagation algorithm (GAALBP),No,0,2-s2.0-85184502356
Mechanical systems (bearings and gearboxes),Sensor data,Fault prediction,Data driven,"['Meta-learning', 'Episodic learning', 'Feature embedding visualization (t-SNE)']",No,2,2-s2.0-85100211264
Structural health monitoring in complex engineering structures,Sensor data,Fault prediction,Data driven,Nth-order output spectrum estimation (nth-OSE),Yes: frequency domain features and damage indicator interpretation,2,2-s2.0-85087590790
Industrial systems,Sensor data,Fault prediction,Data driven,Deep transfer learning,No,3,2-s2.0-85187782704
Elevator systems,Sensor data,Fault prediction,Data driven,Graph Convolutional Network (GCN),No,4,2-s2.0-85217698903
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['Gini index', 'Particle filter']","Yes: Gini index, Particle filter",4,2-s2.0-85195609885
Hydraulic control systems,Sensor data,Fault prediction,Data driven,"Particle swarm optimization, Monte Carlo simulation",No,2,2-s2.0-85127313212
Hydropower systems,Monitoring data,Performance assessment,Hybrid,Transmissibility function method,Yes: transmissibility function method,4,2-s2.0-85176234333
Complex systems / Industrial systems,Sensor data,Remaining Useful Life,Data driven,Multi-scale spatiotemporal attention network with adaptive relationship mining,Yes: visual representations,4,2-s2.0-85205116781
Energy systems / Gas turbines in integrated energy systems (IESs),"Sensor data, Time series",Fault prediction / Sensor fault diagnosis,Data driven,"['Gradient histogram distribution (GHD)', 'Light Gradient Boosting Machine (LightGBM)']",No,4,2-s2.0-85181986524
Aero-engines,Sensor data,"Fault prediction, Performance degradation estimation",Hybrid,"Kalman filter, Extreme Learning Machine (ELM)",No,3,2-s2.0-85130363351
Industrial systems,Sensor data,Predictive maintenance insights,Data driven,Random Forest,Yes: Random Forest,2,2-s2.0-105005516033
Hydroelectric generator units,Structured data,Fault prediction,Other,"Virtual reference elimination (VIRE) algorithm, Cubic spline interpolation, Dynamic thresholding",Yes: VIRE algorithm and interpolation methods are interpretable techniques,2,2-s2.0-105005161298
Hydraulic systems,Sensor data,Fault prediction,Data driven,"Transfer learning, domain adaptation, sensor fusion",No,3,2-s2.0-85194904143
Rotating machinery / Bearing fault diagnosis,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,['Convolutional Neural Network (CNN)'],No,2,2-s2.0-85125741643
Unmanned vehicle systems,Sensor data,Fault prediction,Data driven,Particle filter,No,4,2-s2.0-85190780681
Aero engines / Aircraft systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"CNN, LSTM, Attention mechanism",No,2,2-s2.0-85219329831
Industrial systems/equipment (specifically electric pumps),Sensor data,Fault prediction,Hybrid,"['Ensemble learning', 'Principal component analysis']",Yes: feature importance and PCA provide interpretability,3,2-s2.0-85183690582
Rotating machinery / Bearings,Sensor data,Fault prediction,Data driven,"Spectral kurtosis, kurtogram, sliding window analysis",Yes: spectral kurtosis and kurtogram are interpretable techniques,3,2-s2.0-85205027301
Automotive systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,2,2-s2.0-85213556691
Industrial systems (rotating equipment / bearings),"Sensor data, Time series",Fault prediction,Data driven,"3D-CNN, MVMD",No,2,2-s2.0-85177482359
Sensor systems in hostile environments,Sensor data,Remaining Useful Life,Data driven,"['Support Vector Machine (SVM)', 'Gated Recurrent Unit (GRU)', 'Hunter-Prey Optimization (HPO)']",No,4,2-s2.0-85137683573
"Industrial processes (specifically process monitoring and fault detection in complex industrial environments, exemplified by the Tennessee Eastman process and a coal mine shearer)","Interval-value data, sensor data, time series data","Fault prediction, fault identification",Data driven,"Interval embedding algorithms, statistical indicators, PCA",Yes: statistical indicators and variable contribution graphs,3,2-s2.0-85176772493
Industrial Internet of Things (IIoT) for industrial systems,Sensor data,Fault prediction,Hybrid,"Knowledge-based, Machine learning-based sensor fusion techniques",Yes: Logical reasoning and knowledge-based approaches,4,2-s2.0-85183594833
"Industrial processes (specifically chemical or wastewater treatment plants, Tennessee Eastman process as benchmark)",Sensor data,Fault prediction,Data driven,"Wavelet transform, Transformer with self-attention and mutual-attention mechanisms",No,4,2-s2.0-105007893032
Smart manufacturing,Sensor data,Fault prediction,Data driven,ANFIS,Yes: Adaptive Neuro-Fuzzy Inference System,4,2-s2.0-85080061022
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['Neural networks', 'Support vector machine', 'K nearest neighbor', 'Naïve Bayes', 'Decision tree']",No,4,2-s2.0-85175709365
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"['Graph convolution', 'Temporal convolution', 'Multi-scale gated temporal convolution', 'Graph learning']",No,4,2-s2.0-85162903705
"Industrial systems / Machinery diagnostics (specific domain not explicitly specified, but related to fault detection and sensor data fusion, commonly applicable in manufacturing and industrial equipment)",Sensor data,Fault prediction,Data driven,"Convolutional neural network (CNN), Ensemble classifier, Fusion rules based on Kullback-Leibler divergence",No,3,2-s2.0-85192183811
Aircraft engines,Sensor data,Remaining Useful Life,Data driven,Transformer,No,4,2-s2.0-85188508144
Aircraft engines,Sensor data,Remaining Useful Life,Hybrid,"['Bi-ConvLSTM1D', 'Attention mechanism']",Yes: attention mechanism,4,2-s2.0-85190604673
Manufacturing systems,Sensor data,Fault prediction,Data driven,"Multiscale residual convolution network, multisensor fusion",No,3,2-s2.0-85201237425
Manufacturing / Industrial machinery,Sensor data,Remaining Useful Life,Data driven,"CNN, BiLSTM, Quantile Regression, KDE, Attention mechanism",No,4,2-s2.0-85216105442
Aeroengine systems,Sensor data,Remaining Useful Life,Data driven,"Deep autoencoder-based polynomial regression, similarity-based probabilistic models",No,3,2-s2.0-85137679803
Aero-engine systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Temporal Convolutional Network (TCN), attention mechanisms",Yes: attention mechanisms,4,2-s2.0-85217932215
Industrial systems - Rolling bearings,"Sensor data, Time series",Fault prediction,Data driven,"Multi-kernel attention CNN, Fuzzy entropy",No,4,2-s2.0-85141886256
Aerospace systems / Aero propulsion systems,Sensor data,Remaining Useful Life,Hybrid,Variational Autoencoder (VAE),Yes: Variational inference with latent space representations,3,2-s2.0-85201302764
Mechanical and electrical equipment systems,Sensor data,Fault prediction,Data driven,"['CNN', 'SVM']",No,4,2-s2.0-85170640599
Gas turbines / Power generation,"Sensor data, Time series, Images",Fault prediction,Data driven,"Wavelet transform, GAN, Random Forest, SVM, CNN, Deep Neural Network",No,5,2-s2.0-85152213809
Hydraulic systems,Sensor data,Fault prediction,Data driven,"['CNN', 'SVM']",No,4,2-s2.0-85191336167
Industrial systems / Factory of the Future (FoF),"Sensor data, Time series",Remaining Useful Life,Data driven,Machine learning (ML) pipeline,No,4,2-s2.0-85130279399
Power systems / Electrical systems,Sensor data,Fault prediction,Hybrid,"['CNN', 'XGBoost', 'Autoencoder']",Yes: Explainable AI,4,2-s2.0-85175660136
Aerospace / Aeronautics (Turbofan Engines),Sensor data,Remaining Useful Life,Data driven,"Bootstrap ensemble learning, convolutional neural network, recurrent unit",No,3,2-s2.0-85138441872
Robotics or Force/Torque sensing mechanisms,Sensor data,Fault prediction,Hybrid,"['Genetic Algorithm', 'Back Propagation']",No,1,2-s2.0-85073513225
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Linear discriminant analysis, Principal component analysis, Convolution","Yes: Linear discriminant analysis, Principal component analysis",4,2-s2.0-85184001029
Industrial robots,"Sensor data, Time series",Fault prediction,Data driven,"Multi-head self-attention CNN, LSTM",No,3,2-s2.0-85141301584
Industrial sensors and measurement systems (specifically IMUs),Sensor data,Fault prediction,Rules and/or logic based,Likelihood Ratio Test (LRT),Yes: Likelihood Ratio Test (LRT),1,2-s2.0-85115931087
Industrial rotating machinery (gearbox systems),Sensor data,Fault prediction,Rules and/or logic based,"Generalized minimum entropy deconvolution (GMED), Main frequency center extraction (MFCE)",Yes: Rules and frequency-based features,3,2-s2.0-85175402398
Dynamic weighing systems,"Sensor data, Time series, Frequency-domain features",Fault prediction,Hybrid,"['Transfer component analysis (TCA)', 'Weighted k-nearest-neighbor (WKNN)']","Yes: Rules and/or logic based (e.g., feature fusion, domain adaptation, KNN with transparent metrics)",3,2-s2.0-85176435424
Hydroelectric power plants,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,"CNN, BiLSTM, Gated Recurrent Unit",No,4,2-s2.0-86000805619
Aerospace systems (specifically aircraft engines),"['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,"Similarity-based methods, ensemble empirical mode decomposition, slow feature analysis, bidirectional GRU autoencoder, adjusted cosine similarity",No,2,2-s2.0-85164591411
Industrial battery management,Sensor data,Fault prediction,Data driven,Support Vector Machine (SVM),Yes: Support Vector Machine,4,2-s2.0-105009704421
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['Short-time Fourier transform (STFT)', 'Fuzzy C-means clustering', 'IMCKD']",Yes: envelope analysis (interpretable fault detection technique),2,2-s2.0-85167865358
"Industrial systems (general), specifically fault diagnosis in mechanical systems",Sensor data,Fault prediction,Data driven,"Multi-head attention, Dempster-Shafer evidence fusion",No,2,2-s2.0-85154621295
Industrial systems / Electric motors,Sensor data,Fault prediction,Data driven,"Artificial Neural Network (ANN), Kalman filter",No,3,2-s2.0-85126613542
Autonomous vehicles,Sensor data,Fault prediction,Rules and/or logic based,Thresholding,Yes: Thresholding,2,2-s2.0-85122677250
Industrial systems / Rotating machinery / Bearings,"Sensor data, Time series",Remaining Useful Life,Data driven,"Temporal Convolutional Networks (TCN), Capsule networks, Attention mechanisms",No,4,2-s2.0-105008994907
Rotating machinery,"Sensor data, Time series",Fault prediction,Data driven,"Extreme Learning Machine (ELM), Empirical Mode Decomposition, Nuisance Attribute Projection (NAP)",No,3,2-s2.0-85128617961
Electronic devices,Time series,Fault prediction,Data driven,"Attention mechanism, Wasserstein distance",Yes: self-concern mechanism,2,2-s2.0-85181770522
Industrial mechanical systems,Sensor data,Fault prediction,Data driven,"Graph neural networks (ChebyNet, RadiusGraph)",Yes: graph-based features and structured data representations,4,2-s2.0-105003677971
Aerospace propulsion systems,Sensor data,Remaining Useful Life,Data driven,Self-attention network (based on transformer architecture),No,4,2-s2.0-85173575669
Aircraft engines / Aerospace systems,Sensor data,Remaining Useful Life,Data driven,Graph Neural Network (GNN),No,2,2-s2.0-85148877002
Aeroengine systems,Sensor data,Remaining Useful Life,Data driven,"['LSTM', 'attention mechanisms', 'deep residual networks']",No,4,2-s2.0-85197363630
Industrial process control,Sensor data,Fault prediction,Data driven,Principal Component Analysis (PCA),Yes: Contribution plots,3,2-s2.0-85172933967
Automotive systems (Steer-by-wire systems),Sensor data,Remaining Useful Life,Data driven,"Degradation features analysis, analytical redundancy relations, and possibly statistical or machine learning methods (not explicitly specified)",Yes: feature-based monitoring and degradation modeling provide interpretability,3,2-s2.0-85219320425
Industrial systems,Sensor data,Fault prediction,Data driven,"Kernel PCA, ICA, GMM, Randomized kernel PCA","Yes: ICA, PCA, GMM are interpretable techniques",4,2-s2.0-85190733928
Industrial bearings,"Sensor data, Time series",Remaining Useful Life,Data driven,"1DCNN, ON-LSTM",No,4,2-s2.0-85178641713
Aerospace systems,Sensor data,Fault prediction,Hybrid,"Bond graph, PCA","Yes: Bond graph (model-based), PCA (interpretable component)",2,2-s2.0-85141296280
Industrial machinery,Sensor data,Fault prediction,Hybrid,"['Dempster-Shafer evidence theory', 'Back-propagation neural network']",Yes: Evidence weights and decision-making process,1,2-s2.0-85136154416
Chip manufacturing,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Data driven,"['Robust PCA', 'Particle swarm optimization']",No,2,2-s2.0-85215871560
3D printers,Sensor data,Fault prediction,Data driven,"Reservoir computing, Echo state network, Random forest, Support vector machine, Auto-encoder",No,2,2-s2.0-85086638624
Manufacturing systems,Sensor data,Fault prediction,Deep learning,Deep convolutional neural network,No,4,2-s2.0-85141273156
"Industrial systems involving rolling bearings, such as manufacturing equipment or rotating machinery",Multidimensional sensor data (including one-dimensional and two-dimensional signals),Fault prediction,Data driven,"GSC-MDRNN, Residual structures, Convolutional neural networks with attention modules",No,3,2-s2.0-85147793189
Industrial systems with rotating machinery,Sensor data,Fault prediction,Data driven,"Multiscale convolutional neural network (CNN), Channel attention mechanism, 1D-ConvNeXt architecture",No,3,2-s2.0-85180533901
Pipeline infrastructure,Sensor data,Fault prediction,Data driven,"N-Beats model, classification algorithm",No,2,2-s2.0-85202070024
Mechanical systems / Gearbox fault diagnosis,"Unstructured data, Time series",Fault prediction,Data driven,"['Variational Mode Decomposition', 'EfficientNet']",No,2,2-s2.0-85177992968
Mechanical systems,"Sensor data, Time series",Fault prediction,Data driven,"Multi-head spatio-temporal attention, parallel GRU",No,4,2-s2.0-85175079620
"Large complex systems (general), possibly industrial systems with sensor monitoring",Sensor data,Remaining Useful Life,Hybrid,"['Kalman filtering', 'Expectation Maximization', 'Smoothing filter']","Yes: Kalman filtering, Expectation Maximization, Smoothing filter",3,2-s2.0-85134601200
Power transmission systems / Gearboxes,"Sensor data, Time series",Remaining Useful Life,Physics informed,"Nonlinear Wiener process, Bayesian inference","Yes: Bayesian inference, model parameters",4,2-s2.0-85205266465
Aerospace systems / Flight test systems,Multi-source sensor data,Sensor fault diagnosis,Hybrid,"['Dynamic Mode Decomposition with Control', 'Kalman filter', 'k-nearest neighbor classification']","Yes: Kalman filter (interpretable residuals), k-NN (interpretable distance-based classification)",4,2-s2.0-85190240556
Rotating machinery,"Sensor data, Time series, Images",Remaining Useful Life,Hybrid,"['Graph Convolutional Networks (GCN)', 'LSTM', 'Autoencoder']",No,4,2-s2.0-85143666843
Manufacturing systems,Sensor data,Fault prediction,Hybrid,"Not explicitly specified, but involves data linking and classification methods",No,3,2-s2.0-85145685362
Mechanical rotating components (gears and bearings),"Time series, Features extracted from time-frequency domain data",Fault prediction,Data driven,"Synthetic oversampling techniques, Feature selection",Yes: Feature importance and selection process,3,2-s2.0-85179883225
Process industry,Sensor data,Fault prediction,Knowledge based,Graph Convolutional Network (GCN),Yes: process knowledge integration and graph structure interpretation,4,2-s2.0-85173106512
Rotating machinery,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['Convolutional neural network (CNN)', 'Attention mechanisms']",No,4,2-s2.0-85181066590
Industrial systems / Mechanical equipment (specifically bearings),Sensor data,Fault prediction,Data driven,"Multi-scale dynamic fusion network (MSDFN), attention mechanism, batch normalization",No,3,2-s2.0-85175968169
Rotating machinery,"Multi-sensor data, Sensor data",Fault prediction,Hybrid,"Graph attention mechanism, Graph wavelet convolution",Yes: Interpretable graph wavelet filter responses,4,2-s2.0-85219502472
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"Temporal convolutional network (TCN), Multi-sensor data fusion, Attention mechanism",No,4,2-s2.0-85166198818
Rotating machinery / Rotor-bearing systems,Images,Fault prediction,Deep learning / Data driven,Deep global subdomain adaptation network (DGSAN),No,4,2-s2.0-85168416633
Water supply pipeline systems,Sensor data,Fault prediction,Data driven,"['Wavelet denoising', 'Twin support vector machine', 'Adaptive boosting (AdaBoost)']",No,4,2-s2.0-86000173267
Industrial systems (general fault diagnosis),Sensor data,Fault prediction,Data driven,"Deep neural networks, adversarial networks, CNN",No,2,2-s2.0-85149535827
Chip manufacturing,"Sensor data, Time series, Structured data",Fault prediction,Data driven,"Envelope-cross-correlation, Improved 1D-LBP, Spectrum analysis, Autocorrelation",Yes: Spectrum analysis and feature extraction techniques are interpretable,4,2-s2.0-105002225881
Electromechanical systems,Sensor data,Fault prediction,Data driven,"Self-weighted graph attention networks, Autoencoders",No,4,2-s2.0-85219226672
Rotating machinery,Sensor data,Fault prediction,Data driven,"['Improved fuzzy support fusion', 'Self-normalized spatio-temporal network', 'Bi-directional GRU']",No,4,2-s2.0-85169932845
Solar power plants / Photovoltaic systems,"Sensor data, Time series",Fault prediction,Data driven,"Decision tree, Light Gradient Boosting",Yes: Decision trees are inherently interpretable,4,2-s2.0-85150245027
Electromechanical systems / Electric motors,Images (time-frequency images of vibration data),Fault prediction,Data driven,"Deep convolutional neural network (CNN), Long Short-Term Memory (LSTM), Attention mechanism",No,2,2-s2.0-85167694343
Industrial gearboxes / Mechanical power transmission systems,Sensor data,Fault prediction,Data driven,Principal component analysis,Yes: PCA,3,2-s2.0-85218924762
,,,,,,,2-s2.0-85107872040
Rotating machinery,Sensor data,Fault prediction,Data driven,Residual global context shrinkage network (RGNet),Yes: interpretability study,3,2-s2.0-85191291116
"Industrial machinery / Rotating equipment (e.g., bearings)","Sensor data, Time series",Fault prediction,Data driven,"Sparse filtering, Discriminative domain adaptation (kernel-based domain adaptation)",No,2,2-s2.0-85187621150
Manufacturing / Machining tools,Sensor data,Remaining Useful Life,Data driven,DBiLSTM,No,4,2-s2.0-85082388273
Rotating machinery,Sensor data,Fault prediction,Data driven,Graph convolutional network (implied by graph convolution operation),No,3,2-s2.0-85166755288
Liquid rocket engines,Sensor data,Fault prediction,Hybrid,Multi-model Kalman filter (Kalman filter),No,3,2-s2.0-85219718216
Gearbox fault diagnosis / Mechanical systems,Sensor data,Fault prediction,Data driven,"Wavelet convolution, attention mechanisms, pseudo-label alignment, maximum mean discrepancy",No,3,2-s2.0-85205681525
Aerospace engines,Sensor data,Remaining Useful Life,Data driven,"Deep learning, Inception module, Gated recurrent unit (GRU)",No,4,2-s2.0-85197355558
Wind energy engineering / Offshore wind turbines,Sensor data,Fault prediction,Data driven,Kernel canonical variate analysis (KCVA),No,2,2-s2.0-85143703520
Industrial machinery / Rotating machinery,"Sensor data, Time series",Fault prediction,Data driven,"Graph Neural Network (GNN), Graph convolutional neural network",No,2,2-s2.0-85148675874
Mechanical equipment / Rotating machinery,Sensor data,Fault prediction,Data driven,"Teager-Huang transform (THT), correlation functions","Yes: correlation functions, spectrum analysis",4,2-s2.0-85090399806
Aeroengine systems,Sensor data,Fault prediction,Rules and/or logic based,"['MFAC', 'OS-ELM']",Yes: Threshold-based and control models are interpretable,3,2-s2.0-85215439841
Industrial motors / Electrical machines,"Sensor data, Time series",Fault prediction,Data driven,Deep learning,No,4,2-s2.0-85145778373
Industrial process systems,"Sensor data, Unstructured data",Fault prediction,Data driven,"Gaussian mixture learning (GML), Interval independent component analysis (I2CA)",Yes: Statistical monitoring statistics and interval analysis are interpretable,4,2-s2.0-85196492198
Aero-engine / Aircraft systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Attention mechanisms, TCN",No,4,2-s2.0-85160509688
Chip manufacturing,Sensor data,Fault prediction,Data driven,CNN,Yes: Visualization methods,4,2-s2.0-85119211561
Transmission power systems,Electromagnetic measurements,Corrosion detection and location,Data driven,"Simulation analysis, fuzzy logic (implied from fuzzy closeness)",Yes: Fuzzy logic,2,2-s2.0-85132774739
Manufacturing / Industrial systems,Sensor data,Remaining Useful Life,Data driven,"Transformers, BiGRU",No,4,2-s2.0-85192474436
Unspecified / Optical sensor systems,Unstructured data,Fault prediction,Data driven,"Morphological gradient, Local Binary Pattern (LBP)","Yes: Morphological gradient, LBP",3,2-s2.0-85137151674
Safety instrumented systems in industrial safety,Sensor data,Remaining Useful Life,Data driven,"['LSTM', 'Random forest']",Yes: Random forest,4,2-s2.0-105004737052
Industrial machinery,Video data,Fault prediction,Data driven,"Sparse representation, Pyramid decomposition, Phase-based analysis","Yes: Sparse representation, Pyramid decomposition",4,2-s2.0-85100623351
Industrial systems / Rotatory machinery,Sensor data,Fault prediction,Data driven,"['Graph convolution neural network', 'ARMA graph convolution', 'adversarial adaptation', 'multi-layer multi-kernel local maximum mean discrepancy (MK-LMMD)']",No,3,2-s2.0-85133216620
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Morphological filtering, Demodulation energy operator, Impact phase bin (IPB)",Yes: Impact phase bin (IPB),4,2-s2.0-85178332906
Electrical substations / grounding systems,Sensor data,Fault prediction,Data driven,Impedance measurement,Yes: signal analysis and impedance-based interpretation,3,2-s2.0-85111115074
Transformers,Sensor data,Fault prediction,Data driven,BSO-SVM (Beetle Antennae Search optimized Support Vector Machine),No,4,2-s2.0-85136079072
Industrial gear systems,Sensor data,Fault prediction,Data driven,"['Support Vector Machine (SVM)', 'Texture feature extraction techniques']",No,2,2-s2.0-85130190038
Machine condition monitoring / Rotating machinery,Sensor data,Fault prediction,Hybrid,"Multiscale range entropy, Hierarchical prototype, Singular value decomposition",No,2,2-s2.0-85107928074
Aero-engine systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Transformer, Graph structure, Causality attention",No,2,2-s2.0-85211071211
Rotating machinery,Images,Displacement measurement,Data driven,"Gaussian fitting, Edge optimisation",Yes: Gaussian fitting and edge optimisation are interpretable techniques,3,2-s2.0-85190236510
Industrial equipment / machinery,"Sensor data, Time series",Remaining Useful Life,Data driven,Convolutional Neural Networks (CNN),No,4,2-s2.0-85151691265
Large-scale precision engineering / Metrology,Sensor data,6-DOF variables,Data driven,Kalman filter,No,0,2-s2.0-85140316874
Industrial machinery / Mechanical systems,Sensor data,Fault prediction,Data driven,"Order tracking, Kurtogram analysis",Yes: Harmonic peaks and envelope order spectrum analysis,3,2-s2.0-85135572780
Marine propulsion systems,Sensor data,Fault prediction,Data driven,"1D CNN, Evidential reasoning (ER) rule",No,4,2-s2.0-85151788642
Oil and Gas - subsea Christmas tree valve systems,"Sensor data, Acoustic data",Fault prediction,Data driven,"Deep residual shrinkage network, Multi-scale attention module",No,2,2-s2.0-85131219297
Industrial systems / Rotating machinery / Bearings,Sensor data,Fault prediction,Data driven,"Quaternion Fourier transform, Empirical wavelet transform",No,2,2-s2.0-85128284508
Rotating machinery,Sensor data,Fault prediction,Data driven,Graph convolutional network (GCN),No,3,2-s2.0-85123029813
Industrial machinery or general engineering systems,Sensor data,Remaining Useful Life,Data driven,Capsule neural network with gated attention mechanism and Bayesian layer,No,3,2-s2.0-85121931001
Steel wire rope inspection,Sensor data,Fault prediction,Data driven,"Signal processing methods (e.g., filtering, denoising)",Yes: signal processing techniques are generally interpretable,2,2-s2.0-85097164837
Subsea control systems,Sensor data,Fault prediction,Hybrid,"['Physics informed temporal convolution network (PITCN)', 'Convolutional neural network (CNN)']",No,4,2-s2.0-85171752518
Industrial machinery,"Sensor data, Time series, Images",Fault prediction,Data driven,"['Convolutional Neural Network (CNN)', 'Short-time Fourier transform']",No,4,2-s2.0-85111482107
Other,Sensor data,Fault prediction,Data driven,['Parallel Residual CNN-GRU'],No,4,2-s2.0-105002402529
